id,name,age,nationality,driving_power,driving_accuracy,approach_accuracy,short_game,putting,composure,confidence,focus,risk_tolerance,mental_fatigue,consistency,resilience,current_status,introduction_season
2113,Piotr Stanisławek S5,21,Poland,73.3926342386343,68.4180201343395,56.1338873480552,86.420168026259,80.0926450382356,49.2830688827516,71.3857929306363,43.2731357871147,34.0662827614958,36.1097304254739,54.4017234772011,90.1202105791032,active,5
2114,Carlos Smith S5,20,Philippines,62.7399134856643,49.763053921832,86.5880606040353,82.9997441420303,65.8106847336969,49.4031632824393,66.5689490349546,77.7597879982758,75.6776497952066,69.9922310942154,49.5742811605923,55.5901074155658,active,5
2115,Russell Warner S5,19,USA,73.0716596505484,79.5630124722819,63.25754011497,70.7385166523201,88.9240521570697,60.1798996196045,56.4879220799656,63.8786812890546,74.763047281426,63.1358500415885,85.4237922519193,63.4775996792493,active,5
2116,Benjamin Taylor S5,22,England,94.446548027649,49.8152073059997,59.9693043662164,54.5274168420074,77.3258663719912,62.5954946133012,61.10518617427,53.906380831627,34.2811464229122,88.8306016372872,76.5068592306147,44.397527709154,active,5
2117,Clifford Austin S5,22,England,57.8818928983453,33.1868368372317,54.3552878073274,74.1140378356468,34.4788458934948,35.0254932708071,61.9864677863137,39.0868290261911,36.4589983770558,35.3642405223134,88.9815560565902,93.4095455692806,active,5
2118,John Lopez S5,22,USA,31.4591753095491,83.2787334865567,60.4489262198761,43.1573447212717,39.2956597335763,52.3735307153535,66.6748947351672,78.4699724104329,25.4158781595968,92.8279575443812,65.3965434649824,50.758723204028,active,5
2119,Allan Turner S5,19,England,74.9691121606841,75.8895848265665,67.8777866477696,50.1764589899349,49.4179221593382,69.3627476128196,44.0424387402694,70.0452588257824,70.899686332473,39.5325234798666,65.6562085811082,71.1793497111944,active,5
2120,Wesley Cole S5,21,Australia,59.5855504076105,94.3936517053859,68.0048040035426,43.9864067151942,56.8594936326036,90.4991423993011,74.281539838665,78.498966358727,34.9328346910246,70.0481322299735,42.9531531342699,85.8903563450802,active,5
2121,Ricardo Antunes S5,22,Portugal,32.3044027714865,52.4400186084406,81.5296304843291,59.394253906698,56.7960460296237,67.904936333798,65.6692831634938,67.5224303017091,46.7721439284141,39.7329761866103,61.517934290346,59.6344504662757,active,5
2122,Pedro Rodrigues S5,20,Brazil,51.538316624011,46.2137333631032,77.0626043528804,65.4968446318712,31.9706898326293,65.0339641981722,56.7164146877454,58.8826880140775,34.9749511127158,33.8353439126001,30.1751203832598,40.3738305429934,active,5
2123,Clinton Warner S5,20,Australia,50.0557708189388,90.4953149604542,35.9630833726462,61.9183996750586,46.6553141235257,40.8233395047915,63.8988025345691,56.9926001901718,59.0937485724019,80.637176232107,39.6059053384377,48.8188695403643,active,5
2124,James Cain S5,21,USA,39.0804696530385,48.9544942379832,38.9543533931927,50.1943866508198,38.0715026136724,43.0508181758177,61.7198917226134,67.7819244326079,39.1694967969295,62.2310792609616,76.8076509723244,37.7800444082592,active,5
2125,Anders Thomsen S5,21,Denmark,79.8248791456247,63.3771280155933,54.5732591670483,53.4492437838839,90.9798893956454,91.8420843270551,75.9665567761718,48.9759041725075,61.6280308503424,38.9873647017081,87.8017187806322,70.0286788296893,active,5
2126,Ashley Ahern S5,21,Ireland,43.1649950226781,55.6770021749169,36.7268725423771,88.6441501911493,83.5632319499935,45.7407943207373,89.4524547904971,93.0346962130827,78.0122818181959,64.9113460797832,50.083510670286,30.2090632037527,active,5
2127,Gary Bryant S5,21,USA,86.2049274554703,93.2375413495152,71.9001218101291,64.1838012892924,31.7277605489154,93.0927551068096,62.6899964417053,57.2594613944414,45.0980363520296,47.4948967065444,49.3744723856138,66.8593710607824,active,5
2128,John Johnson S5,22,England,64.4366919967567,87.8767379372377,31.8135369277856,82.8671027016484,74.8161058720377,77.3029624931468,67.9820351027308,35.7496445638313,30.2109975271621,52.371767900441,56.1808616538842,57.213518261681,active,5
2129,Dennis Bridges S5,22,USA,80.9608974867834,38.2013233498783,69.0193447623122,50.4887812764733,37.0142539891187,56.7891685115623,45.9953569233869,33.0093153459513,75.5665198934424,50.341044882381,59.0241100795749,75.249293219754,active,5
2130,Tim Smith S5,21,USA,57.5554546644277,67.8648041679801,82.0733759508419,68.0936738175288,49.9931502905277,71.7962355120409,54.4109580168096,37.4617525987374,56.4594149779777,88.6951787041106,42.9397288158206,60.5901908168384,active,5
2131,Tomas Tůmová S5,21,Czech Republic,91.0552192284505,57.8546731200682,36.9778470259339,78.5702689225155,30.4887735999672,50.6631443170999,41.4306383036673,41.3545936886077,77.0742691271559,62.3130127611725,36.109179258827,49.8579162778889,active,5
2132,Brandon Baker S5,20,USA,34.5481564619619,79.8256632045343,90.9694798630846,88.2672995962189,85.3870679562706,80.7548741647676,77.3715295973452,54.6625670612897,30.2272246745339,31.9600970038978,49.0103396246699,89.5633467414775,active,5
2133,Henk Bruggeman S5,19,Netherlands,42.6221056308551,46.5856470359866,33.2564384353259,39.2419960746091,66.561227471864,80.6769559440704,65.1349501752365,47.9000634882863,29.4748065492116,47.0342084866237,38.462156849174,58.4742564697808,active,5
2134,Ronald Hughes S5,19,USA,57.5766384404296,62.3793112020761,44.1391832343869,63.315036752497,30.2941329945036,37.0571719595607,63.0634398645307,75.2712780689347,53.2533005889841,47.4446725888695,76.5079419662732,63.9467279604969,active,5
2135,Magnus Hanssen S5,21,Norway,75.8800883166457,58.374647383412,37.1154210356711,81.1687199498539,64.1616231518015,42.9209468744926,59.3374664635327,66.861917233214,42.149634247828,32.9304884484738,37.9841110143565,37.0608533980539,active,5
2136,John Johnson S5,22,USA,92.3801448705539,63.9074718942442,31.3329450969648,40.4532101165022,34.1633711561072,32.3616468999738,79.9396011692211,34.0346870110671,31.7887468448524,43.1592850506506,88.2288744985506,64.6373746161846,active,5
2137,Graeme Miles S5,22,England,82.9081493781511,32.5209015754542,78.3158300753635,72.6752733202019,31.6331914789554,42.013552341302,41.4022759781043,68.3564197813913,73.2034879301888,92.9966829089945,64.7773719232434,52.2607333202225,active,5
2138,Darren Jensen S5,19,USA,92.0748699102869,74.8958177245932,87.2694196164145,44.5177704749648,30.1324369535326,63.2115636878973,80.1920884480037,48.5847261767499,63.5283331390002,70.8582569304016,34.1769774940824,44.7350154226192,active,5
2139,James Cooper S5,19,USA,70.0040638772025,37.7965458822983,69.0040297634274,47.8798965259017,45.3929545796149,71.3050325408973,82.9274918875521,75.0898320943377,64.5604888970443,37.6212001720382,45.8748260806498,62.009104278996,active,5
2140,Piet De Coninck S5,19,Belgium (Dutch),72.3296425469249,49.4925393672603,70.3895589356415,37.3921275620661,65.5565477462472,71.5478858476721,79.9189205448421,80.826476963392,77.3735135898561,59.8403250824024,67.4375286777883,57.9855278456203,active,5
2141,Christopher Huerta S5,19,USA,50.5006144373373,82.5663954157447,72.1597756379779,86.4645509475086,55.8855957822243,38.3915475850162,73.3965675552667,32.9036748498631,70.6672542907351,35.2948629286968,75.7215873409271,55.0784932490445,active,5
2142,Peter Sanders S5,19,USA,47.2919880274336,82.89939228645,74.8895108995148,80.2749452433928,51.4757334698738,69.2490615756406,48.6761628212466,71.5351830121526,78.3743222440573,82.9290611097619,42.1008018351439,70.7283457504854,active,5
2143,Colm Summerville S5,22,Ireland,43.779040795374,66.4873645845706,50.710673887884,82.2122942144592,76.5347670726111,70.1731569159604,49.9414530570064,76.50259624091,82.8757956634349,93.6150579817791,93.0843435206476,33.9349662793953,active,5
2144,Conor Lee S5,19,Scotland,55.1004040020506,88.5115935891033,82.3039542754258,83.7007145446716,94.5264458828755,91.2439209119677,71.6860343482219,79.8892892887759,20.4429755007396,71.7525734929948,69.018481236089,41.9322719264341,active,5
2145,Brian Buck S5,22,USA,90.0114215294407,89.5868244029829,43.985456942172,35.3785306907093,62.3729142602926,33.7242511428952,70.444340010991,92.6457752748625,37.2913727616749,31.6973755310773,36.2534672229238,47.8923448534684,active,5
2146,Brett Greenwood S5,19,England,57.6583001678361,71.8841476767049,40.2536743214593,35.841645453779,49.9972789988108,50.7990156164241,67.4389388690412,77.4202579552613,21.6889762021082,59.3335086873983,79.6354894007742,89.8578547980941,active,5
2147,Peter Steiger S5,22,Switzerland,89.5801428509573,94.1620564315603,58.5412138975146,52.2434979003593,93.2508472533136,93.7267917091245,52.7162296676994,94.7770179368553,27.3614202714866,90.6069515769437,58.0823826914178,76.0117346241052,active,5
2148,Krzysztof Kaszkowiak S5,21,Poland,34.1183892370052,53.8497479703164,66.8033695174684,89.6520644966622,86.6183230955845,68.3244775658774,65.2946918841746,50.3232653243648,82.2097600827409,86.0218906825575,77.0844118591895,42.9848954540472,active,5
2149,Jacob Williams S5,22,USA,39.2367448968484,87.3592298105976,83.8571623233573,42.8487936211077,60.216400556284,56.4685648385114,67.6893447381771,63.0118938876044,67.4339560249633,94.8830554116453,87.3520207590808,68.7729256305973,active,5
2150,Leonard Hamilton S5,22,Scotland,59.5752995432499,72.2092681072473,88.9474400879018,86.9135265561918,48.4083228790466,77.7576770475805,88.6014069568078,48.3177974692677,49.6743580825646,47.2928053218078,55.2202004467221,46.6386476295361,active,5
