season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
5_11,Standard Invitational #5,Standard Invitational #5,Jesse West,Charles Leonard,Krzysztof Kaszkowiak,Sean Taylor,Christopher Dudley,Constantin Albu,Damon Peterson,Martin Simmons,Mark Perry,Dennis Lyons,John Case,Tomas Brožová,Tyler Maughan,Anthony Reid,Kevin Kent,Thomas Rogers,Conor Lee,James Jennings,Kaur Tamm,Duncan Wood,Josh Boyce,Kyle Morales,Callum Davison,David Johnston,Colm Summerville,Darrell Baker,Francisco Guajardo,Adam Franco,Pavel Čermák,Joe Heath,Daniel Brown,Juan Gaytán,Luke Clark,Timothy Hamilton,Peter Cook,Craig Smith,Leslie Moore,Elliott Phillips,Anthony Gaines,William Ortega,Aidan Reardon,Terence Heaney,Timo Varis,Scott Young,Bjorn Kjóisdóttir,Russell Warner,Billy Williams,Vasile Tomescu,James Dennis,Anders Thomsen,Trevor Booker,Michael Johnson,Diogo Freitas,Kevin Roberts,James Cooper,Darius Grimes,Samuel Gates,Jeremy Freeman,David Ruiz,Cory Knight,Chad Jones,Michael Davis,Adam Williams,Nathan Banks,Nuno Antunes,Darren Jensen,Michael Crawford,Milan Paľovčík,Peter Steiger,Roberto Henríquez,Jeffery Williams,Austin Love,Jason Clark,Alexander Campbell,Jimmy Coleman,Christopher Huerta,Randall Miller,Craig Jackson,Michael Gordon,Patrick Schmitz,Ethan Cox,Luis Arranz,Jacob Williams,Mark Estrada,Leonard Hamilton,Henk Bruggeman,Andrew Collins,Brandon Silva,Christian Henry,Benjamin Taylor,Brandon Baker,Manuel Manning,David Munoz,Daniel Whitaker,Gareth Saunders,Wolfgang Marte,Carlos Smith,Christopher Ward,Adam Milmo,Ashley Ahern,Gary Bryant,Dillon Stanley,Steven Keller,Travis Callahan,John Lopez,Travis Johnson,Karoly Molnár,Simon Wilson,James Baker,Joseph Black,Zachary Patel,Jose Lucero,Aaron Doyle,Randy Macias,Daniel Smith,Jozsef Horváth,Piet De Coninck,Wesley Cole,Deaglan Brannelly,Robert Lee,Dennis Bridges,Brian Buck,Tim Smith,Kevin Hensley,Ante Jerič,Gerard Cross,Ryan Hubbard,Ricardo Antunes,Tomas Tůmová,Ruari Magee,Damian Wright,Peter Sanders,Harry Miles,Frank Cole,Allan Turner,John Johnson,Piotr Stanisławek,Brian Bush,Elliot Holmes,Magnus Hanssen,James Cain,Clinton Warner,Graeme Miles,Brett Greenwood,Pedro Rodrigues,Ronald Hughes,Reece Skinner,Manfred Neuschäfer,John Johnson,Clifford Austin
5_12,Standard Event #12,Standard Event #12,Ryan Hubbard,Michael Davis,Darrell Baker,Terence Heaney,Craig Smith,Damon Peterson,Russell Warner,Travis Callahan,Kyle Morales,Christopher Dudley,Manuel Manning,James Dennis,Christopher Ward,Timo Varis,Carlos Smith,Patrick Schmitz,Martin Simmons,Joe Heath,Andrew Collins,Peter Steiger,Leonard Hamilton,Dennis Lyons,Leslie Moore,Benjamin Taylor,Billy Williams,Ethan Cox,David Munoz,Karoly Molnár,Conor Lee,Magnus Hanssen,Jeremy Freeman,Luke Clark,Peter Cook,Aaron Doyle,Jeffery Williams,Jason Clark,Zachary Patel,Timothy Hamilton,Scott Young,Samuel Gates,Charles Leonard,Elliot Holmes,Constantin Albu,Pavel Čermák,Nathan Banks,Daniel Whitaker,Diogo Freitas,Deaglan Brannelly,Gary Bryant,Anthony Reid,David Ruiz,John Case,Adam Franco,Jesse West,Clinton Warner,Krzysztof Kaszkowiak,Frank Cole,Piet De Coninck,Mark Estrada,Jacob Williams,Reece Skinner,Darren Jensen,Roberto Henríquez,Aidan Reardon,Ruari Magee,Darius Grimes,Tim Smith,Mark Perry,Manfred Neuschäfer,Ante Jerič,Peter Sanders,James Jennings,Milan Paľovčík,Michael Gordon,Francisco Guajardo,Adam Williams,Anthony Gaines,Juan Gaytán,Luis Arranz,Kevin Hensley,Dillon Stanley,Christian Henry,Kaur Tamm,Vasile Tomescu,Brian Buck,Brandon Baker,Elliott Phillips,John Johnson,Josh Boyce,Daniel Brown,Travis Johnson,Ashley Ahern,Michael Crawford,Jimmy Coleman,Adam Milmo,Chad Jones,Tomas Tůmová,Christopher Huerta,Kevin Kent,James Baker,Tomas Brožová,Dennis Bridges,Ricardo Antunes,William Ortega,Craig Jackson,Joseph Black,Steven Keller,Kevin Roberts,Jose Lucero,Callum Davison,Nuno Antunes,Simon Wilson,Alexander Campbell,Wesley Cole,Daniel Smith,Harry Miles,Brian Bush,Bjorn Kjóisdóttir,Clifford Austin,Tyler Maughan,Gerard Cross,Anders Thomsen,Jozsef Horváth,Trevor Booker,Austin Love,Gareth Saunders,Randall Miller,Wolfgang Marte,David Johnston,Brandon Silva,Sean Taylor,Robert Lee,Duncan Wood,Michael Johnson,Thomas Rogers,James Cooper,Allan Turner,Cory Knight,Randy Macias,Colm Summerville,John Lopez,Piotr Stanisławek,Damian Wright,Henk Bruggeman,Ronald Hughes,Pedro Rodrigues,Brett Greenwood,Graeme Miles,James Cain,John Johnson
5_13,Standard Invitational #6,Standard Invitational #6,Mark Estrada,David Munoz,Kevin Kent,Randall Miller,Nuno Antunes,Conor Lee,Martin Simmons,Chad Jones,Vasile Tomescu,Adam Franco,Aidan Reardon,Peter Steiger,Joe Heath,Sean Taylor,Timothy Hamilton,Michael Gordon,Pavel Čermák,Michael Davis,Elliot Holmes,Francisco Guajardo,John Johnson,Christian Henry,Leslie Moore,Scott Young,Leonard Hamilton,Patrick Schmitz,Milan Paľovčík,Ricardo Antunes,Billy Williams,Simon Wilson,Travis Callahan,Wolfgang Marte,Tyler Maughan,Ryan Hubbard,James Dennis,David Ruiz,Kyle Morales,David Johnston,Anders Thomsen,Carlos Smith,Gerard Cross,Piotr Stanisławek,Callum Davison,Manuel Manning,Craig Jackson,Anthony Reid,Nathan Banks,Ante Jerič,Steven Keller,Frank Cole,Dennis Lyons,Trevor Booker,Andrew Collins,Zachary Patel,Gary Bryant,Samuel Gates,Duncan Wood,Darrell Baker,Charles Leonard,Mark Perry,Peter Sanders,Thomas Rogers,Cory Knight,James Jennings,Josh Boyce,Manfred Neuschäfer,Juan Gaytán,Daniel Smith,John Case,Clinton Warner,Jeremy Freeman,James Cooper,Christopher Ward,Brian Buck,Luis Arranz,Piet De Coninck,Michael Crawford,Daniel Whitaker,Kevin Roberts,Aaron Doyle,Tim Smith,Jesse West,Bjorn Kjóisdóttir,Kevin Hensley,Randy Macias,Deaglan Brannelly,Terence Heaney,John Lopez,Adam Milmo,Jose Lucero,Benjamin Taylor,Brandon Baker,Darren Jensen,Ethan Cox,Christopher Dudley,Jeffery Williams,Karoly Molnár,Kaur Tamm,Damian Wright,Constantin Albu,Reece Skinner,Damon Peterson,Elliott Phillips,Roberto Henríquez,Joseph Black,Craig Smith,Robert Lee,Gareth Saunders,William Ortega,Harry Miles,Travis Johnson,Wesley Cole,Diogo Freitas,Alexander Campbell,Anthony Gaines,Timo Varis,Pedro Rodrigues,Ashley Ahern,Jozsef Horváth,Ruari Magee,Daniel Brown,Darius Grimes,James Baker,Tomas Brožová,Luke Clark,Jason Clark,Krzysztof Kaszkowiak,Colm Summerville,Dillon Stanley,Jacob Williams,Russell Warner,Ronald Hughes,Austin Love,Allan Turner,Michael Johnson,Tomas Tůmová,Peter Cook,Christopher Huerta,Jimmy Coleman,Adam Williams,Magnus Hanssen,Dennis Bridges,James Cain,Brandon Silva,Brian Bush,Graeme Miles,Brett Greenwood,John Johnson,Henk Bruggeman,Clifford Austin
5_14,Standard Event #14,Standard Event #14,Kyle Morales,Leslie Moore,Dennis Lyons,Tomas Brožová,James Jennings,Charles Leonard,Kaur Tamm,Luke Clark,Jeffery Williams,Mark Estrada,Carlos Smith,Craig Smith,Frank Cole,Diogo Freitas,Joseph Black,Russell Warner,Kevin Hensley,Travis Callahan,Peter Sanders,Josh Boyce,Christian Henry,David Ruiz,Duncan Wood,Simon Wilson,Patrick Schmitz,Adam Milmo,Daniel Brown,Jesse West,Chad Jones,Brandon Silva,Darius Grimes,Mark Perry,Piet De Coninck,Nuno Antunes,Zachary Patel,Milan Paľovčík,Robert Lee,Randall Miller,Tyler Maughan,Luis Arranz,Elliot Holmes,Nathan Banks,Gareth Saunders,Adam Franco,Anthony Reid,James Dennis,Pavel Čermák,Ethan Cox,Jeremy Freeman,Jason Clark,Gerard Cross,Daniel Smith,Alexander Campbell,Aaron Doyle,Jose Lucero,Martin Simmons,Craig Jackson,Juan Gaytán,Jacob Williams,William Ortega,Magnus Hanssen,John Case,Michael Johnson,Colm Summerville,Kevin Kent,Terence Heaney,Travis Johnson,Adam Williams,Michael Davis,John Johnson,Christopher Dudley,Thomas Rogers,David Johnston,Samuel Gates,David Munoz,Ricardo Antunes,Constantin Albu,Krzysztof Kaszkowiak,Harry Miles,Timo Varis,Manuel Manning,Wolfgang Marte,Leonard Hamilton,Peter Steiger,Conor Lee,Dillon Stanley,Gary Bryant,Benjamin Taylor,Austin Love,Francisco Guajardo,Deaglan Brannelly,Daniel Whitaker,Christopher Huerta,Scott Young,Christopher Ward,Ante Jerič,Billy Williams,Steven Keller,Darrell Baker,Aidan Reardon,Joe Heath,Vasile Tomescu,Elliott Phillips,Tomas Tůmová,Anthony Gaines,Timothy Hamilton,Andrew Collins,Henk Bruggeman,Kevin Roberts,Sean Taylor,Peter Cook,Ryan Hubbard,Callum Davison,Piotr Stanisławek,Roberto Henríquez,Michael Gordon,Brian Bush,James Cooper,Ruari Magee,Damon Peterson,John Lopez,Ronald Hughes,John Johnson,Wesley Cole,Brett Greenwood,Brandon Baker,Manfred Neuschäfer,Graeme Miles,Bjorn Kjóisdóttir,James Baker,Dennis Bridges,Anders Thomsen,Karoly Molnár,Darren Jensen,Cory Knight,Michael Crawford,Clifford Austin,Tim Smith,Jimmy Coleman,Brian Buck,Jozsef Horváth,Trevor Booker,Ashley Ahern,Damian Wright,Allan Turner,Reece Skinner,Pedro Rodrigues,Clinton Warner,Randy Macias,James Cain
5_15,Major #1,Sovereign Tournament,Sean Taylor,Ryan Hubbard,Daniel Whitaker,Vasile Tomescu,James Dennis,Pavel Čermák,Adam Milmo,David Munoz,Charles Leonard,Christopher Ward,Jeffery Williams,Jeremy Freeman,Luke Clark,Damon Peterson,Kevin Kent,Kaur Tamm,Leonard Hamilton,Aidan Reardon,Craig Smith,Aaron Doyle,Dillon Stanley,Mark Estrada,Peter Cook,Martin Simmons,Patrick Schmitz,Manuel Manning,Krzysztof Kaszkowiak,Allan Turner,David Ruiz,Tyler Maughan,Trevor Booker,Chad Jones,James Jennings,Zachary Patel,Tim Smith,Ethan Cox,Kevin Hensley,Francisco Guajardo,Gary Bryant,Terence Heaney,Cory Knight,Joseph Black,Timo Varis,Jesse West,Michael Crawford,Piet De Coninck,Travis Callahan,Jason Clark,Austin Love,Peter Sanders,Brian Bush,Anthony Gaines,Tomas Brožová,Elliot Holmes,Anthony Reid,Magnus Hanssen,Craig Jackson,Gareth Saunders,Billy Williams,Alexander Campbell,Daniel Brown,Michael Johnson,Conor Lee,Manfred Neuschäfer,Juan Gaytán,Nathan Banks,Thomas Rogers,Karoly Molnár,Wesley Cole,Adam Franco,Leslie Moore,William Ortega,Dennis Lyons,Elliott Phillips,Ashley Ahern,Darius Grimes,John Case,Damian Wright,Ricardo Antunes,Brandon Silva,Adam Williams,Daniel Smith,Jozsef Horváth,Harry Miles,Brian Buck,Christian Henry,Timothy Hamilton,Darrell Baker,Josh Boyce,Simon Wilson,Colm Summerville,Steven Keller,Kevin Roberts,James Baker,Roberto Henríquez,Benjamin Taylor,Robert Lee,Anders Thomsen,Jose Lucero,Joe Heath,Jacob Williams,Kyle Morales,Mark Perry,Carlos Smith,Duncan Wood,Deaglan Brannelly,Brett Greenwood,Brandon Baker,Milan Paľovčík,Callum Davison,Diogo Freitas,Dennis Bridges,Ruari Magee,Darren Jensen,Bjorn Kjóisdóttir,Andrew Collins,Michael Davis,Constantin Albu,Randall Miller,Wolfgang Marte,Samuel Gates,Pedro Rodrigues,Peter Steiger,Russell Warner,Scott Young,Michael Gordon,Ante Jerič,Travis Johnson,John Johnson,John Johnson,Frank Cole,Luis Arranz,Gerard Cross,Piotr Stanisławek,John Lopez,Nuno Antunes,Christopher Huerta,Christopher Dudley,Henk Bruggeman,James Cooper,Jimmy Coleman,David Johnston,Randy Macias,Reece Skinner,Clifford Austin,Graeme Miles,Clinton Warner,Tomas Tůmová,James Cain,Ronald Hughes
5_16,Standard Event #16,Standard Event #16,Travis Callahan,Martin Simmons,Tomas Brožová,Luis Arranz,Manuel Manning,Darius Grimes,Tyler Maughan,Jesse West,Joe Heath,Anders Thomsen,Simon Wilson,Harry Miles,Pavel Čermák,Vasile Tomescu,Russell Warner,Bjorn Kjóisdóttir,Juan Gaytán,Gerard Cross,Gareth Saunders,Randall Miller,Leonard Hamilton,Joseph Black,William Ortega,Christopher Dudley,Anthony Gaines,Kaur Tamm,Carlos Smith,Milan Paľovčík,Kevin Kent,Daniel Whitaker,Peter Steiger,Patrick Schmitz,Reece Skinner,Gary Bryant,James Jennings,Peter Cook,James Baker,Kevin Roberts,Austin Love,Aaron Doyle,Darrell Baker,Jeremy Freeman,Kyle Morales,Conor Lee,Brandon Silva,Ethan Cox,Samuel Gates,Timothy Hamilton,Tim Smith,Terence Heaney,Craig Jackson,Billy Williams,Dennis Lyons,Elliot Holmes,Elliott Phillips,Mark Estrada,Jacob Williams,David Johnston,Michael Johnson,Frank Cole,Brandon Baker,Jason Clark,Wolfgang Marte,Luke Clark,James Dennis,Jeffery Williams,Adam Milmo,Leslie Moore,Adam Williams,Andrew Collins,Christopher Ward,Darren Jensen,Mark Perry,Piotr Stanisławek,Diogo Freitas,Michael Crawford,Francisco Guajardo,Aidan Reardon,Josh Boyce,Nathan Banks,John Case,Michael Davis,John Johnson,Craig Smith,Thomas Rogers,Ashley Ahern,Steven Keller,Duncan Wood,Trevor Booker,Brian Bush,David Ruiz,Karoly Molnár,Ruari Magee,Nuno Antunes,Jimmy Coleman,Jozsef Horváth,James Cooper,Scott Young,Jose Lucero,Christian Henry,Magnus Hanssen,Robert Lee,Timo Varis,Zachary Patel,Kevin Hensley,Dennis Bridges,Adam Franco,Wesley Cole,Damian Wright,Ante Jerič,Charles Leonard,Allan Turner,Chad Jones,Henk Bruggeman,Constantin Albu,Brett Greenwood,David Munoz,John Lopez,Deaglan Brannelly,Sean Taylor,Peter Sanders,Ryan Hubbard,Pedro Rodrigues,Benjamin Taylor,Travis Johnson,Damon Peterson,Anthony Reid,Dillon Stanley,Colm Summerville,Alexander Campbell,Cory Knight,Michael Gordon,Brian Buck,Graeme Miles,Daniel Smith,Piet De Coninck,Christopher Huerta,Callum Davison,Ronald Hughes,Daniel Brown,Krzysztof Kaszkowiak,John Johnson,Clinton Warner,Roberto Henríquez,James Cain,Ricardo Antunes,Randy Macias,Tomas Tůmová,Manfred Neuschäfer,Clifford Austin
5_17,Standard Invitational #8,Standard Invitational #8,Craig Jackson,William Ortega,Bjorn Kjóisdóttir,Jesse West,Jozsef Horváth,Ryan Hubbard,Simon Wilson,Randall Miller,Damon Peterson,Timothy Hamilton,Constantin Albu,Francisco Guajardo,Adam Milmo,David Ruiz,Kevin Kent,Diogo Freitas,James Baker,Leslie Moore,Ashley Ahern,Aidan Reardon,Aaron Doyle,Krzysztof Kaszkowiak,Joe Heath,Martin Simmons,Ethan Cox,Jacob Williams,Jimmy Coleman,Peter Steiger,Darius Grimes,Elliott Phillips,Craig Smith,Timo Varis,Patrick Schmitz,Alexander Campbell,Karoly Molnár,Brandon Baker,Milan Paľovčík,Christopher Dudley,Daniel Whitaker,Russell Warner,Vasile Tomescu,Ruari Magee,Austin Love,Reece Skinner,Samuel Gates,Duncan Wood,Manuel Manning,Darren Jensen,James Jennings,John Johnson,Wesley Cole,Charles Leonard,Adam Williams,Steven Keller,Tomas Brožová,David Johnston,Deaglan Brannelly,Brandon Silva,Dillon Stanley,Billy Williams,Tim Smith,Travis Callahan,Mark Estrada,Juan Gaytán,Frank Cole,Jeffery Williams,Conor Lee,Anthony Gaines,Henk Bruggeman,Callum Davison,Mark Perry,Andrew Collins,Cory Knight,Sean Taylor,Anders Thomsen,Michael Johnson,Christian Henry,Zachary Patel,Travis Johnson,Benjamin Taylor,Josh Boyce,Harry Miles,Daniel Brown,James Dennis,Gareth Saunders,Leonard Hamilton,Pavel Čermák,Jose Lucero,Carlos Smith,Michael Gordon,Kyle Morales,Gerard Cross,Adam Franco,Jeremy Freeman,James Cooper,Peter Sanders,Brian Bush,Wolfgang Marte,Kevin Hensley,Tyler Maughan,Tomas Tůmová,Scott Young,Kevin Roberts,Gary Bryant,Dennis Lyons,Darrell Baker,Magnus Hanssen,Michael Davis,Ante Jerič,Christopher Huerta,Nuno Antunes,Kaur Tamm,Elliot Holmes,Robert Lee,John Case,Chad Jones,Clinton Warner,Joseph Black,Trevor Booker,Peter Cook,Anthony Reid,Piet De Coninck,Thomas Rogers,David Munoz,Michael Crawford,Luke Clark,Luis Arranz,Terence Heaney,Pedro Rodrigues,Brian Buck,Roberto Henríquez,Nathan Banks,Christopher Ward,Manfred Neuschäfer,Colm Summerville,Ronald Hughes,Graeme Miles,Jason Clark,Damian Wright,Allan Turner,John Lopez,Ricardo Antunes,Clifford Austin,Dennis Bridges,Brett Greenwood,Daniel Smith,John Johnson,Piotr Stanisławek,Randy Macias,James Cain
5_18,Standard Event #18,Standard Event #18,Darius Grimes,Luke Clark,Luis Arranz,Jeffery Williams,Darren Jensen,Daniel Whitaker,Billy Williams,Jeremy Freeman,Tyler Maughan,Craig Jackson,Russell Warner,Bjorn Kjóisdóttir,Jason Clark,Constantin Albu,James Dennis,Trevor Booker,Randall Miller,Christopher Ward,Harry Miles,Conor Lee,Thomas Rogers,John Case,Damon Peterson,Ethan Cox,Gary Bryant,Carlos Smith,Aidan Reardon,Anthony Reid,Mark Estrada,Darrell Baker,Dillon Stanley,Piet De Coninck,David Munoz,Karoly Molnár,Jesse West,Scott Young,Kevin Kent,Aaron Doyle,Anthony Gaines,Reece Skinner,Wesley Cole,Travis Johnson,Adam Franco,Michael Johnson,Peter Steiger,Kyle Morales,Juan Gaytán,Sean Taylor,Wolfgang Marte,Jacob Williams,Zachary Patel,Simon Wilson,Anders Thomsen,Ante Jerič,Tim Smith,John Johnson,Christian Henry,Brian Bush,Colm Summerville,Timo Varis,Brandon Baker,Nathan Banks,Pavel Čermák,Gareth Saunders,James Baker,Kevin Roberts,Michael Gordon,Craig Smith,David Ruiz,Leslie Moore,Allan Turner,Patrick Schmitz,Travis Callahan,Deaglan Brannelly,Jose Lucero,Steven Keller,Jozsef Horváth,Joe Heath,Kevin Hensley,Leonard Hamilton,Christopher Dudley,Elliot Holmes,Kaur Tamm,Martin Simmons,Diogo Freitas,Andrew Collins,Robert Lee,Roberto Henríquez,Tomas Brožová,Christopher Huerta,Clinton Warner,Cory Knight,Austin Love,Alexander Campbell,Adam Williams,Elliott Phillips,James Jennings,Nuno Antunes,Gerard Cross,Dennis Lyons,Ricardo Antunes,Peter Cook,Michael Davis,Brett Greenwood,Graeme Miles,Vasile Tomescu,Duncan Wood,Damian Wright,Magnus Hanssen,Piotr Stanisławek,Timothy Hamilton,Manuel Manning,Charles Leonard,Randy Macias,Ryan Hubbard,Tomas Tůmová,Pedro Rodrigues,James Cooper,Milan Paľovčík,Ronald Hughes,Josh Boyce,William Ortega,David Johnston,Brandon Silva,Mark Perry,Jimmy Coleman,Samuel Gates,Joseph Black,Adam Milmo,Ruari Magee,Michael Crawford,Terence Heaney,Peter Sanders,John Johnson,Chad Jones,Francisco Guajardo,Benjamin Taylor,Manfred Neuschäfer,Daniel Brown,Krzysztof Kaszkowiak,Frank Cole,Daniel Smith,Dennis Bridges,Callum Davison,Henk Bruggeman,Brian Buck,Ashley Ahern,John Lopez,James Cain,Clifford Austin
5_19,Standard Invitational #9,Standard Invitational #9,Patrick Schmitz,Jacob Williams,Michael Crawford,William Ortega,Michael Johnson,Kevin Kent,Diogo Freitas,Bjorn Kjóisdóttir,Adam Williams,Robert Lee,Damon Peterson,Jesse West,Brandon Silva,Christian Henry,Pavel Čermák,Kevin Roberts,Adam Franco,Anthony Reid,Aidan Reardon,Timothy Hamilton,Peter Sanders,Duncan Wood,Darius Grimes,Trevor Booker,Manuel Manning,Timo Varis,Samuel Gates,Callum Davison,Adam Milmo,Francisco Guajardo,Ethan Cox,Jeremy Freeman,Thomas Rogers,Harry Miles,Aaron Doyle,Jozsef Horváth,Daniel Whitaker,Andrew Collins,David Johnston,Ante Jerič,Cory Knight,Leslie Moore,Krzysztof Kaszkowiak,Tomas Brožová,Ryan Hubbard,Alexander Campbell,Jose Lucero,Billy Williams,Wolfgang Marte,Wesley Cole,Nuno Antunes,Luis Arranz,Peter Steiger,Zachary Patel,Carlos Smith,James Baker,Josh Boyce,Gerard Cross,Gareth Saunders,Christopher Dudley,Ricardo Antunes,Milan Paľovčík,Darren Jensen,Luke Clark,Mark Estrada,Roberto Henríquez,James Jennings,Deaglan Brannelly,Travis Callahan,Nathan Banks,Piotr Stanisławek,Conor Lee,Karoly Molnár,Piet De Coninck,Simon Wilson,Christopher Ward,Dillon Stanley,Daniel Smith,Brandon Baker,Michael Davis,Terence Heaney,Colm Summerville,Ruari Magee,James Dennis,Damian Wright,Constantin Albu,Elliott Phillips,Kevin Hensley,Sean Taylor,Kaur Tamm,Ashley Ahern,Darrell Baker,John Case,Brett Greenwood,James Cooper,David Munoz,Jimmy Coleman,Steven Keller,Juan Gaytán,Leonard Hamilton,Allan Turner,Brian Bush,Scott Young,Jason Clark,Jeffery Williams,Craig Smith,Vasile Tomescu,Mark Perry,Randall Miller,Anders Thomsen,Joseph Black,Anthony Gaines,Kyle Morales,David Ruiz,Elliot Holmes,Russell Warner,Austin Love,Reece Skinner,Tyler Maughan,Gary Bryant,Craig Jackson,Christopher Huerta,Martin Simmons,Benjamin Taylor,Ronald Hughes,Clinton Warner,Daniel Brown,Travis Johnson,Chad Jones,John Johnson,Michael Gordon,Tim Smith,Pedro Rodrigues,Frank Cole,Peter Cook,Graeme Miles,Joe Heath,Manfred Neuschäfer,John Johnson,Dennis Lyons,Magnus Hanssen,Charles Leonard,Randy Macias,James Cain,Brian Buck,Tomas Tůmová,Dennis Bridges,Clifford Austin,John Lopez,Henk Bruggeman
5_20,Major #2,AGA Championship,Aidan Reardon,Ante Jerič,Christopher Dudley,Karoly Molnár,Mark Estrada,Jeremy Freeman,Terence Heaney,Diogo Freitas,Adam Milmo,Leslie Moore,Craig Smith,Michael Gordon,Martin Simmons,Brandon Baker,Randall Miller,Alexander Campbell,Manuel Manning,Elliot Holmes,Conor Lee,Charles Leonard,James Baker,Carlos Smith,David Munoz,Brandon Silva,David Ruiz,Krzysztof Kaszkowiak,Wesley Cole,James Jennings,Steven Keller,Timo Varis,Kevin Kent,Anthony Reid,Dillon Stanley,Jesse West,Patrick Schmitz,Darius Grimes,Sean Taylor,Pavel Čermák,Peter Cook,Bjorn Kjóisdóttir,Vasile Tomescu,Simon Wilson,Christian Henry,Adam Franco,Piet De Coninck,Chad Jones,Frank Cole,Harry Miles,Peter Steiger,Constantin Albu,William Ortega,Darren Jensen,Kevin Roberts,Jose Lucero,Luis Arranz,Anders Thomsen,Callum Davison,Ashley Ahern,Ruari Magee,Jozsef Horváth,Kyle Morales,Kaur Tamm,Travis Callahan,Darrell Baker,Russell Warner,Piotr Stanisławek,Gerard Cross,Daniel Brown,Austin Love,Gareth Saunders,Mark Perry,Anthony Gaines,Joseph Black,Zachary Patel,Daniel Whitaker,Adam Williams,Jacob Williams,Dennis Lyons,Tomas Brožová,Peter Sanders,Kevin Hensley,Andrew Collins,Travis Johnson,Timothy Hamilton,Thomas Rogers,Jeffery Williams,Francisco Guajardo,John Case,Ryan Hubbard,Joe Heath,Juan Gaytán,Duncan Wood,Ethan Cox,Jimmy Coleman,Gary Bryant,Milan Paľovčík,Nathan Banks,Daniel Smith,Josh Boyce,Colm Summerville,Michael Crawford,Cory Knight,Tim Smith,Michael Davis,David Johnston,Damon Peterson,Deaglan Brannelly,Billy Williams,Michael Johnson,Tomas Tůmová,Roberto Henríquez,Leonard Hamilton,Brian Buck,Benjamin Taylor,Tyler Maughan,Luke Clark,James Dennis,Allan Turner,Christopher Huerta,Scott Young,Craig Jackson,Jason Clark,Damian Wright,Trevor Booker,Brett Greenwood,Aaron Doyle,Brian Bush,Elliott Phillips,Wolfgang Marte,John Lopez,Christopher Ward,James Cooper,Robert Lee,Randy Macias,Clinton Warner,Henk Bruggeman,Pedro Rodrigues,Dennis Bridges,Clifford Austin,Samuel Gates,John Johnson,Reece Skinner,Nuno Antunes,Ronald Hughes,John Johnson,Graeme Miles,James Cain,Ricardo Antunes,Manfred Neuschäfer,Magnus Hanssen
