season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
10_11,Standard Invitational #5,Standard Invitational #5,Pavel Čermák,Juan Bird,Tomas Brožová,Jesse West,Michael Crawford,Nathaniel Dunn,Danny Taylor,David Morris,Mark Estrada,Joe Heath,David Munoz,Kevin Kent,Martin Simmons,Kevin Hensley,Brandon Baker,Darrell Baker,Luis Arranz,Oliver Smith,Russell Warner,Joshua Church,David Garcia,Jason Clark,Duncan Wood,Elliott Phillips,Aidan Reardon,Mark Perry,Kyle Cole,Conor Lee,Steven Keller,Michael Jäkel,Daniel Cruz,Jeffery Williams,Michael Sorgatz,Tyler Maughan,Sean Taylor,Charles Leonard,Adam Martinez,Brian Mccullough,William Ortega,Stephen Schwartz,Diogo Freitas,Ronald Wilcox,Kevin Thomas,Francisco Guajardo,Terence Heaney,Jon Steinþórsson,Vaclav Urban,Jeremy Freeman,Ferenc Nagy,Christian Henry,Arthur Carter,Pavel Marošová,Christian Henry,Shane Harris,Mariusz Machowicz,Anthony Reid,Damon Peterson,Ryan Hubbard,Craig Smith,Andreas Weinhage,Stanley Harrison,Billy Williams,Evan Dasey,George Leblanc,James Dennis,Eric Welch,Philip Hall,Randall Miller,Timo Varis,James Jennings,Michael Carrillo,Travis Callahan,Daniel Whitaker,Kyle Morales,Michael Russell,Miguel Loyola,Joe Hayes,Jeffrey Alexander,Peter Steiger,Darius Grimes,Daniel Wilson,Owen Taylor,Kelly Ward,Leslie Moore,Antanas Žukauskas,Chad Jones,Manuel Manning,Callum Davison,Josh Boyce,Aaron Doyle,Bruce Ramirez,Anders Thomsen,Dennis Lyons,Milan Paľovčík,Jose Lucero,Finbar McKelvey,Scott Watson,Constantin Stănescu,Magnus Kristoffersen,Dominic Wong,Patrick Schmitz,Karoly Molnár,Constantin Albu,Wolfgang Misicher,Terry Nguyen,John Duke,Vasile Tomescu,Bryan Lennon,Jorge Daniels,Luke Clark,Andrew Garrett,Ronald Lambrechts,Ethan Cox,Michael Johnson,Abdul Shaw,Stephen Johnson,Michael Gordon,Jonathan Walters,Dale Howell,John Krause,Andrew Collins,Huynh Phạm,Kristjan Sillisdóttir,Bjorn Kjóisdóttir,Zachary Patel,Macauley McCluskey,Bryan Washington,Magnus Svavarsson,Michael Davis,Shaun Wilson,Daniel Carter,Kaur Tamm,Nathan Banks,Steven King,Gustav Pedersen,Adam Milmo,Harry Miles,Adam Franco,Andrea Casarin,William Hernandez,Joe Ross,Nicolae Cristea,Budi Mansur,Matthew Kim,William McNeely,Dylan Dickinson,Bernard Dubois,Dieter Kruschwitz,Antonio Tanzini,Callum Jones
10_12,Standard Event #12,Standard Event #12,Russell Warner,Ryan Hubbard,Michael Sorgatz,Michael Russell,Francisco Guajardo,Adam Milmo,Kyle Morales,Harry Miles,Danny Taylor,Darius Grimes,Abdul Shaw,William Ortega,Jose Lucero,Vasile Tomescu,Terry Nguyen,Damon Peterson,Pavel Čermák,Karoly Molnár,Adam Franco,Shane Harris,Peter Steiger,Patrick Schmitz,Kevin Kent,Kevin Hensley,Bryan Lennon,Tomas Brožová,Sean Taylor,Kevin Thomas,Michael Johnson,Jeremy Freeman,Josh Boyce,David Munoz,Stephen Johnson,Oliver Smith,Milan Paľovčík,Conor Lee,Brian Mccullough,Shaun Wilson,Michael Davis,Craig Smith,Juan Bird,Christian Henry,Randall Miller,Manuel Manning,Andrew Garrett,Bryan Washington,Pavel Marošová,Joe Heath,Timo Varis,Anders Thomsen,Constantin Albu,Philip Hall,Daniel Whitaker,Antanas Žukauskas,Constantin Stănescu,Charles Leonard,John Krause,Michael Jäkel,Kelly Ward,Michael Carrillo,Joe Hayes,Michael Crawford,Dominic Wong,Jesse West,Travis Callahan,Andreas Weinhage,Dale Howell,Duncan Wood,Brandon Baker,Chad Jones,Evan Dasey,Stephen Schwartz,Bruce Ramirez,Aidan Reardon,Callum Davison,Jonathan Walters,Nathan Banks,Magnus Kristoffersen,Tyler Maughan,Jorge Daniels,Luke Clark,Mark Estrada,Steven Keller,Daniel Wilson,Bjorn Kjóisdóttir,Christian Henry,Nathaniel Dunn,Arthur Carter,Mariusz Machowicz,Jeffrey Alexander,Jason Clark,Michael Gordon,Macauley McCluskey,Ronald Wilcox,Mark Perry,Dennis Lyons,Daniel Carter,Huynh Phạm,David Morris,Andrea Casarin,John Duke,Leslie Moore,Anthony Reid,James Dennis,Kaur Tamm,Eric Welch,Ronald Lambrechts,Elliott Phillips,Owen Taylor,Billy Williams,Ethan Cox,Aaron Doyle,Jeffery Williams,Adam Martinez,Magnus Svavarsson,Luis Arranz,Scott Watson,Zachary Patel,Callum Jones,Jon Steinþórsson,Joshua Church,Miguel Loyola,Terence Heaney,Martin Simmons,Darrell Baker,Budi Mansur,George Leblanc,Kristjan Sillisdóttir,Andrew Collins,David Garcia,Diogo Freitas,Vaclav Urban,James Jennings,Nicolae Cristea,Joe Ross,Daniel Cruz,Bernard Dubois,Ferenc Nagy,Gustav Pedersen,William Hernandez,Antonio Tanzini,Kyle Cole,Stanley Harrison,Steven King,Finbar McKelvey,Dieter Kruschwitz,Wolfgang Misicher,William McNeely,Dylan Dickinson,Matthew Kim
10_13,Standard Invitational #6,Standard Invitational #6,Ethan Cox,Eric Welch,David Garcia,Luke Clark,David Munoz,Jeremy Freeman,Sean Taylor,Philip Hall,Timo Varis,Joe Hayes,Antanas Žukauskas,Patrick Schmitz,Kyle Morales,Andreas Weinhage,Juan Bird,Tomas Brožová,Brandon Baker,Daniel Whitaker,Christian Henry,Bryan Lennon,Constantin Albu,Billy Williams,Darrell Baker,Joe Heath,Elliott Phillips,Michael Carrillo,Damon Peterson,Dominic Wong,Stephen Johnson,Vasile Tomescu,David Morris,Nathaniel Dunn,Abdul Shaw,William Ortega,Stephen Schwartz,Jesse West,Jon Steinþórsson,Michael Gordon,Nathan Banks,Travis Callahan,Huynh Phạm,Kevin Hensley,Pavel Čermák,Kelly Ward,Bryan Washington,Jeffery Williams,Randall Miller,Leslie Moore,Conor Lee,Evan Dasey,George Leblanc,Karoly Molnár,Kevin Kent,Bjorn Kjóisdóttir,Andrew Collins,Steven Keller,Charles Leonard,Mariusz Machowicz,Tyler Maughan,Joshua Church,Michael Crawford,Magnus Kristoffersen,Christian Henry,Duncan Wood,Anders Thomsen,Danny Taylor,Ferenc Nagy,Michael Johnson,Aidan Reardon,Russell Warner,Shaun Wilson,Peter Steiger,Dale Howell,Darius Grimes,Diogo Freitas,Ryan Hubbard,Chad Jones,Daniel Carter,Budi Mansur,Kevin Thomas,Adam Franco,Kaur Tamm,Owen Taylor,Brian Mccullough,Bruce Ramirez,Adam Milmo,Harry Miles,Josh Boyce,Andrew Garrett,Oliver Smith,William Hernandez,Mark Perry,Francisco Guajardo,Jose Lucero,Daniel Wilson,Arthur Carter,Bernard Dubois,Kyle Cole,Craig Smith,Dennis Lyons,Shane Harris,James Dennis,Scott Watson,Manuel Manning,Michael Sorgatz,Jason Clark,Zachary Patel,Mark Estrada,Martin Simmons,Steven King,Luis Arranz,Constantin Stănescu,Michael Davis,Andrea Casarin,Pavel Marošová,Michael Russell,Nicolae Cristea,Ronald Wilcox,Terence Heaney,Dylan Dickinson,William McNeely,James Jennings,Michael Jäkel,Anthony Reid,Milan Paľovčík,Aaron Doyle,Terry Nguyen,Miguel Loyola,Vaclav Urban,John Duke,Dieter Kruschwitz,Gustav Pedersen,Macauley McCluskey,Jonathan Walters,Kristjan Sillisdóttir,Wolfgang Misicher,Daniel Cruz,Antonio Tanzini,Jeffrey Alexander,Joe Ross,Finbar McKelvey,Callum Davison,John Krause,Callum Jones,Jorge Daniels,Stanley Harrison,Ronald Lambrechts,Magnus Svavarsson,Matthew Kim,Adam Martinez
10_14,Standard Event #14,Standard Event #14,Andrew Collins,Patrick Schmitz,Ryan Hubbard,Philip Hall,Macauley McCluskey,Bjorn Kjóisdóttir,Duncan Wood,Stephen Schwartz,Craig Smith,Jesse West,Darius Grimes,Manuel Manning,Pavel Čermák,Eric Welch,Michael Davis,Francisco Guajardo,Bryan Lennon,Vasile Tomescu,Oliver Smith,John Krause,Milan Paľovčík,Kevin Kent,Conor Lee,James Dennis,Nathan Banks,Daniel Carter,Peter Steiger,Joshua Church,Terence Heaney,Daniel Whitaker,Ethan Cox,Michael Russell,Zachary Patel,Leslie Moore,Evan Dasey,Tomas Brožová,Timo Varis,Jeffery Williams,Gustav Pedersen,Harry Miles,Kevin Hensley,Stanley Harrison,Shane Harris,Aidan Reardon,Aaron Doyle,Travis Callahan,Kaur Tamm,Kevin Thomas,Ronald Wilcox,Christian Henry,David Morris,Kyle Morales,Kristjan Sillisdóttir,Anders Thomsen,Terry Nguyen,Joe Heath,Daniel Cruz,Darrell Baker,Joe Hayes,Mark Perry,George Leblanc,Dale Howell,Billy Williams,Andrea Casarin,Michael Carrillo,Charles Leonard,Juan Bird,William Hernandez,Mariusz Machowicz,Callum Davison,Miguel Loyola,Brian Mccullough,Luke Clark,Christian Henry,Danny Taylor,Randall Miller,Russell Warner,Tyler Maughan,Chad Jones,Constantin Albu,Magnus Svavarsson,Nicolae Cristea,Luis Arranz,Jeffrey Alexander,Adam Milmo,Andreas Weinhage,Dennis Lyons,Diogo Freitas,Shaun Wilson,William Ortega,Constantin Stănescu,Michael Crawford,Antanas Žukauskas,Ferenc Nagy,Ronald Lambrechts,Mark Estrada,Owen Taylor,Michael Jäkel,Michael Johnson,Sean Taylor,David Munoz,Elliott Phillips,Antonio Tanzini,Adam Martinez,Steven Keller,Karoly Molnár,Vaclav Urban,Nathaniel Dunn,David Garcia,Callum Jones,Michael Sorgatz,Bruce Ramirez,Jeremy Freeman,Abdul Shaw,Michael Gordon,Brandon Baker,James Jennings,Damon Peterson,Martin Simmons,Huynh Phạm,Josh Boyce,Anthony Reid,Daniel Wilson,Jonathan Walters,Jose Lucero,Magnus Kristoffersen,Bryan Washington,Kelly Ward,Scott Watson,Wolfgang Misicher,Arthur Carter,Adam Franco,Budi Mansur,Stephen Johnson,Kyle Cole,Finbar McKelvey,Andrew Garrett,Steven King,Jon Steinþórsson,William McNeely,Pavel Marošová,Dominic Wong,John Duke,Jason Clark,Jorge Daniels,Joe Ross,Bernard Dubois,Dylan Dickinson,Matthew Kim,Dieter Kruschwitz
10_15,Major #1,Major #1,Kevin Kent,Sean Taylor,Constantin Albu,Diogo Freitas,Luis Arranz,Danny Taylor,Pavel Čermák,Darius Grimes,Karoly Molnár,Chad Jones,Peter Steiger,Jason Clark,Michael Sorgatz,Bjorn Kjóisdóttir,Manuel Manning,Craig Smith,Michael Carrillo,Jesse West,Nicolae Cristea,Shane Harris,Anders Thomsen,Russell Warner,Oliver Smith,Harry Miles,Ethan Cox,Luke Clark,Zachary Patel,John Krause,Travis Callahan,Kyle Morales,Milan Paľovčík,Nathaniel Dunn,Juan Bird,Antanas Žukauskas,Stephen Schwartz,Josh Boyce,Elliott Phillips,Mark Estrada,William Ortega,Huynh Phạm,Macauley McCluskey,David Morris,Vasile Tomescu,William Hernandez,Kelly Ward,Joe Heath,Joe Hayes,David Garcia,Pavel Marošová,Adam Martinez,Abdul Shaw,Timo Varis,Jose Lucero,Evan Dasey,Billy Williams,Kyle Cole,Brian Mccullough,Patrick Schmitz,Stanley Harrison,Andreas Weinhage,Jeffrey Alexander,Terry Nguyen,Kevin Hensley,Ryan Hubbard,Constantin Stănescu,Martin Simmons,Adam Milmo,Aidan Reardon,Andrew Collins,Philip Hall,Michael Johnson,Dale Howell,Brandon Baker,Daniel Whitaker,Michael Davis,Anthony Reid,Miguel Loyola,Vaclav Urban,Terence Heaney,Bryan Lennon,Jorge Daniels,Dennis Lyons,Tyler Maughan,Randall Miller,Eric Welch,Mariusz Machowicz,Jeffery Williams,Leslie Moore,Darrell Baker,Owen Taylor,Kaur Tamm,Mark Perry,Ronald Lambrechts,David Munoz,Ferenc Nagy,Michael Jäkel,Michael Crawford,Kevin Thomas,Damon Peterson,Callum Davison,Dominic Wong,Bruce Ramirez,Michael Gordon,Daniel Wilson,Christian Henry,Budi Mansur,Ronald Wilcox,Daniel Cruz,Francisco Guajardo,Shaun Wilson,Bernard Dubois,Christian Henry,Conor Lee,James Jennings,Daniel Carter,Bryan Washington,Adam Franco,Tomas Brožová,Dieter Kruschwitz,George Leblanc,Joshua Church,Jeremy Freeman,Andrea Casarin,Arthur Carter,Steven Keller,Duncan Wood,Finbar McKelvey,Andrew Garrett,Michael Russell,Charles Leonard,Jon Steinþórsson,Callum Jones,Magnus Svavarsson,Wolfgang Misicher,Magnus Kristoffersen,Aaron Doyle,Dylan Dickinson,William McNeely,Jonathan Walters,Joe Ross,Nathan Banks,Stephen Johnson,James Dennis,Matthew Kim,John Duke,Kristjan Sillisdóttir,Scott Watson,Antonio Tanzini,Steven King,Gustav Pedersen
10_16,Standard Event #16,Standard Event #16,Michael Jäkel,Michael Gordon,James Dennis,Philip Hall,Joshua Church,Travis Callahan,Martin Simmons,Peter Steiger,Kevin Thomas,Josh Boyce,Kevin Kent,Michael Crawford,Vasile Tomescu,Dominic Wong,Bjorn Kjóisdóttir,Kyle Morales,Nathaniel Dunn,Kevin Hensley,Jeremy Freeman,Mariusz Machowicz,Ethan Cox,Kelly Ward,Christian Henry,Billy Williams,Manuel Manning,Patrick Schmitz,Craig Smith,Shane Harris,Milan Paľovčík,Ronald Wilcox,Bruce Ramirez,Aidan Reardon,Mark Perry,Leslie Moore,David Munoz,Luis Arranz,Sean Taylor,Nicolae Cristea,George Leblanc,Constantin Stănescu,Joe Heath,Adam Martinez,Eric Welch,Francisco Guajardo,Jesse West,Conor Lee,Bernard Dubois,Kyle Cole,John Krause,Harry Miles,Bryan Lennon,Daniel Cruz,Damon Peterson,Zachary Patel,Antanas Žukauskas,Abdul Shaw,Joe Hayes,William Hernandez,Jeffery Williams,Andrew Collins,Shaun Wilson,Bryan Washington,Christian Henry,Anthony Reid,Russell Warner,Huynh Phạm,John Duke,Danny Taylor,Ferenc Nagy,Michael Johnson,Pavel Marošová,Arthur Carter,Adam Milmo,Adam Franco,Michael Russell,Kaur Tamm,Elliott Phillips,Daniel Carter,Constantin Albu,Mark Estrada,Michael Sorgatz,Miguel Loyola,Jeffrey Alexander,Macauley McCluskey,James Jennings,Brian Mccullough,Brandon Baker,Tyler Maughan,David Garcia,David Morris,Darius Grimes,Timo Varis,Duncan Wood,Ryan Hubbard,Daniel Wilson,Callum Davison,Terence Heaney,Karoly Molnár,Jon Steinþórsson,Owen Taylor,Stephen Schwartz,Juan Bird,Jason Clark,Charles Leonard,Evan Dasey,Steven Keller,Pavel Čermák,Jose Lucero,Scott Watson,Luke Clark,Dennis Lyons,Callum Jones,Nathan Banks,Oliver Smith,Terry Nguyen,Anders Thomsen,Antonio Tanzini,William Ortega,Diogo Freitas,Dieter Kruschwitz,Magnus Kristoffersen,Steven King,Darrell Baker,Dylan Dickinson,Andreas Weinhage,Jorge Daniels,Michael Davis,Kristjan Sillisdóttir,Stephen Johnson,Andrew Garrett,Tomas Brožová,Chad Jones,Daniel Whitaker,Ronald Lambrechts,Michael Carrillo,Dale Howell,Aaron Doyle,William McNeely,Magnus Svavarsson,Vaclav Urban,Randall Miller,Andrea Casarin,Jonathan Walters,Wolfgang Misicher,Matthew Kim,Budi Mansur,Finbar McKelvey,Joe Ross,Gustav Pedersen,Stanley Harrison
10_17,Standard Invitational #8,Standard Invitational #8,Owen Taylor,Kaur Tamm,William Ortega,Joe Hayes,Nathan Banks,Oliver Smith,Jeremy Freeman,Ryan Hubbard,Danny Taylor,Jose Lucero,Bryan Washington,Juan Bird,Terry Nguyen,Eric Welch,Charles Leonard,Martin Simmons,Pavel Čermák,Adam Milmo,Tyler Maughan,David Morris,Kelly Ward,Andreas Weinhage,Michael Carrillo,Antanas Žukauskas,Adam Franco,David Garcia,Conor Lee,Aaron Doyle,Peter Steiger,Philip Hall,Michael Davis,Sean Taylor,Brandon Baker,James Jennings,Ethan Cox,Joe Heath,Harry Miles,Darius Grimes,Karoly Molnár,Michael Jäkel,Dennis Lyons,Abdul Shaw,Stephen Johnson,Callum Davison,Nathaniel Dunn,Huynh Phạm,Randall Miller,Shane Harris,Luis Arranz,Jesse West,Michael Gordon,Michael Sorgatz,Duncan Wood,Daniel Wilson,Jeffery Williams,Anthony Reid,Leslie Moore,Jeffrey Alexander,Kyle Morales,Tomas Brožová,Brian Mccullough,Zachary Patel,Timo Varis,Jorge Daniels,John Krause,Luke Clark,Dale Howell,Budi Mansur,Kristjan Sillisdóttir,Mark Estrada,Bernard Dubois,Vasile Tomescu,Daniel Carter,Chad Jones,Michael Johnson,Craig Smith,Mariusz Machowicz,Diogo Freitas,Magnus Kristoffersen,Joshua Church,Stephen Schwartz,Francisco Guajardo,Kevin Thomas,Pavel Marošová,Arthur Carter,Jonathan Walters,Dominic Wong,Christian Henry,Andrew Collins,Andrew Garrett,Andrea Casarin,William Hernandez,Miguel Loyola,Jon Steinþórsson,Adam Martinez,Terence Heaney,Daniel Cruz,Stanley Harrison,Elliott Phillips,Daniel Whitaker,Macauley McCluskey,Milan Paľovčík,Michael Russell,Bjorn Kjóisdóttir,Kevin Kent,Damon Peterson,Bryan Lennon,Antonio Tanzini,Constantin Albu,Shaun Wilson,Jason Clark,Josh Boyce,Wolfgang Misicher,Patrick Schmitz,Steven Keller,Ronald Wilcox,Darrell Baker,Travis Callahan,David Munoz,Billy Williams,Kevin Hensley,Manuel Manning,Gustav Pedersen,Michael Crawford,Kyle Cole,Mark Perry,Joe Ross,John Duke,Nicolae Cristea,Christian Henry,Evan Dasey,Russell Warner,Aidan Reardon,Anders Thomsen,Matthew Kim,James Dennis,Dieter Kruschwitz,Constantin Stănescu,Magnus Svavarsson,William McNeely,Callum Jones,Bruce Ramirez,Vaclav Urban,Finbar McKelvey,Dylan Dickinson,Ferenc Nagy,Steven King,George Leblanc,Scott Watson,Ronald Lambrechts
10_18,Standard Event #18,Standard Event #18,Callum Davison,Ryan Hubbard,Kevin Hensley,Conor Lee,Harry Miles,Randall Miller,Sean Taylor,Dennis Lyons,Nathaniel Dunn,Terry Nguyen,Joe Hayes,Mark Perry,Abdul Shaw,James Jennings,William Ortega,Michael Russell,Elliott Phillips,Kelly Ward,Ronald Wilcox,Michael Johnson,Constantin Albu,Jeffrey Alexander,James Dennis,Michael Jäkel,Andreas Weinhage,Bryan Lennon,Karoly Molnár,Jesse West,Evan Dasey,Adam Milmo,Mariusz Machowicz,Travis Callahan,Luis Arranz,Joe Heath,Ethan Cox,Diogo Freitas,Michael Crawford,Milan Paľovčík,Pavel Čermák,Juan Bird,Daniel Wilson,Jeremy Freeman,Tomas Brožová,Michael Carrillo,Kevin Thomas,Craig Smith,Francisco Guajardo,Jose Lucero,Magnus Kristoffersen,Eric Welch,Manuel Manning,Michael Sorgatz,Christian Henry,Damon Peterson,Andrew Collins,Dale Howell,Mark Estrada,Huynh Phạm,Shaun Wilson,John Krause,Luke Clark,Darius Grimes,David Garcia,Stephen Johnson,Scott Watson,David Morris,Bruce Ramirez,Joe Ross,Owen Taylor,Kyle Morales,Danny Taylor,Dominic Wong,Aidan Reardon,Peter Steiger,Chad Jones,Michael Davis,Jon Steinþórsson,Shane Harris,Nicolae Cristea,Adam Franco,Tyler Maughan,Aaron Doyle,Nathan Banks,Christian Henry,Arthur Carter,Jonathan Walters,Jeffery Williams,Antonio Tanzini,Ronald Lambrechts,Daniel Cruz,Billy Williams,Vasile Tomescu,Terence Heaney,Antanas Žukauskas,Stephen Schwartz,Timo Varis,Kevin Kent,Bryan Washington,Gustav Pedersen,Andrew Garrett,Philip Hall,Brandon Baker,Patrick Schmitz,Constantin Stănescu,George Leblanc,Russell Warner,David Munoz,Daniel Carter,Leslie Moore,Josh Boyce,Steven King,Kyle Cole,Jason Clark,Darrell Baker,Anthony Reid,Martin Simmons,Anders Thomsen,Daniel Whitaker,Miguel Loyola,Stanley Harrison,William Hernandez,Steven Keller,Jorge Daniels,Andrea Casarin,Bernard Dubois,Magnus Svavarsson,Michael Gordon,Bjorn Kjóisdóttir,Brian Mccullough,Matthew Kim,Macauley McCluskey,Charles Leonard,Joshua Church,Zachary Patel,Ferenc Nagy,Duncan Wood,Pavel Marošová,Kristjan Sillisdóttir,Budi Mansur,Kaur Tamm,Oliver Smith,Vaclav Urban,John Duke,Wolfgang Misicher,Dylan Dickinson,Callum Jones,Finbar McKelvey,William McNeely,Adam Martinez,Dieter Kruschwitz
10_19,Standard Invitational #9,Standard Invitational #9,Dennis Lyons,Bryan Lennon,Kevin Hensley,Bryan Washington,Kevin Kent,Adam Milmo,Shane Harris,Kyle Morales,Ryan Hubbard,Karoly Molnár,Patrick Schmitz,Ethan Cox,Chad Jones,William Ortega,Macauley McCluskey,Nathaniel Dunn,Luke Clark,John Krause,Jose Lucero,Constantin Albu,Darius Grimes,Steven Keller,Daniel Cruz,Milan Paľovčík,James Dennis,Christian Henry,Charles Leonard,Joe Hayes,Juan Bird,Travis Callahan,Tyler Maughan,Martin Simmons,Jesse West,Michael Carrillo,Harry Miles,Aidan Reardon,Zachary Patel,Vasile Tomescu,Russell Warner,Francisco Guajardo,Michael Jäkel,Josh Boyce,Stephen Johnson,Tomas Brožová,Mark Estrada,Pavel Čermák,Jon Steinþórsson,Michael Gordon,Stephen Schwartz,Daniel Carter,David Garcia,Nathan Banks,Kelly Ward,Kaur Tamm,Stanley Harrison,Vaclav Urban,Jason Clark,Abdul Shaw,Brian Mccullough,Miguel Loyola,Luis Arranz,Manuel Manning,Pavel Marošová,Mark Perry,Billy Williams,Owen Taylor,Timo Varis,Jeremy Freeman,Jonathan Walters,David Munoz,Diogo Freitas,Darrell Baker,Eric Welch,Terry Nguyen,Craig Smith,Danny Taylor,Christian Henry,Dominic Wong,John Duke,Evan Dasey,Michael Johnson,Adam Martinez,Daniel Whitaker,Finbar McKelvey,Brandon Baker,Andrea Casarin,Ferenc Nagy,Oliver Smith,Magnus Kristoffersen,Bruce Ramirez,Aaron Doyle,Adam Franco,Antanas Žukauskas,Kristjan Sillisdóttir,Duncan Wood,Elliott Phillips,Conor Lee,Andrew Collins,Jorge Daniels,Sean Taylor,Terence Heaney,Joe Heath,Damon Peterson,Mariusz Machowicz,Kyle Cole,Ronald Wilcox,Scott Watson,Anders Thomsen,Michael Russell,Kevin Thomas,William Hernandez,Callum Davison,Daniel Wilson,Leslie Moore,Steven King,Michael Sorgatz,Bjorn Kjóisdóttir,Michael Davis,Dale Howell,Budi Mansur,Shaun Wilson,James Jennings,Peter Steiger,Jeffrey Alexander,Anthony Reid,Jeffery Williams,Andreas Weinhage,Huynh Phạm,Randall Miller,David Morris,George Leblanc,Michael Crawford,Joshua Church,Arthur Carter,Joe Ross,Philip Hall,Andrew Garrett,Wolfgang Misicher,Callum Jones,Constantin Stănescu,Bernard Dubois,Dieter Kruschwitz,Magnus Svavarsson,Ronald Lambrechts,Matthew Kim,Dylan Dickinson,Gustav Pedersen,Nicolae Cristea,William McNeely,Antonio Tanzini
10_20,Major #2,Major #2,Jesse West,Kyle Morales,Kevin Kent,James Jennings,Damon Peterson,Michael Jäkel,Jeffery Williams,Shane Harris,Evan Dasey,Conor Lee,Mariusz Machowicz,Danny Taylor,Daniel Carter,Peter Steiger,Manuel Manning,Steven Keller,Martin Simmons,Zachary Patel,Bruce Ramirez,Duncan Wood,Michael Davis,Jeffrey Alexander,Mark Estrada,John Krause,Josh Boyce,Magnus Kristoffersen,Russell Warner,Terence Heaney,Constantin Albu,Owen Taylor,Billy Williams,Luke Clark,Harry Miles,Antanas Žukauskas,Andrew Collins,Dominic Wong,Dennis Lyons,Michael Russell,Jorge Daniels,Ferenc Nagy,Joe Hayes,Eric Welch,Pavel Marošová,Christian Henry,David Munoz,Macauley McCluskey,Budi Mansur,Anders Thomsen,Vaclav Urban,Nathan Banks,Stephen Schwartz,Francisco Guajardo,Michael Sorgatz,Tyler Maughan,Miguel Loyola,Timo Varis,Adam Franco,Nathaniel Dunn,Mark Perry,Brandon Baker,Daniel Wilson,Philip Hall,Pavel Čermák,Dale Howell,George Leblanc,Andreas Weinhage,Michael Carrillo,Kevin Thomas,Travis Callahan,Darius Grimes,Scott Watson,Brian Mccullough,Randall Miller,Shaun Wilson,Juan Bird,Charles Leonard,Michael Gordon,Karoly Molnár,Leslie Moore,Stanley Harrison,Kaur Tamm,Joe Heath,Craig Smith,Michael Johnson,Milan Paľovčík,Adam Milmo,Patrick Schmitz,David Morris,Arthur Carter,Kelly Ward,Abdul Shaw,Anthony Reid,Dylan Dickinson,James Dennis,Bjorn Kjóisdóttir,Oliver Smith,Ronald Wilcox,Jason Clark,Adam Martinez,Bryan Lennon,Joe Ross,Steven King,Nicolae Cristea,Aidan Reardon,Daniel Cruz,Ryan Hubbard,Michael Crawford,William Ortega,William McNeely,Luis Arranz,Andrea Casarin,Joshua Church,Christian Henry,Callum Jones,Huynh Phạm,Jonathan Walters,Elliott Phillips,Finbar McKelvey,Gustav Pedersen,Jon Steinþórsson,Ronald Lambrechts,Terry Nguyen,Jose Lucero,Jeremy Freeman,Bryan Washington,Kevin Hensley,Darrell Baker,Daniel Whitaker,Ethan Cox,Aaron Doyle,Sean Taylor,Stephen Johnson,Kyle Cole,David Garcia,Diogo Freitas,Bernard Dubois,Vasile Tomescu,Callum Davison,Andrew Garrett,Magnus Svavarsson,John Duke,Tomas Brožová,Chad Jones,Constantin Stănescu,William Hernandez,Kristjan Sillisdóttir,Wolfgang Misicher,Dieter Kruschwitz,Antonio Tanzini,Matthew Kim
