id,name,age,nationality,driving_power,driving_accuracy,approach_accuracy,short_game,putting,composure,confidence,focus,risk_tolerance,mental_fatigue,consistency,resilience,current_status,introduction_season
2436,Brian Mccullough,21,USA,66.18372921786276,89.66081627623798,81.2115503601558,78.02943578198918,63.743609340014224,41.80541016242029,89.60516003398087,33.17430021806909,30.884722894600827,57.380032865309474,54.16128292417572,84.3562596203376,active,10
2437,Dominic Wong,22,England,54.683042334158806,49.67700805874449,65.76369633952089,91.02981426158728,59.660836595274596,59.956149173641116,57.77962581056089,94.67676213874323,47.39400390449277,81.17583246098641,41.77240260995545,57.25512568872877,active,10
2438,Daniel Wilson,21,England,35.82448897687489,78.04377597272246,78.42476401950375,67.21729595067643,91.05849127669835,39.69362851359574,50.61232264766322,88.07861414931284,52.34127848343433,49.35531480026053,88.7703979254764,92.98734494964634,active,10
2439,Andrea Casarin,20,Italy,50.1405238835451,41.98193733956198,75.60368043170321,72.2366040076354,74.80982764940212,30.33820597771131,58.36445813437566,71.46505045114354,76.90272305983385,76.44120647938503,39.935668808440866,79.96448991077108,active,10
2440,Jeffrey Alexander,20,USA,40.11541832187062,75.1815446923992,54.30570708799737,85.13511341483783,83.5516401598849,52.928644037835554,68.92648228514625,48.414487583579636,74.53746161941417,31.481340274584042,82.76903317986262,68.46908726420173,active,10
2441,George Leblanc,21,USA,70.62107130781078,58.988908155545694,47.79258567204768,86.57758452000581,74.98169079751901,64.50164773918546,50.79092900649154,66.55821230369449,68.94117815225884,48.01312781950793,82.69227558138672,75.7316274027981,active,10
2442,Finbar McKelvey,21,Ireland,48.378261968866084,49.75116838693491,43.697733742432106,47.81211585052746,72.50095255829382,30.48965729423856,58.11004562322999,73.62399437101789,32.81216358061675,43.46609934592481,50.50598093520533,88.08821375998973,active,10
2443,Kelly Ward,22,USA,49.91102056844761,74.69509547565016,76.22729796608635,40.531118451564396,71.36813426584786,83.81503875606344,55.860308238135005,75.0135077972555,44.64587165135133,42.21926737261562,58.31597854054105,94.09280516308249,active,10
2444,Steven King,19,USA,47.61154116803206,49.445449208455145,87.49666589491402,64.50369543137285,43.37177976751003,32.04015110958869,78.57069352290799,35.9431539396954,84.65247086068214,74.48833677780658,81.54019292076315,34.17494566589116,active,10
2445,Gustav Pedersen,22,Norway,51.504167683132515,47.70835266929076,40.45443269640811,68.11223127124063,57.53582030242572,47.042971197249415,58.816461949161706,70.47463435101412,69.16728939669818,57.0016309604421,78.97731663133271,65.48310688429781,active,10
2446,Bernard Dubois,21,Belgium,32.338039656146684,61.31152640657438,66.01663472194451,33.26893505494574,77.67514478053565,69.32618548577881,80.30756855619259,42.46617445737758,36.262756674818846,85.37578341825588,35.59302581067756,82.09517089761434,active,10
2447,Vaclav Urban,22,Czech Republic,53.81698904407099,61.90480377294095,93.03143415493729,35.055532144207525,40.18584564469504,66.95401160232278,81.42808260347458,57.58890342237463,24.95853697441925,69.31095487835083,82.9616840843933,69.82481962279968,active,10
2448,Jonathan Walters,19,USA,49.19492931231001,42.050945385860345,36.36169860829476,88.02285988912945,81.11251438501736,51.48324436159632,66.11918642938898,47.88597241172496,79.28645325315745,70.40011638505786,88.69913183352577,57.46192806072512,active,10
2449,Callum Jones,21,Scotland,34.12626504642704,48.33350364142213,72.22856442993097,52.294338056360104,34.48006034290887,69.53641446431811,52.42277707280769,64.02637290298217,82.60215029038903,41.93088565353307,69.07638237041354,78.99779848648825,active,10
2450,Andrew Garrett,20,USA,89.96924370978157,67.83909530899462,62.81221030325853,64.75044160609032,72.14105125252658,70.46280343423979,43.75532756751507,37.52854026407934,84.8347248319556,50.719872066541946,31.80537125933685,94.63774328260959,active,10
