season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
4_11,Standard Invitational #5,Standard Invitational #5,Martin Simmons,Joe Heath,Aaron Doyle,Bjorn Kjóisdóttir,James Dennis,Christopher Ward,Mark Perry,Terence Heaney,Charles Leonard,Juan Gaytán,Leslie Moore,Manuel Manning,Karoly Molnár,Joseph Black,Trevor Booker,Anthony Reid,Michael Johnson,William Ortega,Francisco Guajardo,Christopher Dudley,Harry Miles,Travis Callahan,Milan Paľovčík,Jesse West,Kaur Tamm,Austin Love,George Cox,Craig Jackson,Adam Williams,Jeremy Freeman,Mark Berry,Thomas Rogers,Ante Jerič,Jason Clark,Peter Cook,Widodo Ramadan,Timothy Francis,Ruari Magee,Simon Wilson,David Ruiz,Chad Jones,Ethan Cox,Kyle Morales,Billy Williams,David Velazquez,Mark Estrada,Vasile Tomescu,Marco Lopresti,Cole Smith,Mark Johnson,Christian Henry,Nathan Banks,Samuel Gates,David Munoz,Keith Luna,James Jennings,Tyler Maughan,David Johnston,Michael Crawford,Malcolm Chambers,Dennis Compton,Elliott Phillips,Damon Peterson,Adam Franco,Daniel Whitaker,Callum Davison,Alexander Campbell,Nicholas Taylor,Zachary Patel,Jeffrey Fernandez,Darrell Baker,Gareth Saunders,Tomas Brožová,Michel Charlier,Frank Cole,Diogo Freitas,Daniel Doherty,Luis Arranz,Edgars Turiņš,Sean Taylor,John Case,Pavel Čermák,Constantin Albu,Ryan Hubbard,Nicolas Munoz,Dennis Lyons,Dieter Gieß,Luke Clark,Robert Jones,Michael Davis,Duncan Wood,Jose Gonzales,Scott Young,David Kennedy,Joseph Hunt,Nuno Antunes,Randall Miller,Darius Grimes,Michael Wenger,Andrew Collins,Patrick Schmitz,Kevin Roberts,Timothy Hamilton,Tomasz Cegła,Kevin Hensley,Kieran Day,Kevin Kent,Timo Varis,Brian Bush,Erik Gonzalez,Jay Roberts,Douglas Davis,Craig Smith,Wolfgang Marte,Robert Lee,Steven Keller,Josh Boyce,Jeffrey Wilson,Michael Wall,Aidan Reardon,Dillon Stanley,Christopher McLean,Michael Gordon,Jozsef Horváth,Adam Milmo,Anthony Gaines,Casey Gutierrez,Donald Baird,William Simmons,Deaglan Brannelly,Jeffery Williams,Daniel Brown,Eric Hammond,William Cruz,Daniel Edwards,Andre White,Brandon Silva,Jose Lucero,Gerard Boer,Russell Collins,Klaus Frühwirth,Jonas Kaupas,Jaan Kasak,Jesse Garza,Jonas Gailius,Ivan Jenko,Terrence Buckley,Robert Harris,Richard Ryan,Petr Miklík
4_12,Standard Event #12,Standard Event #12,Christopher Dudley,Aaron Doyle,David Johnston,Malcolm Chambers,Timo Varis,Kaur Tamm,Brandon Silva,Francisco Guajardo,Daniel Whitaker,John Case,Callum Davison,Pavel Čermák,Darrell Baker,Robert Lee,Daniel Brown,Dennis Lyons,Joseph Black,William Cruz,Jeremy Freeman,Mark Perry,Luis Arranz,Michael Davis,Sean Taylor,James Dennis,Andre White,Adam Williams,Jozsef Horváth,Kevin Kent,Austin Love,Christian Henry,Jay Roberts,Gareth Saunders,Thomas Rogers,Leslie Moore,Brian Bush,Wolfgang Marte,Tomas Brožová,Michael Wall,Gerard Boer,Chad Jones,Christopher Ward,Kieran Day,Vasile Tomescu,Jeffery Williams,Peter Cook,Simon Wilson,Joe Heath,Travis Callahan,Douglas Davis,Timothy Francis,Diogo Freitas,Constantin Albu,Russell Collins,Michael Wenger,Joseph Hunt,Michael Crawford,David Kennedy,Nathan Banks,Ryan Hubbard,Anthony Reid,Frank Cole,Jeffrey Wilson,Zachary Patel,David Munoz,Jesse West,Luke Clark,Robert Jones,Aidan Reardon,Juan Gaytán,Duncan Wood,Eric Hammond,Casey Gutierrez,Jonas Gailius,James Jennings,Damon Peterson,Elliott Phillips,Dillon Stanley,Charles Leonard,Patrick Schmitz,Billy Williams,Adam Milmo,Jason Clark,Steven Keller,Anthony Gaines,Dennis Compton,Adam Franco,Josh Boyce,Andrew Collins,Harry Miles,Darius Grimes,Jeffrey Fernandez,Marco Lopresti,Manuel Manning,Jaan Kasak,Ruari Magee,Robert Harris,Craig Smith,Terence Heaney,Petr Miklík,Daniel Edwards,Mark Estrada,Terrence Buckley,Edgars Turiņš,Bjorn Kjóisdóttir,Timothy Hamilton,Klaus Frühwirth,David Ruiz,Randall Miller,Craig Jackson,Jesse Garza,Jonas Kaupas,Erik Gonzalez,Mark Berry,Samuel Gates,Martin Simmons,Deaglan Brannelly,Kyle Morales,Michael Johnson,Tyler Maughan,Kevin Roberts,Milan Paľovčík,Jose Lucero,Widodo Ramadan,Michael Gordon,Michel Charlier,Karoly Molnár,Alexander Campbell,Donald Baird,Nicolas Munoz,William Ortega,Ethan Cox,Cole Smith,Nuno Antunes,Nicholas Taylor,Ante Jerič,Kevin Hensley,Scott Young,Jose Gonzales,Mark Johnson,David Velazquez,Trevor Booker,Ivan Jenko,Tomasz Cegła,Richard Ryan,Daniel Doherty,Keith Luna,George Cox,Dieter Gieß,Christopher McLean,William Simmons
4_13,Standard Invitational #6,Standard Invitational #6,Michael Davis,Zachary Patel,Aaron Doyle,Craig Smith,Kyle Morales,Andrew Collins,Joe Heath,Kevin Kent,Adam Williams,Mark Estrada,Jeremy Freeman,Travis Callahan,Jason Clark,Alexander Campbell,David Ruiz,Vasile Tomescu,Daniel Whitaker,Brian Bush,Nathan Banks,Luke Clark,Robert Jones,Diogo Freitas,Adam Milmo,Nuno Antunes,Trevor Booker,Timo Varis,Michael Gordon,Luis Arranz,Jeffery Williams,William Ortega,Daniel Brown,Michel Charlier,Christopher Ward,Dennis Compton,Cole Smith,Simon Wilson,Russell Collins,Anthony Reid,Ethan Cox,Damon Peterson,Christian Henry,Dieter Gieß,Martin Simmons,Peter Cook,Craig Jackson,Michael Johnson,Tyler Maughan,Dillon Stanley,James Jennings,Chad Jones,Andre White,Ryan Hubbard,Constantin Albu,Christopher Dudley,Jozsef Horváth,Casey Gutierrez,Robert Lee,Nicolas Munoz,Timothy Hamilton,Brandon Silva,Darrell Baker,Ruari Magee,Tomas Brožová,John Case,Kieran Day,Jonas Gailius,Wolfgang Marte,Robert Harris,Nicholas Taylor,Jay Roberts,Ante Jerič,Kevin Hensley,Aidan Reardon,Daniel Edwards,Leslie Moore,Michael Wenger,Harry Miles,Malcolm Chambers,Jesse West,Mark Perry,Karoly Molnár,Widodo Ramadan,Gerard Boer,Terence Heaney,Joseph Hunt,Billy Williams,Anthony Gaines,Timothy Francis,David Kennedy,Darius Grimes,Gareth Saunders,Patrick Schmitz,Jeffrey Fernandez,Frank Cole,Manuel Manning,Kaur Tamm,George Cox,Michael Crawford,Elliott Phillips,William Cruz,Charles Leonard,Eric Hammond,Pavel Čermák,James Dennis,Jose Gonzales,Marco Lopresti,David Velazquez,Jose Lucero,Jesse Garza,Jaan Kasak,Duncan Wood,Mark Johnson,Thomas Rogers,Callum Davison,Scott Young,David Johnston,Douglas Davis,Deaglan Brannelly,Juan Gaytán,Tomasz Cegła,Kevin Roberts,Sean Taylor,Joseph Black,Steven Keller,Adam Franco,Randall Miller,David Munoz,Samuel Gates,Dennis Lyons,Josh Boyce,Erik Gonzalez,Francisco Guajardo,Jeffrey Wilson,Austin Love,Richard Ryan,Milan Paľovčík,Bjorn Kjóisdóttir,Edgars Turiņš,Daniel Doherty,Petr Miklík,Keith Luna,Klaus Frühwirth,Christopher McLean,Jonas Kaupas,Ivan Jenko,Mark Berry,Michael Wall,William Simmons,Terrence Buckley,Donald Baird
4_14,Standard Event #14,Standard Event #14,Kevin Kent,Mark Estrada,Duncan Wood,Klaus Frühwirth,Joseph Black,Diogo Freitas,Anthony Reid,Francisco Guajardo,Craig Smith,David Munoz,John Case,Karoly Molnár,Elliott Phillips,Timothy Hamilton,Constantin Albu,Harry Miles,James Dennis,Sean Taylor,Callum Davison,Ryan Hubbard,Josh Boyce,Andrew Collins,Gareth Saunders,Travis Callahan,Timo Varis,Tomasz Cegła,Chad Jones,James Jennings,Martin Simmons,Dennis Compton,Bjorn Kjóisdóttir,Luke Clark,Adam Williams,Robert Harris,Scott Young,Dillon Stanley,Manuel Manning,Christian Henry,William Ortega,Samuel Gates,Trevor Booker,Nathan Banks,Adam Milmo,Mark Johnson,Jesse West,Milan Paľovčík,Leslie Moore,Peter Cook,Aidan Reardon,Gerard Boer,Douglas Davis,Simon Wilson,Jeffrey Wilson,Ante Jerič,Jason Clark,Christopher Dudley,Kevin Roberts,Terence Heaney,Daniel Doherty,Luis Arranz,Kieran Day,Nuno Antunes,Joseph Hunt,Adam Franco,Daniel Brown,Jeremy Freeman,Kaur Tamm,Darrell Baker,Ethan Cox,Erik Gonzalez,Jonas Kaupas,Jaan Kasak,Damon Peterson,Jeffery Williams,Edgars Turiņš,Thomas Rogers,Ivan Jenko,Cole Smith,David Johnston,Michael Wenger,Anthony Gaines,Steven Keller,Charles Leonard,Michael Davis,David Ruiz,Joe Heath,Aaron Doyle,Jose Lucero,David Kennedy,Michael Gordon,Christopher Ward,Mark Berry,Pavel Čermák,Marco Lopresti,Darius Grimes,Terrence Buckley,Daniel Whitaker,Timothy Francis,Nicholas Taylor,Zachary Patel,Frank Cole,Austin Love,Mark Perry,Kyle Morales,Dennis Lyons,Randall Miller,Wolfgang Marte,Kevin Hensley,Michael Johnson,Daniel Edwards,Vasile Tomescu,Jay Roberts,Jeffrey Fernandez,Malcolm Chambers,Nicolas Munoz,Patrick Schmitz,Tyler Maughan,Deaglan Brannelly,Juan Gaytán,Robert Lee,Ruari Magee,Andre White,Robert Jones,Widodo Ramadan,Tomas Brožová,Billy Williams,William Cruz,Jonas Gailius,Russell Collins,Craig Jackson,David Velazquez,Michael Wall,Christopher McLean,Donald Baird,Michel Charlier,Eric Hammond,Jozsef Horváth,Alexander Campbell,Casey Gutierrez,Jose Gonzales,Michael Crawford,Richard Ryan,Brian Bush,Petr Miklík,Keith Luna,George Cox,Brandon Silva,Dieter Gieß,Jesse Garza,William Simmons
4_15,Major #1,Sovereign Tournament,Austin Love,Christian Henry,Timo Varis,Vasile Tomescu,Brian Bush,Peter Cook,Sean Taylor,Randall Miller,Diogo Freitas,David Ruiz,Christopher Dudley,Adam Milmo,Jeffery Williams,Bjorn Kjóisdóttir,Dennis Lyons,Nuno Antunes,Simon Wilson,Tyler Maughan,Ryan Hubbard,Widodo Ramadan,Tomas Brožová,Joseph Hunt,Jeffrey Fernandez,Terence Heaney,Daniel Whitaker,Pavel Čermák,Jay Roberts,Anthony Reid,Deaglan Brannelly,Daniel Brown,Gareth Saunders,Nathan Banks,Jose Lucero,Juan Gaytán,Mark Estrada,Kevin Kent,Jason Clark,Dieter Gieß,Joseph Black,Andrew Collins,Michael Gordon,Jozsef Horváth,Cole Smith,Jesse West,Kyle Morales,Duncan Wood,Trevor Booker,Ruari Magee,Callum Davison,Chad Jones,Mark Perry,Timothy Francis,Kevin Roberts,Travis Callahan,Kaur Tamm,Leslie Moore,John Case,Manuel Manning,Robert Lee,Craig Smith,Anthony Gaines,Martin Simmons,Michael Johnson,Alexander Campbell,Darius Grimes,Marco Lopresti,James Dennis,Casey Gutierrez,Ante Jerič,Aaron Doyle,Zachary Patel,Erik Gonzalez,Joe Heath,Robert Jones,Karoly Molnár,Elliott Phillips,Jeremy Freeman,Luis Arranz,James Jennings,Michael Wall,Kieran Day,Michael Wenger,David Munoz,Michel Charlier,Daniel Doherty,Frank Cole,Darrell Baker,Malcolm Chambers,Luke Clark,Christopher Ward,Charles Leonard,Michael Davis,Patrick Schmitz,Adam Franco,Nicolas Munoz,Harry Miles,Billy Williams,Nicholas Taylor,Damon Peterson,Mark Johnson,Josh Boyce,Klaus Frühwirth,Jonas Gailius,Craig Jackson,Mark Berry,Constantin Albu,David Johnston,Milan Paľovčík,Steven Keller,Dillon Stanley,Brandon Silva,Jose Gonzales,Adam Williams,Christopher McLean,Timothy Hamilton,Francisco Guajardo,Eric Hammond,Daniel Edwards,David Kennedy,William Ortega,Michael Crawford,Kevin Hensley,Douglas Davis,Petr Miklík,Jesse Garza,Gerard Boer,Jaan Kasak,Terrence Buckley,Tomasz Cegła,William Cruz,Samuel Gates,Andre White,Aidan Reardon,David Velazquez,Richard Ryan,Edgars Turiņš,Ethan Cox,Wolfgang Marte,Thomas Rogers,Dennis Compton,Russell Collins,Donald Baird,Scott Young,Keith Luna,Ivan Jenko,Jonas Kaupas,George Cox,Jeffrey Wilson,Robert Harris,William Simmons
4_16,Standard Event #16,Standard Event #16,Sean Taylor,Ryan Hubbard,Aidan Reardon,David Munoz,Milan Paľovčík,Martin Simmons,Frank Cole,Craig Smith,Adam Franco,Edgars Turiņš,Daniel Brown,Daniel Whitaker,Andre White,Vasile Tomescu,Christopher Ward,Anthony Reid,Jeffery Williams,Constantin Albu,Austin Love,Jeremy Freeman,Adam Williams,Jesse West,Peter Cook,Thomas Rogers,Ante Jerič,Michael Gordon,Charles Leonard,Damon Peterson,Klaus Frühwirth,Darrell Baker,Michel Charlier,Harry Miles,Mark Estrada,Luke Clark,Kieran Day,Alexander Campbell,Nicholas Taylor,Karoly Molnár,Francisco Guajardo,Gareth Saunders,Pavel Čermák,Jason Clark,Widodo Ramadan,Russell Collins,William Ortega,Craig Jackson,Duncan Wood,Kevin Hensley,Diogo Freitas,Jay Roberts,David Kennedy,Richard Ryan,Terence Heaney,Bjorn Kjóisdóttir,Patrick Schmitz,Trevor Booker,James Jennings,Jonas Gailius,Michael Johnson,Robert Jones,Callum Davison,Brian Bush,Adam Milmo,Mark Perry,Nicolas Munoz,Darius Grimes,Kevin Roberts,Jose Lucero,Christian Henry,Christopher McLean,Josh Boyce,Kaur Tamm,Steven Keller,Anthony Gaines,Joe Heath,Ethan Cox,Nathan Banks,Robert Harris,Chad Jones,Luis Arranz,Jozsef Horváth,John Case,James Dennis,Zachary Patel,Michael Wenger,Jeffrey Fernandez,Deaglan Brannelly,Andrew Collins,Timo Varis,Mark Johnson,William Cruz,Joseph Hunt,Keith Luna,Randall Miller,Jaan Kasak,Michael Wall,Billy Williams,Timothy Francis,Jesse Garza,Cole Smith,Dennis Compton,Travis Callahan,Jeffrey Wilson,Casey Gutierrez,Daniel Doherty,Douglas Davis,Tomas Brožová,Manuel Manning,Kevin Kent,Michael Davis,Elliott Phillips,Leslie Moore,Christopher Dudley,Erik Gonzalez,Robert Lee,Kyle Morales,Dieter Gieß,Jose Gonzales,Brandon Silva,Aaron Doyle,David Ruiz,Mark Berry,Eric Hammond,Scott Young,Tomasz Cegła,Tyler Maughan,Ruari Magee,Michael Crawford,Timothy Hamilton,Dillon Stanley,Gerard Boer,Dennis Lyons,David Johnston,Marco Lopresti,George Cox,Juan Gaytán,Wolfgang Marte,Simon Wilson,Malcolm Chambers,Donald Baird,Nuno Antunes,Petr Miklík,Samuel Gates,Joseph Black,David Velazquez,Ivan Jenko,Daniel Edwards,Terrence Buckley,Jonas Kaupas,William Simmons
4_17,Standard Invitational #8,Standard Invitational #8,Michael Crawford,Jesse West,Travis Callahan,Christian Henry,Tomas Brožová,Tyler Maughan,Martin Simmons,Luis Arranz,Nicholas Taylor,Jose Lucero,Patrick Schmitz,Austin Love,Bjorn Kjóisdóttir,Harry Miles,Dennis Lyons,James Jennings,Kevin Kent,Ethan Cox,Kaur Tamm,Deaglan Brannelly,Randall Miller,Steven Keller,Constantin Albu,Kyle Morales,Milan Paľovčík,Duncan Wood,Brian Bush,Christopher Dudley,Ruari Magee,Christopher Ward,Aaron Doyle,Joseph Black,Michael Wenger,David Johnston,Adam Franco,Michael Davis,Andre White,Damon Peterson,Darrell Baker,David Ruiz,Anthony Gaines,Mark Berry,Joe Heath,Billy Williams,Pavel Čermák,Charles Leonard,Gareth Saunders,Ante Jerič,William Cruz,Andrew Collins,Vasile Tomescu,William Ortega,Dieter Gieß,Brandon Silva,Tomasz Cegła,Darius Grimes,Terence Heaney,James Dennis,Daniel Brown,Daniel Doherty,Jay Roberts,Robert Lee,Frank Cole,Scott Young,Jeffery Williams,Trevor Booker,Adam Williams,Malcolm Chambers,Joseph Hunt,Jozsef Horváth,Craig Jackson,Adam Milmo,Gerard Boer,Donald Baird,Jason Clark,Edgars Turiņš,Erik Gonzalez,David Munoz,Juan Gaytán,Karoly Molnár,Simon Wilson,Kevin Hensley,Ryan Hubbard,John Case,Jonas Kaupas,Jonas Gailius,Robert Jones,Thomas Rogers,Dennis Compton,Richard Ryan,Anthony Reid,Mark Estrada,Petr Miklík,Eric Hammond,Chad Jones,Timothy Hamilton,Douglas Davis,Jose Gonzales,Widodo Ramadan,Michael Wall,Timothy Francis,George Cox,Michael Gordon,Kieran Day,Michel Charlier,Sean Taylor,Zachary Patel,Ivan Jenko,David Velazquez,Keith Luna,Klaus Frühwirth,Callum Davison,Mark Perry,Alexander Campbell,Daniel Whitaker,Craig Smith,Luke Clark,Manuel Manning,Diogo Freitas,Kevin Roberts,Elliott Phillips,Francisco Guajardo,Timo Varis,Wolfgang Marte,Peter Cook,Daniel Edwards,Josh Boyce,Jeremy Freeman,Michael Johnson,Leslie Moore,Robert Harris,Cole Smith,Nathan Banks,Nicolas Munoz,Jeffrey Fernandez,Casey Gutierrez,Nuno Antunes,Aidan Reardon,Dillon Stanley,Jeffrey Wilson,Samuel Gates,David Kennedy,Marco Lopresti,Russell Collins,Mark Johnson,Christopher McLean,Terrence Buckley,William Simmons,Jesse Garza,Jaan Kasak
4_18,Standard Event #18,Standard Event #18,William Ortega,Darius Grimes,Aidan Reardon,Vasile Tomescu,Jesse West,Leslie Moore,Kevin Kent,Craig Smith,Constantin Albu,Adam Franco,Travis Callahan,Michael Johnson,James Jennings,Jose Lucero,Brian Bush,Simon Wilson,Daniel Whitaker,Austin Love,Callum Davison,David Ruiz,Damon Peterson,Peter Cook,Jeremy Freeman,Juan Gaytán,Kaur Tamm,Anthony Reid,Joseph Black,Ruari Magee,Brandon Silva,David Johnston,Michael Wall,Ryan Hubbard,Mark Estrada,Adam Milmo,Gareth Saunders,Harry Miles,Karoly Molnár,Aaron Doyle,Richard Ryan,Timo Varis,Cole Smith,Michael Davis,Jay Roberts,Ethan Cox,Andrew Collins,Duncan Wood,Daniel Brown,Milan Paľovčík,Scott Young,Mark Perry,Malcolm Chambers,Michael Gordon,Jeffrey Wilson,Dillon Stanley,Pavel Čermák,Mark Berry,Tyler Maughan,Wolfgang Marte,Samuel Gates,Klaus Frühwirth,Randall Miller,David Munoz,Josh Boyce,Joseph Hunt,Ante Jerič,Sean Taylor,Dieter Gieß,Dennis Lyons,Luis Arranz,Marco Lopresti,Erik Gonzalez,Charles Leonard,Zachary Patel,Kevin Hensley,Elliott Phillips,Kyle Morales,Chad Jones,Tomasz Cegła,James Dennis,Robert Lee,Jozsef Horváth,Jose Gonzales,Thomas Rogers,Manuel Manning,Francisco Guajardo,Gerard Boer,Robert Harris,Michael Wenger,Darrell Baker,Nuno Antunes,Christopher Dudley,Adam Williams,Christian Henry,Trevor Booker,Diogo Freitas,Luke Clark,Patrick Schmitz,Widodo Ramadan,Eric Hammond,Michel Charlier,Steven Keller,Bjorn Kjóisdóttir,Tomas Brožová,Jeffery Williams,Craig Jackson,Martin Simmons,Jason Clark,Russell Collins,John Case,Anthony Gaines,Deaglan Brannelly,Nathan Banks,Billy Williams,Michael Crawford,Joe Heath,Dennis Compton,Kevin Roberts,Jonas Kaupas,Alexander Campbell,Daniel Doherty,Jonas Gailius,Timothy Hamilton,Timothy Francis,Nicholas Taylor,Christopher Ward,Casey Gutierrez,Jesse Garza,Robert Jones,Daniel Edwards,Nicolas Munoz,Edgars Turiņš,Kieran Day,Frank Cole,Ivan Jenko,David Kennedy,Mark Johnson,Terence Heaney,George Cox,William Cruz,Keith Luna,Jeffrey Fernandez,Andre White,Douglas Davis,Terrence Buckley,Christopher McLean,Petr Miklík,David Velazquez,Donald Baird,William Simmons,Jaan Kasak
4_19,Standard Invitational #9,Standard Invitational #9,Jesse West,Ethan Cox,Mark Estrada,Craig Jackson,Michael Johnson,Luke Clark,Dillon Stanley,Daniel Whitaker,Zachary Patel,Nuno Antunes,David Johnston,Kyle Morales,Billy Williams,Luis Arranz,Keith Luna,Marco Lopresti,Christian Henry,Randall Miller,Karoly Molnár,Craig Smith,Josh Boyce,Adam Franco,Tyler Maughan,Joseph Black,Constantin Albu,Brandon Silva,David Kennedy,Kevin Kent,Timo Varis,Adam Milmo,Casey Gutierrez,Trevor Booker,Martin Simmons,Joseph Hunt,Anthony Reid,Diogo Freitas,Travis Callahan,Michael Davis,Milan Paľovčík,Alexander Campbell,Gareth Saunders,Manuel Manning,Terrence Buckley,Christopher Ward,Joe Heath,James Jennings,Mark Perry,Pavel Čermák,Francisco Guajardo,David Velazquez,Duncan Wood,Elliott Phillips,Andrew Collins,Anthony Gaines,Ante Jerič,Kieran Day,Edgars Turiņš,Robert Lee,Erik Gonzalez,Ruari Magee,Widodo Ramadan,Leslie Moore,James Dennis,Harry Miles,Ryan Hubbard,Daniel Edwards,Scott Young,Aaron Doyle,John Case,Samuel Gates,Dennis Lyons,Jeremy Freeman,Malcolm Chambers,Donald Baird,David Ruiz,Michael Wall,Peter Cook,Vasile Tomescu,Simon Wilson,Eric Hammond,Aidan Reardon,Thomas Rogers,Douglas Davis,Darius Grimes,Steven Keller,Darrell Baker,Sean Taylor,Wolfgang Marte,Petr Miklík,Jose Gonzales,Daniel Doherty,Brian Bush,Nicholas Taylor,Jay Roberts,Michael Gordon,Charles Leonard,Daniel Brown,Klaus Frühwirth,Adam Williams,Tomas Brožová,Patrick Schmitz,Kevin Roberts,Jozsef Horváth,Russell Collins,Jeffrey Wilson,Michael Wenger,Michel Charlier,Bjorn Kjóisdóttir,William Ortega,Nicolas Munoz,Damon Peterson,Tomasz Cegła,David Munoz,Austin Love,Deaglan Brannelly,George Cox,Jason Clark,Andre White,Jeffery Williams,Kevin Hensley,Christopher Dudley,Chad Jones,Juan Gaytán,Christopher McLean,Nathan Banks,Gerard Boer,Dennis Compton,Frank Cole,Timothy Hamilton,Mark Johnson,Richard Ryan,Cole Smith,Michael Crawford,Kaur Tamm,Jose Lucero,Callum Davison,Robert Harris,Robert Jones,Jesse Garza,Jonas Gailius,William Simmons,Timothy Francis,Jaan Kasak,Dieter Gieß,Jeffrey Fernandez,Terence Heaney,Jonas Kaupas,Mark Berry,William Cruz,Ivan Jenko
4_20,Major #2,AGA Championship,William Ortega,Diogo Freitas,Darrell Baker,Adam Williams,Ruari Magee,Adam Milmo,Anthony Gaines,Mark Estrada,Jeffrey Fernandez,Thomas Rogers,Luis Arranz,Callum Davison,Timo Varis,Jesse West,Aidan Reardon,Darius Grimes,Joseph Black,Steven Keller,Simon Wilson,Wolfgang Marte,Kevin Kent,Milan Paľovčík,Michel Charlier,Ryan Hubbard,Tomas Brožová,Michael Johnson,Jeffrey Wilson,Malcolm Chambers,Dillon Stanley,David Johnston,Kaur Tamm,John Case,Vasile Tomescu,Harry Miles,Deaglan Brannelly,Edgars Turiņš,Zachary Patel,Tomasz Cegła,Michael Gordon,Martin Simmons,Aaron Doyle,Damon Peterson,Leslie Moore,Randall Miller,Robert Lee,Charles Leonard,Dennis Lyons,Alexander Campbell,Pavel Čermák,Patrick Schmitz,Michael Davis,David Ruiz,Elliott Phillips,Francisco Guajardo,Robert Jones,Manuel Manning,Michael Wall,Russell Collins,Brandon Silva,David Munoz,Richard Ryan,Frank Cole,Dieter Gieß,Kevin Roberts,Marco Lopresti,Daniel Brown,Peter Cook,Austin Love,Kevin Hensley,Ethan Cox,Craig Smith,Gareth Saunders,Widodo Ramadan,Andrew Collins,Jozsef Horváth,Chad Jones,George Cox,Juan Gaytán,Trevor Booker,Casey Gutierrez,Michael Crawford,Brian Bush,Jeffery Williams,Mark Johnson,Christian Henry,Erik Gonzalez,William Cruz,Jason Clark,Karoly Molnár,Constantin Albu,Timothy Hamilton,Samuel Gates,Daniel Doherty,Jesse Garza,Josh Boyce,Christopher Ward,David Kennedy,Kieran Day,Ivan Jenko,Craig Jackson,Travis Callahan,Bjorn Kjóisdóttir,Christopher Dudley,Jose Lucero,Kyle Morales,Cole Smith,Duncan Wood,Anthony Reid,Joseph Hunt,Nicolas Munoz,Nuno Antunes,Luke Clark,Scott Young,Terence Heaney,Adam Franco,Nathan Banks,Jay Roberts,Petr Miklík,Sean Taylor,Terrence Buckley,Joe Heath,David Velazquez,Jeremy Freeman,Billy Williams,Andre White,Mark Perry,James Dennis,Ante Jerič,Klaus Frühwirth,Timothy Francis,Daniel Edwards,Jonas Gailius,Michael Wenger,Daniel Whitaker,James Jennings,Nicholas Taylor,Jose Gonzales,Keith Luna,Jonas Kaupas,Mark Berry,Eric Hammond,Gerard Boer,Jaan Kasak,Tyler Maughan,Dennis Compton,Christopher McLean,Donald Baird,Douglas Davis,Robert Harris,William Simmons
