season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
3_11,Standard Invitational #5,Standard Invitational #5,Sean Taylor,Ethan Cox,Francisco Guajardo,Karoly Molnár,Bjorn Kjóisdóttir,Darius Grimes,Travis Callahan,Jesse West,Malcolm Chambers,Leslie Moore,Mark Perry,Aidan Reardon,Josh Boyce,Christopher Dudley,Constantin Albu,Jeffery Williams,Kevin Kent,Andrew Collins,Austin Love,Adam Franco,Aaron Doyle,Michael Gordon,Frank Cole,Ante Jerič,David Ruiz,Anthony Reid,Thomas Rogers,Widodo Ramadan,Mark Estrada,Terence Heaney,Luke Clark,Kieran Day,Gareth Saunders,Jose Lucero,Craig Jackson,Klaus Frühwirth,Manuel Manning,Adam Milmo,Milan Paľovčík,Deaglan Brannelly,Joseph Black,Vasile Tomescu,Timo Varis,Charles Leonard,David Munoz,David Johnston,Brandon Silva,Jeremy Freeman,Timothy Hamilton,Jose Godoy,Robert Lee,Diogo Freitas,Milan Krúpová,Reuben Comber,Peter Cook,Martin Simmons,Tomas Brožová,Damian McGinty,Trevor Booker,Nicholas Taylor,Ryan Hubbard,Jonathan Thompson,Dillon Stanley,Luis Arranz,Michael Wenger,Bernard Godfrey,William Ortega,Piet Vanneste,Craig Smith,Dennis Lyons,Duncan Wood,Michael Johnson,Jan Beeckman,Zachary Patel,Chad Jones,Harry Miles,Randall Miller,Kyle Morales,Damon Peterson,Tyler Maughan,Casey Gutierrez,Charles Mosley,Satoshi Inoue,Michael Daniel,Robert Jones,Michael Davis,Nuno Antunes,Edgars Turiņš,Dylan Edwards,Andre White,Nathan Banks,Billy Williams,Erik Gonzalez,Jozsef Horváth,David Kennedy,Michael Crawford,James Jennings,Jonathan Johnson,Patrick Schmitz,James Dennis,Elliott Phillips,Daniel Whitaker,Michael Brooks,Brian Martinez,Simon Wilson,Kenneth Miller,Cole Smith,Kaur Tamm,Kevin Roberts,Joe Heath,Philippe Toussaint,Peter Schramm,Callum Davison,Michael Nash,Jonas Gailius,Jay Roberts,Samuel Gates,Dean Taylor,Allen Weiss,Tomasz Cegła,Luis Fuertes,Logan Odonnell,Walter Randolph,Duane Wood,Steven Keller,Eric Walters,Kaur Lember,Kirk McDade,Karl Svensson,Jordan Evans,Manfred Hahn,Sean-Paul Hosey,Kazys Nausėda,Drew Rangel,Thomas Black,Carlos Pedrero,Jesse Daugherty,Paul Flores,Steven Montgomery,Stephen Smith,Pierre Lebon,Kazuki Tanaka,Brian Charles,Philippe Cordier,Hendro Kurniawan,Paulo Souza,Jose Zimmerman,Michael Silva,Adam Bryant,Robert Rodriguez
3_12,Standard Event #12,Standard Event #12,Sean Taylor,Harry Miles,Ethan Cox,Jeffery Williams,Francisco Guajardo,Aaron Doyle,Austin Love,Josh Boyce,Leslie Moore,Constantin Albu,Martin Simmons,Billy Williams,Andrew Collins,Patrick Schmitz,Chad Jones,Diogo Freitas,Michael Johnson,Charles Leonard,Anthony Reid,Frank Cole,Adam Franco,William Ortega,Mark Estrada,Mark Perry,Joe Heath,Vasile Tomescu,Bjorn Kjóisdóttir,David Kennedy,Craig Smith,Trevor Booker,Peter Cook,Duncan Wood,Daniel Whitaker,Jose Lucero,Aidan Reardon,Elliott Phillips,Michael Gordon,David Johnston,Karoly Molnár,Casey Gutierrez,Erik Gonzalez,Jonas Gailius,Darius Grimes,Cole Smith,Milan Paľovčík,Jeremy Freeman,Malcolm Chambers,Kieran Day,Duane Wood,Jozsef Horváth,Joseph Black,Tyler Maughan,Michael Wenger,Dennis Lyons,Tomas Brožová,Adam Milmo,Randall Miller,James Dennis,Brian Charles,Damon Peterson,Jesse West,Logan Odonnell,Milan Krúpová,James Jennings,Nuno Antunes,Callum Davison,Luke Clark,Edgars Turiņš,Michael Crawford,Gareth Saunders,Andre White,Kevin Kent,Christopher Dudley,Travis Callahan,Paul Flores,Dylan Edwards,Nathan Banks,Ante Jerič,Steven Keller,David Munoz,Robert Lee,Michael Davis,Widodo Ramadan,Samuel Gates,Craig Jackson,Piet Vanneste,Allen Weiss,Carlos Pedrero,Dillon Stanley,Luis Arranz,Bernard Godfrey,Ryan Hubbard,Philippe Cordier,Reuben Comber,Deaglan Brannelly,Charles Mosley,Paulo Souza,Terence Heaney,Timo Varis,Tomasz Cegła,Jay Roberts,Manuel Manning,Kevin Roberts,Klaus Frühwirth,Jesse Daugherty,Zachary Patel,Thomas Rogers,Robert Jones,Kaur Tamm,Simon Wilson,Satoshi Inoue,Jonathan Thompson,Kaur Lember,Michael Nash,Kyle Morales,Timothy Hamilton,Stephen Smith,Pierre Lebon,Nicholas Taylor,Luis Fuertes,Brandon Silva,David Ruiz,Damian McGinty,Drew Rangel,Brian Martinez,Kirk McDade,Eric Walters,Peter Schramm,Walter Randolph,Dean Taylor,Jan Beeckman,Thomas Black,Jose Godoy,Karl Svensson,Michael Brooks,Jonathan Johnson,Kazuki Tanaka,Sean-Paul Hosey,Michael Daniel,Kazys Nausėda,Robert Rodriguez,Philippe Toussaint,Jose Zimmerman,Jordan Evans,Steven Montgomery,Hendro Kurniawan,Kenneth Miller,Adam Bryant,Michael Silva,Manfred Hahn
3_13,Standard Invitational #6,Standard Invitational #6,Mark Estrada,Vasile Tomescu,Francisco Guajardo,Luke Clark,Sean Taylor,Bjorn Kjóisdóttir,Jesse West,Kevin Kent,Jeffery Williams,Craig Jackson,Diogo Freitas,Martin Simmons,Michael Gordon,David Kennedy,Samuel Gates,William Ortega,Timo Varis,Widodo Ramadan,Billy Williams,James Dennis,Terence Heaney,Leslie Moore,Chad Jones,Karoly Molnár,Darius Grimes,Steven Keller,Kaur Tamm,Brandon Silva,Edgars Turiņš,Craig Smith,Thomas Rogers,Anthony Reid,Michael Crawford,Callum Davison,Joseph Black,Constantin Albu,Tomasz Cegła,Peter Cook,Andre White,Adam Franco,Klaus Frühwirth,Tyler Maughan,Luis Arranz,Jose Lucero,Dennis Lyons,Austin Love,Jay Roberts,Nuno Antunes,Gareth Saunders,Ryan Hubbard,Manuel Manning,Ethan Cox,David Munoz,Travis Callahan,Aaron Doyle,Kyle Morales,Christopher Dudley,Ante Jerič,Michael Nash,James Jennings,Zachary Patel,Nathan Banks,Kaur Lember,Charles Leonard,Jordan Evans,Andrew Collins,Mark Perry,Trevor Booker,Adam Milmo,Brian Charles,Dylan Edwards,Duncan Wood,Randall Miller,Jose Godoy,Michael Johnson,Jonas Gailius,Joe Heath,Frank Cole,Josh Boyce,Aidan Reardon,David Johnston,Michael Davis,Duane Wood,Michael Wenger,Milan Paľovčík,Luis Fuertes,Tomas Brožová,Jozsef Horváth,Logan Odonnell,David Ruiz,Kenneth Miller,Cole Smith,Harry Miles,Jesse Daugherty,Elliott Phillips,Patrick Schmitz,Reuben Comber,Casey Gutierrez,Malcolm Chambers,Paulo Souza,Robert Lee,Damian McGinty,Michael Daniel,Hendro Kurniawan,Jeremy Freeman,Michael Silva,Kieran Day,Timothy Hamilton,Nicholas Taylor,Daniel Whitaker,Philippe Cordier,Michael Brooks,Milan Krúpová,Damon Peterson,Dillon Stanley,Jan Beeckman,Erik Gonzalez,Charles Mosley,Kevin Roberts,Robert Jones,Satoshi Inoue,Simon Wilson,Kazys Nausėda,Deaglan Brannelly,Kirk McDade,Stephen Smith,Sean-Paul Hosey,Robert Rodriguez,Jonathan Thompson,Walter Randolph,Bernard Godfrey,Carlos Pedrero,Peter Schramm,Adam Bryant,Jonathan Johnson,Allen Weiss,Philippe Toussaint,Paul Flores,Karl Svensson,Eric Walters,Kazuki Tanaka,Pierre Lebon,Steven Montgomery,Piet Vanneste,Jose Zimmerman,Brian Martinez,Dean Taylor,Drew Rangel,Manfred Hahn,Thomas Black
3_14,Standard Event #14,Standard Event #14,Mark Estrada,Karoly Molnár,Bjorn Kjóisdóttir,Luke Clark,Josh Boyce,Francisco Guajardo,Travis Callahan,Kevin Kent,Billy Williams,Duncan Wood,Ethan Cox,Vasile Tomescu,Michael Johnson,Simon Wilson,Tomas Brožová,Callum Davison,Zachary Patel,James Jennings,David Kennedy,Klaus Frühwirth,Sean Taylor,Christopher Dudley,Milan Paľovčík,Michael Gordon,Aidan Reardon,Jose Lucero,Mark Perry,Leslie Moore,Timo Varis,Andrew Collins,Harry Miles,Kieran Day,Luis Arranz,Diogo Freitas,Terence Heaney,Aaron Doyle,Daniel Whitaker,Ante Jerič,William Ortega,Adam Franco,Casey Gutierrez,Ryan Hubbard,Craig Jackson,Nicholas Taylor,Samuel Gates,Trevor Booker,Erik Gonzalez,Eric Walters,Charles Leonard,Michael Davis,Jeremy Freeman,Frank Cole,Cole Smith,Andre White,Damian McGinty,Tyler Maughan,Jay Roberts,David Johnston,Anthony Reid,Allen Weiss,Joe Heath,Thomas Rogers,Martin Simmons,Joseph Black,Randall Miller,Chad Jones,Edgars Turiņš,Malcolm Chambers,Constantin Albu,Nathan Banks,Jesse West,Jordan Evans,James Dennis,Jonathan Johnson,Kaur Lember,Nuno Antunes,Damon Peterson,Darius Grimes,Jeffery Williams,Satoshi Inoue,Kyle Morales,Manuel Manning,Kevin Roberts,Jonas Gailius,Duane Wood,Steven Keller,Jesse Daugherty,Robert Jones,Michael Brooks,Sean-Paul Hosey,Michael Nash,Craig Smith,Deaglan Brannelly,Kaur Tamm,David Munoz,Milan Krúpová,Michael Wenger,Gareth Saunders,Austin Love,Michael Daniel,Piet Vanneste,Brian Charles,Dylan Edwards,Patrick Schmitz,David Ruiz,Peter Cook,Logan Odonnell,Jonathan Thompson,Widodo Ramadan,Dillon Stanley,Timothy Hamilton,Michael Silva,Kenneth Miller,Michael Crawford,Jozsef Horváth,Robert Lee,Elliott Phillips,Brandon Silva,Dennis Lyons,Carlos Pedrero,Tomasz Cegła,Adam Milmo,Jan Beeckman,Reuben Comber,Pierre Lebon,Peter Schramm,Hendro Kurniawan,Bernard Godfrey,Jose Godoy,Thomas Black,Luis Fuertes,Paul Flores,Drew Rangel,Jose Zimmerman,Philippe Toussaint,Karl Svensson,Walter Randolph,Philippe Cordier,Kazuki Tanaka,Manfred Hahn,Brian Martinez,Dean Taylor,Charles Mosley,Steven Montgomery,Kazys Nausėda,Stephen Smith,Paulo Souza,Adam Bryant,Kirk McDade,Robert Rodriguez
3_15,Major #1,Sovereign Tournament,Karoly Molnár,Mark Estrada,Travis Callahan,Sean Taylor,Kevin Kent,William Ortega,Austin Love,Ryan Hubbard,Kyle Morales,Adam Franco,Aaron Doyle,Jesse West,Manuel Manning,Josh Boyce,Malcolm Chambers,Kaur Tamm,Michael Gordon,Simon Wilson,Mark Perry,Casey Gutierrez,Jeremy Freeman,Gareth Saunders,Randall Miller,Elliott Phillips,Trevor Booker,Aidan Reardon,Ante Jerič,Deaglan Brannelly,Luke Clark,James Dennis,Timo Varis,Luis Arranz,Zachary Patel,Francisco Guajardo,Peter Cook,Vasile Tomescu,Kevin Roberts,Chad Jones,Jozsef Horváth,Nathan Banks,Darius Grimes,Milan Paľovčík,Diogo Freitas,Bjorn Kjóisdóttir,Widodo Ramadan,Duncan Wood,Constantin Albu,Nicholas Taylor,Robert Jones,Frank Cole,James Jennings,Joe Heath,Jeffery Williams,Charles Leonard,Billy Williams,Michael Wenger,Michael Davis,Tomasz Cegła,Kieran Day,Cole Smith,Edgars Turiņš,Patrick Schmitz,Michael Nash,Ethan Cox,Samuel Gates,Jonathan Thompson,Walter Randolph,Dennis Lyons,Christopher Dudley,Craig Jackson,David Munoz,Bernard Godfrey,Eric Walters,Craig Smith,Damian McGinty,Jonas Gailius,Leslie Moore,Harry Miles,Dillon Stanley,Luis Fuertes,Jose Lucero,Erik Gonzalez,Carlos Pedrero,Michael Johnson,Andrew Collins,Steven Montgomery,Thomas Rogers,Robert Lee,Martin Simmons,Joseph Black,Terence Heaney,Timothy Hamilton,David Ruiz,Klaus Frühwirth,Michael Daniel,Daniel Whitaker,Milan Krúpová,Callum Davison,Reuben Comber,Paul Flores,Nuno Antunes,Michael Crawford,Sean-Paul Hosey,David Kennedy,Anthony Reid,Damon Peterson,Jan Beeckman,Jose Zimmerman,Kazys Nausėda,Steven Keller,Jonathan Johnson,Pierre Lebon,Brandon Silva,Dylan Edwards,Jay Roberts,Jose Godoy,Tomas Brožová,Kirk McDade,Tyler Maughan,Paulo Souza,Andre White,Adam Milmo,David Johnston,Kaur Lember,Hendro Kurniawan,Logan Odonnell,Michael Silva,Drew Rangel,Allen Weiss,Duane Wood,Satoshi Inoue,Philippe Cordier,Adam Bryant,Peter Schramm,Robert Rodriguez,Piet Vanneste,Charles Mosley,Thomas Black,Philippe Toussaint,Jesse Daugherty,Michael Brooks,Brian Charles,Jordan Evans,Kenneth Miller,Karl Svensson,Stephen Smith,Brian Martinez,Kazuki Tanaka,Dean Taylor,Manfred Hahn
3_16,Standard Event #16,Standard Event #16,Ethan Cox,Darius Grimes,Harry Miles,Karoly Molnár,Travis Callahan,Sean Taylor,Constantin Albu,Vasile Tomescu,Jeffery Williams,Luke Clark,Diogo Freitas,Francisco Guajardo,James Dennis,Austin Love,Dennis Lyons,Mark Estrada,Aidan Reardon,Michael Johnson,Kevin Kent,Luis Arranz,Bjorn Kjóisdóttir,Jozsef Horváth,Chad Jones,Anthony Reid,Daniel Whitaker,Edgars Turiņš,Damon Peterson,Ryan Hubbard,Leslie Moore,Martin Simmons,Gareth Saunders,Robert Lee,Joseph Black,Trevor Booker,Nathan Banks,Ante Jerič,Kaur Tamm,Nicholas Taylor,Aaron Doyle,David Kennedy,Malcolm Chambers,William Ortega,Christopher Dudley,Simon Wilson,Randall Miller,Terence Heaney,Andre White,Peter Cook,Kevin Roberts,Jan Beeckman,Craig Jackson,Duncan Wood,Jesse West,Brandon Silva,Adam Franco,Michael Nash,Joe Heath,Satoshi Inoue,Tyler Maughan,Luis Fuertes,Craig Smith,Mark Perry,Samuel Gates,James Jennings,Zachary Patel,Cole Smith,Frank Cole,Karl Svensson,Jose Godoy,Michael Davis,Walter Randolph,Klaus Frühwirth,Jesse Daugherty,Josh Boyce,Andrew Collins,Manuel Manning,Tomas Brožová,Tomasz Cegła,Billy Williams,Timothy Hamilton,Jose Lucero,Milan Krúpová,Callum Davison,Steven Montgomery,Carlos Pedrero,Kazuki Tanaka,Casey Gutierrez,Reuben Comber,Jay Roberts,Jordan Evans,David Munoz,Michael Crawford,Patrick Schmitz,Bernard Godfrey,Erik Gonzalez,Jonas Gailius,Duane Wood,Widodo Ramadan,Kieran Day,Robert Jones,Jeremy Freeman,Milan Paľovčík,Michael Brooks,Adam Milmo,Kyle Morales,Charles Leonard,Jonathan Johnson,Timo Varis,Stephen Smith,Michael Gordon,Elliott Phillips,Nuno Antunes,Thomas Rogers,Jose Zimmerman,Damian McGinty,Deaglan Brannelly,Michael Wenger,David Ruiz,Hendro Kurniawan,Kaur Lember,Adam Bryant,Dillon Stanley,Logan Odonnell,David Johnston,Allen Weiss,Jonathan Thompson,Drew Rangel,Piet Vanneste,Steven Keller,Kirk McDade,Brian Charles,Dylan Edwards,Paul Flores,Robert Rodriguez,Kenneth Miller,Brian Martinez,Eric Walters,Sean-Paul Hosey,Philippe Cordier,Michael Daniel,Peter Schramm,Charles Mosley,Paulo Souza,Manfred Hahn,Philippe Toussaint,Kazys Nausėda,Pierre Lebon,Dean Taylor,Michael Silva,Thomas Black
3_17,Standard Invitational #8,Standard Invitational #8,Ethan Cox,Sean Taylor,Martin Simmons,Harry Miles,Jesse West,Francisco Guajardo,Nathan Banks,Vasile Tomescu,Bjorn Kjóisdóttir,William Ortega,Darius Grimes,Billy Williams,Karoly Molnár,Kyle Morales,Jeffery Williams,Randall Miller,Christopher Dudley,Manuel Manning,Luis Arranz,Joe Heath,Milan Paľovčík,Kevin Kent,Leslie Moore,Austin Love,Craig Jackson,Deaglan Brannelly,Aaron Doyle,Michael Wenger,Gareth Saunders,Michael Johnson,Klaus Frühwirth,Terence Heaney,David Ruiz,Michael Davis,Duncan Wood,Edgars Turiņš,Kaur Tamm,Callum Davison,Josh Boyce,Robert Jones,Diogo Freitas,Adam Franco,Cole Smith,Zachary Patel,Patrick Schmitz,Ryan Hubbard,Kaur Lember,Mark Estrada,Craig Smith,Luis Fuertes,Samuel Gates,Andrew Collins,David Johnston,Charles Leonard,Adam Milmo,Dillon Stanley,Michael Nash,David Munoz,Michael Gordon,Travis Callahan,Kieran Day,Jan Beeckman,Andre White,Constantin Albu,Widodo Ramadan,James Dennis,Jonathan Thompson,Chad Jones,Casey Gutierrez,Karl Svensson,Jeremy Freeman,Timo Varis,Michael Daniel,Jose Godoy,Nuno Antunes,Philippe Toussaint,Malcolm Chambers,Aidan Reardon,Eric Walters,Kevin Roberts,Jay Roberts,Allen Weiss,Jozsef Horváth,Frank Cole,Tomas Brožová,Ante Jerič,Jose Lucero,Logan Odonnell,Mark Perry,Robert Lee,James Jennings,Piet Vanneste,Peter Cook,Tomasz Cegła,Luke Clark,Kazuki Tanaka,Damian McGinty,Bernard Godfrey,Jesse Daugherty,Anthony Reid,Trevor Booker,Damon Peterson,Duane Wood,Jonathan Johnson,Tyler Maughan,Timothy Hamilton,Michael Brooks,David Kennedy,Steven Keller,Thomas Rogers,Joseph Black,Jonas Gailius,Dylan Edwards,Brian Martinez,Dennis Lyons,Paul Flores,Brandon Silva,Milan Krúpová,Steven Montgomery,Daniel Whitaker,Simon Wilson,Michael Crawford,Elliott Phillips,Pierre Lebon,Nicholas Taylor,Peter Schramm,Erik Gonzalez,Carlos Pedrero,Reuben Comber,Stephen Smith,Satoshi Inoue,Robert Rodriguez,Charles Mosley,Sean-Paul Hosey,Hendro Kurniawan,Brian Charles,Jordan Evans,Manfred Hahn,Paulo Souza,Philippe Cordier,Walter Randolph,Kenneth Miller,Kazys Nausėda,Jose Zimmerman,Michael Silva,Kirk McDade,Thomas Black,Adam Bryant,Drew Rangel,Dean Taylor
3_18,Standard Event #18,Standard Event #18,Ethan Cox,Vasile Tomescu,Jeffery Williams,Francisco Guajardo,Martin Simmons,David Kennedy,Constantin Albu,Aaron Doyle,Aidan Reardon,Travis Callahan,Michael Gordon,Jose Lucero,Craig Jackson,Luke Clark,Darius Grimes,Callum Davison,Manuel Manning,Timo Varis,Randall Miller,Joseph Black,Duncan Wood,Charles Leonard,Robert Jones,Joe Heath,Jeremy Freeman,Cole Smith,William Ortega,Trevor Booker,Harry Miles,Bjorn Kjóisdóttir,Luis Arranz,Nathan Banks,Christopher Dudley,Nuno Antunes,Casey Gutierrez,Michael Davis,Michael Johnson,Malcolm Chambers,Sean Taylor,Widodo Ramadan,Damon Peterson,David Ruiz,Dennis Lyons,Mark Estrada,Diogo Freitas,Adam Franco,Robert Lee,Austin Love,Zachary Patel,Daniel Whitaker,Dillon Stanley,Tyler Maughan,James Dennis,Anthony Reid,Josh Boyce,Kieran Day,Jozsef Horváth,Peter Cook,Mark Perry,Kevin Kent,Karoly Molnár,Jonas Gailius,Nicholas Taylor,Andrew Collins,James Jennings,Thomas Rogers,Patrick Schmitz,Timothy Hamilton,Brandon Silva,Kevin Roberts,Samuel Gates,Klaus Frühwirth,Michael Crawford,Ante Jerič,Elliott Phillips,Tomas Brožová,Kyle Morales,Leslie Moore,Jay Roberts,Sean-Paul Hosey,Ryan Hubbard,Terence Heaney,Jesse West,David Munoz,Paul Flores,Bernard Godfrey,Kaur Lember,Walter Randolph,Luis Fuertes,Craig Smith,Simon Wilson,Philippe Toussaint,Jonathan Thompson,Deaglan Brannelly,Michael Brooks,Damian McGinty,Steven Keller,Billy Williams,Charles Mosley,Adam Milmo,Chad Jones,Michael Daniel,Dylan Edwards,Michael Nash,Piet Vanneste,Edgars Turiņš,Kaur Tamm,Karl Svensson,Frank Cole,Andre White,Paulo Souza,Carlos Pedrero,Gareth Saunders,Michael Wenger,Dean Taylor,Milan Paľovčík,David Johnston,Reuben Comber,Pierre Lebon,Erik Gonzalez,Milan Krúpová,Drew Rangel,Brian Martinez,Jonathan Johnson,Brian Charles,Jose Godoy,Kazys Nausėda,Jan Beeckman,Jordan Evans,Tomasz Cegła,Satoshi Inoue,Allen Weiss,Stephen Smith,Eric Walters,Adam Bryant,Jesse Daugherty,Logan Odonnell,Duane Wood,Hendro Kurniawan,Kenneth Miller,Jose Zimmerman,Kirk McDade,Philippe Cordier,Steven Montgomery,Kazuki Tanaka,Michael Silva,Peter Schramm,Thomas Black,Robert Rodriguez,Manfred Hahn
3_19,Standard Invitational #9,Standard Invitational #9,Ethan Cox,Mark Estrada,Joe Heath,Michael Davis,Jeremy Freeman,David Munoz,Jose Lucero,Harry Miles,Jeffery Williams,David Kennedy,Duncan Wood,Mark Perry,Sean Taylor,Luis Arranz,Jesse West,James Dennis,Aaron Doyle,Robert Lee,Deaglan Brannelly,Luke Clark,David Ruiz,Kyle Morales,Randall Miller,Darius Grimes,Callum Davison,Constantin Albu,Adam Milmo,Michael Johnson,Aidan Reardon,Kevin Kent,Edgars Turiņš,David Johnston,Patrick Schmitz,Diogo Freitas,Timo Varis,James Jennings,Nicholas Taylor,Damon Peterson,Craig Jackson,Billy Williams,Brandon Silva,Dillon Stanley,Trevor Booker,Michael Crawford,Malcolm Chambers,Peter Cook,Karoly Molnár,Francisco Guajardo,Bjorn Kjóisdóttir,Dennis Lyons,Josh Boyce,Ryan Hubbard,Leslie Moore,Kaur Tamm,Klaus Frühwirth,Vasile Tomescu,Austin Love,Timothy Hamilton,Travis Callahan,Cole Smith,Kevin Roberts,Andrew Collins,Chad Jones,Tyler Maughan,Frank Cole,Casey Gutierrez,Andre White,Widodo Ramadan,Brian Charles,Samuel Gates,Gareth Saunders,Philippe Cordier,Erik Gonzalez,Satoshi Inoue,Logan Odonnell,Martin Simmons,Damian McGinty,Jordan Evans,Kaur Lember,William Ortega,Robert Jones,Nuno Antunes,Christopher Dudley,Duane Wood,Luis Fuertes,Craig Smith,Jose Zimmerman,Kieran Day,Allen Weiss,Manuel Manning,Milan Krúpová,Anthony Reid,Simon Wilson,Jozsef Horváth,Joseph Black,Adam Franco,Charles Leonard,Nathan Banks,Michael Wenger,Jose Godoy,Daniel Whitaker,Jonathan Thompson,Jay Roberts,Sean-Paul Hosey,Tomas Brožová,Bernard Godfrey,Peter Schramm,Terence Heaney,Elliott Phillips,Charles Mosley,Carlos Pedrero,Pierre Lebon,Michael Gordon,Milan Paľovčík,Kazuki Tanaka,Zachary Patel,Jan Beeckman,Eric Walters,Paulo Souza,Steven Keller,Tomasz Cegła,Hendro Kurniawan,Dean Taylor,Ante Jerič,Reuben Comber,Thomas Rogers,Jonas Gailius,Robert Rodriguez,Stephen Smith,Jonathan Johnson,Jesse Daugherty,Michael Nash,Adam Bryant,Drew Rangel,Walter Randolph,Piet Vanneste,Dylan Edwards,Michael Daniel,Steven Montgomery,Paul Flores,Michael Silva,Michael Brooks,Manfred Hahn,Karl Svensson,Kazys Nausėda,Brian Martinez,Philippe Toussaint,Kenneth Miller,Kirk McDade,Thomas Black
3_20,Major #2,AGA Championship,Vasile Tomescu,Mark Estrada,Travis Callahan,Karoly Molnár,William Ortega,Jeffery Williams,David Kennedy,David Munoz,Malcolm Chambers,Ethan Cox,Chad Jones,Darius Grimes,Andrew Collins,Joe Heath,Cole Smith,Michael Crawford,Kevin Kent,Timothy Hamilton,Michael Davis,Gareth Saunders,Christopher Dudley,Michael Johnson,Francisco Guajardo,Ryan Hubbard,Tomas Brožová,Frank Cole,Patrick Schmitz,Anthony Reid,Timo Varis,Callum Davison,Klaus Frühwirth,Milan Paľovčík,Duncan Wood,Constantin Albu,Nuno Antunes,Jonas Gailius,Jan Beeckman,Edgars Turiņš,Michael Gordon,James Dennis,Deaglan Brannelly,Adam Franco,Zachary Patel,Michael Wenger,Sean Taylor,Austin Love,Casey Gutierrez,Thomas Rogers,Milan Krúpová,Randall Miller,Kaur Tamm,Jeremy Freeman,Manuel Manning,Andre White,Leslie Moore,David Johnston,Bjorn Kjóisdóttir,Dennis Lyons,Jose Lucero,Allen Weiss,Michael Nash,Widodo Ramadan,Craig Smith,Elliott Phillips,Kyle Morales,Logan Odonnell,Jesse West,Nicholas Taylor,Robert Jones,Simon Wilson,Dillon Stanley,Aaron Doyle,Nathan Banks,Charles Leonard,Daniel Whitaker,Terence Heaney,Martin Simmons,Eric Walters,Kaur Lember,Michael Brooks,Steven Keller,David Ruiz,Tomasz Cegła,Aidan Reardon,Kenneth Miller,Billy Williams,Josh Boyce,Robert Lee,Mark Perry,Ante Jerič,Luke Clark,Trevor Booker,Philippe Cordier,Brian Charles,Joseph Black,Duane Wood,Peter Cook,Jonathan Johnson,Jordan Evans,Diogo Freitas,Craig Jackson,Jozsef Horváth,Harry Miles,Jose Godoy,Paul Flores,Adam Milmo,Luis Arranz,Carlos Pedrero,Philippe Toussaint,James Jennings,Sean-Paul Hosey,Jay Roberts,Damian McGinty,Michael Silva,Damon Peterson,Tyler Maughan,Bernard Godfrey,Walter Randolph,Jose Zimmerman,Brandon Silva,Kieran Day,Piet Vanneste,Luis Fuertes,Kevin Roberts,Dylan Edwards,Reuben Comber,Samuel Gates,Adam Bryant,Satoshi Inoue,Kazys Nausėda,Michael Daniel,Erik Gonzalez,Jonathan Thompson,Karl Svensson,Jesse Daugherty,Robert Rodriguez,Stephen Smith,Manfred Hahn,Steven Montgomery,Paulo Souza,Charles Mosley,Brian Martinez,Kazuki Tanaka,Hendro Kurniawan,Pierre Lebon,Peter Schramm,Kirk McDade,Drew Rangel,Dean Taylor,Thomas Black
