id,name,age,nationality,driving_power,driving_accuracy,approach_accuracy,short_game,putting,composure,confidence,focus,risk_tolerance,mental_fatigue,consistency,resilience,current_status,introduction_season
2368,Danny Taylor,20,Scotland,75.26581740620362,88.72144554009094,77.6778780383415,74.79751975762673,75.94225783372184,84.50576427239832,73.17290934392058,71.76952292872303,71.14989876426726,32.879243523877726,91.29108074585024,64.45195616724051,active,9
2369,Michael Sorgatz,22,Germany,83.44032516984669,61.76326921856325,72.90068616123531,68.1177526764402,73.08470121608654,70.9328247195603,86.74215633102801,80.09365195159899,45.06410143239839,38.26062701399607,54.74160741666857,76.21850266949852,active,9
2370,Tyrone Payne,23,USA,33.33456688374991,73.88323664052078,68.92809032767966,42.16858852674003,78.32698045614052,52.545762300502005,46.53294933782544,63.854196049875576,64.6383836414872,45.057345057913224,70.30437560174548,46.29978044013288,inactive,9
2371,Matthew Parks,20,USA,50.27973287584988,39.60896103308406,85.46913296563544,34.251121552120765,33.30490365940063,35.26497811933309,81.34580226609575,82.87759726326883,38.61998718732731,37.02175065744485,70.79006253513288,33.44935084015593,inactive,9
2372,Hugh Middleton,22,England,44.97239519394108,32.66663370281799,36.21344994301322,58.01161071305532,38.0278920969953,37.80059349787996,51.32591659120966,35.4201193384037,55.804759000340255,78.99360365667216,35.65352536690631,66.1851825345222,inactive,9
2373,Henry Kelly,21,USA,65.01751555335927,70.98464028717046,44.24419404238913,75.02451981443153,55.897583879343685,79.56964005921938,60.82054381914123,76.33237958192623,54.5500138585958,71.98758834348689,68.92720290888931,90.21891612752995,inactive,9
2374,Marc Marks,22,USA,78.63168487216512,46.58906810407916,66.02990671108186,94.95168881777671,72.5678132662407,57.68355233642145,87.46091992231322,42.051440060961454,62.45626874898978,90.59564050023305,56.42209016861334,63.28474005271811,inactive,9
2375,Gary Allison,22,USA,56.0333172158153,84.06804128790863,53.6290777544158,60.95549393530519,88.2834173806344,81.55226423035056,50.02501732375677,53.215700426482506,32.51031304789681,80.58205432463873,59.437382323106746,67.12988577296773,inactive,9
2376,Charlie Renehan,22,Ireland,47.919696829502065,62.25270815465286,61.18986400262183,33.098284410425634,80.92449091260252,87.66345207693743,54.77308232126279,57.047301289951164,24.608974795519206,80.21556689045835,87.61171467229252,92.06857819670654,inactive,9
2377,Yuto Matsumoto,23,Japan,80.39906026244208,39.58580634511667,72.23160895741245,41.865974462246996,32.60553910376044,31.053410071749123,42.69197752158844,70.42093087697373,39.38794196053031,35.527860246516816,63.82288827597474,79.55677615818294,inactive,9
2378,Brian Robertson,21,USA,61.54386458890271,33.0888861573088,47.026710066935294,46.027301396470804,45.36877477835135,92.43606806738502,83.90987565218329,90.86230561278947,84.22009134050988,94.2809814083257,63.20924159970848,75.0620229005097,inactive,9
2379,Seth Stephens,22,South Africa,62.84299960807172,34.58758353041014,83.93560770949136,56.40049402160466,63.21513539003345,87.21233712557867,75.43400649082,52.497348795769945,37.53810684283424,32.40372407013847,71.59328520679064,35.75414792174447,inactive,9
2380,Kenneth Stokes,23,Ireland,77.42345071891778,36.86745722779291,63.434289332706385,74.94805402400053,59.85416250494315,87.92597966252336,49.78407255296096,79.93532183404446,77.1030803526096,36.74365563736322,34.45916615563739,81.63375439208247,inactive,9
2381,Johnny Neal,20,Australia,40.61424603796826,78.21323917791071,65.78190721845587,31.489016782206562,50.95919856333089,38.35659919175295,78.85668811690206,39.900112398058155,61.11039766811888,53.738412440684016,34.090614202558825,47.63012243598213,inactive,9
2382,Jonathan Flores,22,USA,52.88564477988949,47.424831844528285,49.78438742377665,78.51538550763584,50.71157589245259,76.77957049743247,41.25872564999055,61.09070068497846,59.335739914650034,68.25201176817853,71.7193695640242,78.2396048423956,inactive,9
2383,John Strickland,21,South Africa,75.92332532201934,39.88338373843368,56.921609280773794,88.67267593600792,87.48751974949616,43.462636781682534,70.13547224657586,46.96138170462456,60.69755186009561,36.34537439835511,90.60377570829841,44.79714878213815,inactive,9
2384,Victor Jennings,23,Scotland,68.10949364995261,34.68277285864802,75.45744786505807,52.55894418454916,74.4429668251515,62.33384520454973,63.73217141102587,52.39366932184436,60.19386185228467,56.39819195218365,42.59657582948348,71.9856460368984,inactive,9
2385,Michael Hall,21,USA,67.15546971843946,61.725707953167785,78.87471108250236,82.92192048187391,84.0283237923169,44.44671231605747,60.35051869629562,35.32940151156372,50.09111679205593,59.6625353506095,64.87155936717838,40.976802034537485,inactive,9
2386,Giuseppe Bernardini,23,Italy,38.05700944108376,55.51580368929487,82.89698195631587,80.37164059602468,40.50920085018491,67.69932547730558,55.28579335905072,77.18169582195787,68.5327481859044,66.64636239005901,88.9215940334191,61.244135026160045,inactive,9
2387,Cory Davis,20,USA,69.75545852292005,65.43142374597332,94.86303916295877,62.695546836811396,46.30135422234222,60.53248049860305,49.29187316989129,65.34089979890496,57.04821441599692,31.38556750571791,42.198734102120525,63.65307826300275,inactive,9
2388,Joshua Church,23,USA,55.22155538105872,61.4081893235378,69.29891712940741,92.39080466867269,81.60038341011261,64.03957869562308,45.50186446724862,85.35252065719067,79.61207368821661,57.02665630392846,81.86383610956699,66.33011998250456,active,9
2389,Edward Riley,23,USA,74.32508298563266,65.77273841055059,88.5387519480517,81.3598160325206,32.88501834593913,47.314570767457084,84.39562435207634,57.78152934855643,81.61512703130026,63.68324097805468,75.6279402120947,89.66446690775547,inactive,9
2390,Ronald Wilcox,21,USA,43.280386982375745,88.05997787731106,84.205471297037,67.09255580560227,91.27456971570527,34.570411588196066,83.49730331740557,78.77139736897726,83.70244113277953,54.523278421241045,92.20569320400917,73.08958987054368,active,9
2391,Keith Williams,23,Australia,80.41637839653026,73.7329268015646,63.77958432871368,78.65764231302714,66.80153984528111,34.33060033725461,78.20580469049112,35.87660227837404,32.339968291864054,46.738287754897655,86.4793295141875,94.37585534318744,inactive,9
2392,Tony Olson,22,USA,80.69899706092548,50.942965511983346,35.05357774460998,31.543686062832197,59.16574290578023,64.9207374892032,42.979634912194044,43.78316289801101,63.195104306689004,63.793098839329076,50.06570091735374,92.8299043224885,inactive,9
2393,Juan Prieto,20,Spain,85.66018908901577,56.614866760497165,49.863781886246784,53.42252559523685,89.79795988139568,64.63355475269049,61.47278843767212,59.04515590355358,70.25986920116117,86.06096266871552,71.53249075892998,85.95848089508327,inactive,9
2394,Dale Howell,23,USA,37.361434659567294,86.72842285817737,93.28726339702735,62.41508139556129,72.75227390438752,83.09045508250998,42.135979533461864,79.19465068760795,34.97472848797991,89.76542851510091,78.85796567211608,93.46210807683346,active,9
2395,Aaron Thompson,22,Scotland,86.79318839920302,92.54652091521866,41.90658550064397,58.56499973046207,34.69078083628392,47.69920133488045,77.11744446610655,35.92362588498412,69.86200983549395,83.2340548309746,93.35116637737497,57.93076967410863,inactive,9
2396,Daniel Jordan,23,USA,75.82635565074042,43.963216734127975,88.48024056288165,61.87655424623783,34.57122494219937,84.85122077584336,75.71047109789782,56.18319010137798,32.26715836436351,37.95218907311436,32.637205830595114,61.94424255274795,inactive,9
2397,Joshua Stokes,21,USA,52.43360476013191,68.17346677534927,48.8278489323318,46.29501325973618,58.32396434283078,48.32419382417722,69.44887479619368,37.18368064014863,41.0785969951836,82.52147659336273,87.07495427841735,71.47746926509865,inactive,9
2398,Derrick Snyder,20,USA,66.27735176394256,30.28708512015041,75.52716072262365,40.348291709521355,31.953087896377273,92.78844943290137,67.33125923745516,53.85933887912823,28.725141680741423,88.9089020010389,30.256119235884235,85.4662489995251,inactive,9
2399,Joseph Brady,21,USA,48.10796250143676,61.79398261900673,44.657201651493494,59.208907397429556,91.71952085395361,82.06128876880929,79.09468350311838,90.06344860173442,62.737450595029074,43.24721795865993,80.30617901151653,67.38540009187102,inactive,9
2400,Jorge Barnes,22,USA,48.19739288563662,57.47550225176197,51.73385395051863,30.68152727929044,44.817771337967606,70.43477159177402,65.83860149561414,69.84620615685824,68.18831172567221,56.24373415064829,58.7683680069316,56.38395772330816,inactive,9
