season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
9_11,Standard Invitational #5,Standard Invitational #5,Vasile Tomescu,Mark Estrada,Danny Taylor,Milan Paľovčík,Tomas Brožová,Anders Thomsen,Oliver Smith,Antanas Žukauskas,Kevin Kent,Philip Hall,Patrick Schmitz,Conor Lee,Adam Milmo,Juan Prieto,Eric Welch,Travis Callahan,David Munoz,Manuel Manning,Juan Bird,Jason Clark,Pavel Čermák,Michael Sorgatz,Trevor Booker,Zachary Patel,Billy Williams,Michael Jäkel,Callum Davison,Aidan Reardon,Leslie Moore,Damon Peterson,Timo Varis,Aaron Doyle,Abdul Shaw,Stephen Schwartz,Diogo Freitas,Constantin Albu,Frank Miller,Mark Perry,Darrell Baker,Michael Davis,Josh Boyce,Glen Day,Duncan Wood,Terry Nguyen,Peter Miller,Anthony Reid,Christian Henry,Karoly Molnár,Daniel Whitaker,Ethan Cox,Brandon Baker,Craig Jackson,Henry Kelly,Joshua Church,John Krause,Darius Grimes,Andrew Collins,Tyler Maughan,Russell Warner,Edward Riley,Jesse West,David Morris,Jeffery Williams,Shane Harris,Randall Miller,Michael Russell,Derek Wade,Terence Heaney,Jeremy Freeman,Luke Clark,Michael Johnson,Anthony Gaines,Simon Taylor,Ronald Wilcox,Peter Steiger,Elliott Phillips,Michael Gordon,Evan Dasey,Adam Franco,Craig Smith,Charlie Renehan,Derrick Snyder,Daniel Jordan,Sean Taylor,Stephen Johnson,Dieter Köster,Daniel Rosario,Cory Davis,Luis Arranz,William Ortega,Jose Lucero,Francisco Guajardo,Timothy Hamilton,Nathan Banks,Macauley McCluskey,Michael Crawford,Dale Howell,Seth Stephens,Kenneth Stokes,Bryan Washington,Kevin Rowe,Mariusz Machowicz,Harry Miles,Kyle Morales,Bjorn Kjóisdóttir,Ryan Hubbard,Huynh Phạm,Marc Marks,Dennis Lyons,Christian Henry,Charles Leonard,Martin Simmons,Matthew Parks,Aaron Thompson,Tony Olson,Chad Jones,Keith Williams,Priit Nõmmik,Joe Heath,Max Cartwright,Brian Robertson,Joshua Stokes,Jorge Barnes,Giuseppe Bernardini,Kevin Hensley,John Strickland,Eric Blake,Michael Hall,Tyrone Payne,Andreas Weinhage,James Dennis,Gary Allison,Joseph Brady,Juan Gaytán,Constantin Stănescu,Victor Jennings,Jonathan Flores,James Jennings,Patrick Watts,David Johnston,Kaur Tamm,David Garcia,Steven Keller,Lewis Glazier,Shaun Burns,Yuto Matsumoto,Johnny Neal,Mikael Selin,Michel Auger,Hugh Middleton
9_12,Standard Event #12,Standard Event #12,Travis Callahan,Michael Crawford,Ethan Cox,Juan Bird,Christian Henry,Luis Arranz,Eric Welch,Pavel Čermák,John Krause,Danny Taylor,Tyler Maughan,Billy Williams,Elliott Phillips,Mark Perry,Darius Grimes,David Morris,Terry Nguyen,Shane Harris,Patrick Schmitz,Luke Clark,Jesse West,Kevin Hensley,Brandon Baker,David Munoz,Sean Taylor,Dale Howell,Abdul Shaw,Tomas Brožová,Mariusz Machowicz,James Jennings,Jose Lucero,Terence Heaney,Huynh Phạm,Russell Warner,David Garcia,Seth Stephens,Antanas Žukauskas,Francisco Guajardo,Joshua Church,Mark Estrada,Michael Davis,Darrell Baker,Michael Jäkel,Joe Heath,Michael Hall,Milan Paľovčík,Marc Marks,Giuseppe Bernardini,Duncan Wood,Vasile Tomescu,Constantin Stănescu,Karoly Molnár,David Johnston,Andreas Weinhage,Tyrone Payne,Oliver Smith,Dieter Köster,Leslie Moore,Kaur Tamm,Randall Miller,William Ortega,Peter Miller,Philip Hall,Jason Clark,Simon Taylor,Chad Jones,Charles Leonard,Harry Miles,Adam Franco,Stephen Johnson,Joseph Brady,Zachary Patel,Bryan Washington,Kevin Rowe,Cory Davis,Tony Olson,Martin Simmons,Jorge Barnes,Ronald Wilcox,Steven Keller,Glen Day,Bjorn Kjóisdóttir,Kyle Morales,Macauley McCluskey,Michel Auger,Adam Milmo,Aaron Doyle,Manuel Manning,Dennis Lyons,Timo Varis,Kevin Kent,Edward Riley,Victor Jennings,Daniel Whitaker,Andrew Collins,Keith Williams,Craig Smith,John Strickland,Josh Boyce,Juan Gaytán,Max Cartwright,Charlie Renehan,Jeffery Williams,Michael Russell,Anthony Reid,Ryan Hubbard,Anthony Gaines,Stephen Schwartz,Michael Sorgatz,Constantin Albu,Daniel Jordan,Anders Thomsen,James Dennis,Trevor Booker,Lewis Glazier,Daniel Rosario,Peter Steiger,Michael Gordon,Michael Johnson,Derek Wade,Conor Lee,Gary Allison,Craig Jackson,Brian Robertson,Damon Peterson,Aidan Reardon,Jeremy Freeman,Priit Nõmmik,Diogo Freitas,Joshua Stokes,Patrick Watts,Evan Dasey,Timothy Hamilton,Mikael Selin,Henry Kelly,Kenneth Stokes,Aaron Thompson,Nathan Banks,Christian Henry,Jonathan Flores,Callum Davison,Juan Prieto,Frank Miller,Derrick Snyder,Eric Blake,Shaun Burns,Johnny Neal,Matthew Parks,Yuto Matsumoto,Hugh Middleton
9_13,Standard Invitational #6,Standard Invitational #6,Kevin Kent,Joe Heath,Danny Taylor,Aidan Reardon,William Ortega,Abdul Shaw,Leslie Moore,Jose Lucero,Kyle Morales,Oliver Smith,Jesse West,Juan Bird,Travis Callahan,Timo Varis,Stephen Schwartz,Vasile Tomescu,Damon Peterson,Philip Hall,Randall Miller,Francisco Guajardo,Mark Estrada,Michael Sorgatz,Giuseppe Bernardini,Eric Welch,Bjorn Kjóisdóttir,Gary Allison,Callum Davison,Diogo Freitas,Adam Milmo,Mariusz Machowicz,Michael Johnson,Brandon Baker,Anthony Reid,Daniel Whitaker,Elliott Phillips,Adam Franco,Kenneth Stokes,Harry Miles,Dieter Köster,Karoly Molnár,Andrew Collins,Craig Jackson,Charles Leonard,Frank Miller,Manuel Manning,Darius Grimes,James Jennings,Martin Simmons,Charlie Renehan,Ethan Cox,Joshua Stokes,Michael Hall,Juan Gaytán,Kaur Tamm,Michael Davis,Timothy Hamilton,Tomas Brožová,Luke Clark,Shane Harris,Constantin Albu,Macauley McCluskey,Christian Henry,Evan Dasey,Tyrone Payne,Michael Crawford,David Morris,Milan Paľovčík,Craig Smith,Pavel Čermák,Aaron Doyle,Kevin Hensley,Juan Prieto,Zachary Patel,Peter Steiger,Andreas Weinhage,Jeffery Williams,Michael Russell,Kevin Rowe,Conor Lee,Luis Arranz,Terence Heaney,Dennis Lyons,James Dennis,Patrick Watts,Stephen Johnson,Derrick Snyder,Joseph Brady,Aaron Thompson,Tyler Maughan,Marc Marks,Lewis Glazier,Bryan Washington,Simon Taylor,Sean Taylor,Anthony Gaines,Russell Warner,John Krause,Nathan Banks,Chad Jones,Joshua Church,Derek Wade,Ronald Wilcox,Duncan Wood,Jonathan Flores,Daniel Rosario,Ryan Hubbard,Eric Blake,Darrell Baker,Peter Miller,Mikael Selin,Steven Keller,Priit Nõmmik,Patrick Schmitz,Keith Williams,Anders Thomsen,Mark Perry,Antanas Žukauskas,Christian Henry,Josh Boyce,Constantin Stănescu,Terry Nguyen,Michael Jäkel,Victor Jennings,Trevor Booker,John Strickland,Johnny Neal,Dale Howell,Cory Davis,Daniel Jordan,Jeremy Freeman,David Garcia,Max Cartwright,Michael Gordon,Brian Robertson,Billy Williams,Henry Kelly,David Munoz,David Johnston,Glen Day,Huynh Phạm,Jason Clark,Seth Stephens,Edward Riley,Shaun Burns,Tony Olson,Matthew Parks,Jorge Barnes,Michel Auger,Yuto Matsumoto,Hugh Middleton
9_14,Standard Event #14,Standard Event #14,Jesse West,Leslie Moore,Luke Clark,Joe Heath,Darius Grimes,Daniel Whitaker,David Johnston,James Dennis,Francisco Guajardo,Eric Welch,Patrick Schmitz,Michael Davis,Bryan Washington,Conor Lee,Randall Miller,Abdul Shaw,Stephen Johnson,Kevin Kent,Zachary Patel,Sean Taylor,Jeremy Freeman,Oliver Smith,Stephen Schwartz,Bjorn Kjóisdóttir,Craig Smith,Aaron Doyle,Mariusz Machowicz,Craig Jackson,Brandon Baker,Vasile Tomescu,Tomas Brožová,Peter Steiger,Dennis Lyons,Mark Estrada,Adam Franco,Steven Keller,Jason Clark,Trevor Booker,Anthony Reid,David Garcia,Derek Wade,Michael Crawford,Martin Simmons,Manuel Manning,Andreas Weinhage,Milan Paľovčík,Danny Taylor,Philip Hall,Anders Thomsen,Peter Miller,Juan Gaytán,Michael Russell,Kevin Rowe,Terry Nguyen,Pavel Čermák,Dieter Köster,Huynh Phạm,John Strickland,Elliott Phillips,Kyle Morales,Diogo Freitas,David Morris,Michael Johnson,Harry Miles,Evan Dasey,Marc Marks,Constantin Stănescu,Michel Auger,Giuseppe Bernardini,Ethan Cox,Christian Henry,Antanas Žukauskas,James Jennings,Josh Boyce,Darrell Baker,Russell Warner,Tyler Maughan,William Ortega,Joseph Brady,Travis Callahan,Charles Leonard,Cory Davis,Billy Williams,Mark Perry,Karoly Molnár,Macauley McCluskey,Andrew Collins,Michael Sorgatz,Michael Jäkel,Nathan Banks,John Krause,Charlie Renehan,Michael Hall,David Munoz,Jonathan Flores,Constantin Albu,Yuto Matsumoto,Timo Varis,Kevin Hensley,Adam Milmo,Mikael Selin,Daniel Rosario,Frank Miller,Juan Bird,Johnny Neal,Glen Day,Seth Stephens,Christian Henry,Luis Arranz,Lewis Glazier,Keith Williams,Jeffery Williams,Ryan Hubbard,Tyrone Payne,Tony Olson,Daniel Jordan,Chad Jones,Shane Harris,Brian Robertson,Ronald Wilcox,Derrick Snyder,Damon Peterson,Matthew Parks,Callum Davison,Dale Howell,Terence Heaney,Juan Prieto,Aidan Reardon,Edward Riley,Jorge Barnes,Aaron Thompson,Joshua Church,Hugh Middleton,Duncan Wood,Kenneth Stokes,Jose Lucero,Henry Kelly,Joshua Stokes,Timothy Hamilton,Michael Gordon,Gary Allison,Simon Taylor,Anthony Gaines,Victor Jennings,Kaur Tamm,Shaun Burns,Eric Blake,Patrick Watts,Priit Nõmmik,Max Cartwright
9_15,Major #1,Sovereign Tournament,Dale Howell,Darrell Baker,Mark Estrada,Eric Welch,Philip Hall,David Garcia,Jesse West,Tomas Brožová,Pavel Čermák,Adam Milmo,David Johnston,David Morris,Callum Davison,Craig Smith,Timo Varis,Harry Miles,Joe Heath,Abdul Shaw,Conor Lee,Kevin Kent,Ronald Wilcox,Patrick Schmitz,Anders Thomsen,Zachary Patel,Andrew Collins,Bryan Washington,Charles Leonard,Chad Jones,Macauley McCluskey,Timothy Hamilton,Daniel Rosario,Damon Peterson,Michael Russell,Evan Dasey,Daniel Whitaker,Michael Hall,Juan Gaytán,Jeremy Freeman,Kevin Hensley,Billy Williams,Craig Jackson,Stephen Schwartz,David Munoz,Christian Henry,Michael Johnson,Jose Lucero,Bjorn Kjóisdóttir,Anthony Reid,Duncan Wood,Martin Simmons,Derrick Snyder,Christian Henry,Lewis Glazier,Max Cartwright,Stephen Johnson,Juan Bird,Marc Marks,Ethan Cox,Mariusz Machowicz,Manuel Manning,William Ortega,Trevor Booker,Joseph Brady,Brian Robertson,Keith Williams,Derek Wade,Antanas Žukauskas,Michael Crawford,Cory Davis,Aaron Doyle,Steven Keller,Michael Jäkel,Dennis Lyons,Darius Grimes,Francisco Guajardo,Charlie Renehan,Daniel Jordan,Patrick Watts,Kaur Tamm,Anthony Gaines,Ryan Hubbard,Joshua Church,Jeffery Williams,Jason Clark,Edward Riley,Michael Davis,Kenneth Stokes,Michael Sorgatz,Danny Taylor,Matthew Parks,Tyler Maughan,Terry Nguyen,James Dennis,Andreas Weinhage,Terence Heaney,Glen Day,Henry Kelly,Nathan Banks,Luis Arranz,Milan Paľovčík,Kyle Morales,Vasile Tomescu,Shane Harris,James Jennings,Diogo Freitas,Peter Steiger,Constantin Stănescu,Aidan Reardon,Tony Olson,Peter Miller,Karoly Molnár,Victor Jennings,Leslie Moore,Kevin Rowe,Gary Allison,Sean Taylor,Simon Taylor,Michael Gordon,Randall Miller,Luke Clark,John Strickland,Tyrone Payne,Russell Warner,Aaron Thompson,Priit Nõmmik,Michel Auger,Josh Boyce,Elliott Phillips,John Krause,Constantin Albu,Juan Prieto,Travis Callahan,Huynh Phạm,Joshua Stokes,Brandon Baker,Oliver Smith,Dieter Köster,Adam Franco,Mark Perry,Mikael Selin,Seth Stephens,Frank Miller,Giuseppe Bernardini,Eric Blake,Jonathan Flores,Yuto Matsumoto,Shaun Burns,Jorge Barnes,Johnny Neal,Hugh Middleton
9_16,Standard Event #16,Standard Event #16,Kevin Kent,Aidan Reardon,James Jennings,Darius Grimes,Danny Taylor,Bjorn Kjóisdóttir,Michael Davis,Luis Arranz,Terence Heaney,Evan Dasey,Manuel Manning,Macauley McCluskey,Dale Howell,Zachary Patel,Charles Leonard,Conor Lee,Luke Clark,Francisco Guajardo,Vasile Tomescu,Constantin Albu,Michael Gordon,Jeremy Freeman,Jose Lucero,Leslie Moore,Mariusz Machowicz,Russell Warner,Michael Johnson,John Krause,Darrell Baker,David Garcia,Philip Hall,Juan Bird,Michael Jäkel,Craig Smith,Ethan Cox,Tyler Maughan,Chad Jones,Stephen Schwartz,Eric Welch,Adam Franco,Constantin Stănescu,Terry Nguyen,Peter Steiger,Marc Marks,Christian Henry,Charlie Renehan,Travis Callahan,Derek Wade,Lewis Glazier,Huynh Phạm,Karoly Molnár,Bryan Washington,Adam Milmo,Joseph Brady,Simon Taylor,Mark Estrada,Daniel Whitaker,Gary Allison,Jesse West,Joe Heath,Elliott Phillips,Callum Davison,Juan Gaytán,Andrew Collins,Kyle Morales,Kevin Hensley,Dennis Lyons,Brian Robertson,Antanas Žukauskas,John Strickland,Derrick Snyder,Keith Williams,Damon Peterson,Michael Russell,Mikael Selin,Michael Sorgatz,Duncan Wood,Joshua Church,Anthony Reid,Billy Williams,Anthony Gaines,James Dennis,Milan Paľovčík,Oliver Smith,Daniel Rosario,Kevin Rowe,Giuseppe Bernardini,Andreas Weinhage,Patrick Watts,David Munoz,Timothy Hamilton,William Ortega,Jorge Barnes,Sean Taylor,Trevor Booker,Joshua Stokes,Jeffery Williams,Harry Miles,Shane Harris,Johnny Neal,Randall Miller,Patrick Schmitz,Kaur Tamm,Christian Henry,Mark Perry,Pavel Čermák,Michael Crawford,Tyrone Payne,Priit Nõmmik,Victor Jennings,David Morris,Tomas Brožová,Jason Clark,Max Cartwright,Timo Varis,Craig Jackson,Juan Prieto,David Johnston,Abdul Shaw,Peter Miller,Diogo Freitas,Brandon Baker,Jonathan Flores,Ryan Hubbard,Frank Miller,Seth Stephens,Daniel Jordan,Steven Keller,Dieter Köster,Anders Thomsen,Martin Simmons,Edward Riley,Yuto Matsumoto,Stephen Johnson,Aaron Doyle,Josh Boyce,Glen Day,Shaun Burns,Nathan Banks,Tony Olson,Michael Hall,Ronald Wilcox,Michel Auger,Cory Davis,Kenneth Stokes,Henry Kelly,Aaron Thompson,Hugh Middleton,Matthew Parks,Eric Blake
9_17,Standard Invitational #8,Standard Invitational #8,Marc Marks,Patrick Schmitz,Aidan Reardon,Jeremy Freeman,Billy Williams,James Dennis,David Johnston,Steven Keller,Ethan Cox,Michael Crawford,Shane Harris,Adam Franco,Zachary Patel,Timo Varis,Daniel Whitaker,Conor Lee,Eric Welch,Huynh Phạm,Christian Henry,Damon Peterson,Constantin Stănescu,David Munoz,Callum Davison,Mark Perry,Luis Arranz,Martin Simmons,Kevin Kent,Michael Jäkel,Michael Gordon,Christian Henry,Francisco Guajardo,Charles Leonard,Kyle Morales,Constantin Albu,Tomas Brožová,Kevin Rowe,Nathan Banks,Stephen Schwartz,Josh Boyce,Andreas Weinhage,Dale Howell,Chad Jones,Glen Day,Bjorn Kjóisdóttir,Brian Robertson,Juan Gaytán,Peter Steiger,Giuseppe Bernardini,Michael Sorgatz,Travis Callahan,Michael Russell,Vasile Tomescu,Ronald Wilcox,Evan Dasey,Juan Bird,James Jennings,Philip Hall,Andrew Collins,Danny Taylor,Gary Allison,Sean Taylor,Michael Davis,Kaur Tamm,Luke Clark,John Strickland,Jose Lucero,Leslie Moore,Lewis Glazier,Craig Smith,Edward Riley,Derek Wade,Stephen Johnson,Cory Davis,Tyler Maughan,Peter Miller,Mariusz Machowicz,Victor Jennings,Craig Jackson,Trevor Booker,Dieter Köster,Jason Clark,David Garcia,Harry Miles,Brandon Baker,Karoly Molnár,Jeffery Williams,Michel Auger,Abdul Shaw,Milan Paľovčík,Tyrone Payne,Elliott Phillips,Joshua Stokes,Eric Blake,Darrell Baker,Oliver Smith,Dennis Lyons,Max Cartwright,John Krause,Shaun Burns,Michael Johnson,Joshua Church,Pavel Čermák,William Ortega,Anders Thomsen,Mark Estrada,Ryan Hubbard,Darius Grimes,Joseph Brady,Henry Kelly,Jesse West,Frank Miller,Diogo Freitas,Kenneth Stokes,Daniel Jordan,Daniel Rosario,Charlie Renehan,Manuel Manning,Kevin Hensley,Mikael Selin,Aaron Thompson,Patrick Watts,Tony Olson,Duncan Wood,Priit Nõmmik,Adam Milmo,David Morris,Russell Warner,Anthony Reid,Joe Heath,Jorge Barnes,Derrick Snyder,Simon Taylor,Anthony Gaines,Aaron Doyle,Timothy Hamilton,Randall Miller,Johnny Neal,Antanas Žukauskas,Macauley McCluskey,Bryan Washington,Terence Heaney,Keith Williams,Michael Hall,Terry Nguyen,Jonathan Flores,Matthew Parks,Yuto Matsumoto,Juan Prieto,Seth Stephens,Hugh Middleton
9_18,Standard Event #18,Standard Event #18,Nathan Banks,Ryan Hubbard,Tyler Maughan,Danny Taylor,Billy Williams,Callum Davison,Pavel Čermák,Diogo Freitas,Kyle Morales,Joe Heath,Kaur Tamm,Andreas Weinhage,Eric Welch,Mark Estrada,Daniel Whitaker,Leslie Moore,David Garcia,Jose Lucero,Shane Harris,David Morris,Abdul Shaw,Randall Miller,Stephen Johnson,Juan Bird,Terry Nguyen,Frank Miller,Anthony Reid,Michael Johnson,Andrew Collins,Adam Franco,Jeremy Freeman,Brandon Baker,Mariusz Machowicz,Francisco Guajardo,Travis Callahan,Aidan Reardon,Huynh Phạm,Christian Henry,Kevin Kent,William Ortega,Sean Taylor,Philip Hall,Zachary Patel,Charles Leonard,Josh Boyce,Adam Milmo,Luis Arranz,Duncan Wood,Michael Sorgatz,Anders Thomsen,Stephen Schwartz,Bryan Washington,Henry Kelly,Steven Keller,Peter Miller,David Munoz,Craig Smith,Darrell Baker,Michael Davis,Lewis Glazier,Max Cartwright,Constantin Stănescu,Conor Lee,Macauley McCluskey,Kenneth Stokes,Juan Prieto,Mikael Selin,Timothy Hamilton,Jesse West,Keith Williams,Tomas Brožová,Elliott Phillips,Giuseppe Bernardini,Milan Paľovčík,Vasile Tomescu,James Dennis,Victor Jennings,Simon Taylor,Antanas Žukauskas,Dennis Lyons,Anthony Gaines,John Krause,Christian Henry,Russell Warner,Aaron Doyle,Evan Dasey,Trevor Booker,Juan Gaytán,Ethan Cox,Bjorn Kjóisdóttir,Martin Simmons,Michael Gordon,James Jennings,Shaun Burns,Oliver Smith,Chad Jones,Priit Nõmmik,Kevin Rowe,Kevin Hensley,Constantin Albu,Dale Howell,Joshua Church,Harry Miles,Michael Russell,Patrick Schmitz,Manuel Manning,Charlie Renehan,Jeffery Williams,Peter Steiger,Jonathan Flores,Eric Blake,Darius Grimes,Ronald Wilcox,Michael Crawford,Michael Jäkel,Terence Heaney,Marc Marks,Tyrone Payne,Karoly Molnár,Mark Perry,Craig Jackson,Gary Allison,Timo Varis,Michael Hall,Edward Riley,Joseph Brady,Derrick Snyder,John Strickland,David Johnston,Cory Davis,Brian Robertson,Jorge Barnes,Luke Clark,Jason Clark,Daniel Jordan,Seth Stephens,Damon Peterson,Daniel Rosario,Glen Day,Derek Wade,Dieter Köster,Matthew Parks,Michel Auger,Aaron Thompson,Joshua Stokes,Yuto Matsumoto,Tony Olson,Patrick Watts,Johnny Neal,Hugh Middleton
9_19,Standard Invitational #9,Standard Invitational #9,Milan Paľovčík,Adam Milmo,Craig Jackson,Christian Henry,David Garcia,Terry Nguyen,Mark Estrada,Ryan Hubbard,Joseph Brady,Martin Simmons,Danny Taylor,Michael Crawford,Constantin Albu,Peter Steiger,Joe Heath,Adam Franco,Brandon Baker,John Krause,Andrew Collins,Randall Miller,Kevin Kent,Josh Boyce,Harry Miles,Daniel Rosario,Jose Lucero,Edward Riley,Stephen Schwartz,Juan Bird,Lewis Glazier,Christian Henry,Bjorn Kjóisdóttir,Aaron Doyle,Damon Peterson,Daniel Whitaker,Michael Hall,Francisco Guajardo,Travis Callahan,Pavel Čermák,Conor Lee,Constantin Stănescu,Antanas Žukauskas,Dale Howell,James Dennis,Chad Jones,Kevin Hensley,Timo Varis,Elliott Phillips,Michael Sorgatz,Dennis Lyons,David Morris,Zachary Patel,Darrell Baker,Mikael Selin,Russell Warner,Michael Russell,Abdul Shaw,Vasile Tomescu,Philip Hall,Michael Johnson,Leslie Moore,Karoly Molnár,Terence Heaney,Manuel Manning,Billy Williams,Dieter Köster,Nathan Banks,Huynh Phạm,John Strickland,Sean Taylor,Callum Davison,Mark Perry,Bryan Washington,Jason Clark,Tyrone Payne,Shane Harris,Max Cartwright,Joshua Church,Kevin Rowe,Jeffery Williams,Kenneth Stokes,Juan Prieto,Ronald Wilcox,Charlie Renehan,Jesse West,Luke Clark,Brian Robertson,Eric Welch,Darius Grimes,Diogo Freitas,Peter Miller,Michael Davis,David Johnston,Tomas Brožová,Keith Williams,James Jennings,Michael Jäkel,Juan Gaytán,Trevor Booker,Aidan Reardon,Derek Wade,Luis Arranz,Patrick Schmitz,Frank Miller,Eric Blake,Craig Smith,Anders Thomsen,Andreas Weinhage,Victor Jennings,Aaron Thompson,Anthony Gaines,Kaur Tamm,Ethan Cox,Duncan Wood,Kyle Morales,Timothy Hamilton,Oliver Smith,Patrick Watts,Stephen Johnson,Macauley McCluskey,Tyler Maughan,Yuto Matsumoto,William Ortega,Michael Gordon,Joshua Stokes,Giuseppe Bernardini,Anthony Reid,David Munoz,Tony Olson,Jeremy Freeman,Evan Dasey,Mariusz Machowicz,Jorge Barnes,Gary Allison,Steven Keller,Priit Nõmmik,Charles Leonard,Seth Stephens,Matthew Parks,Derrick Snyder,Marc Marks,Henry Kelly,Cory Davis,Shaun Burns,Glen Day,Simon Taylor,Daniel Jordan,Michel Auger,Hugh Middleton,Johnny Neal,Jonathan Flores
9_20,Major #2,AGA Championship,Adam Milmo,Dennis Lyons,James Jennings,James Dennis,Manuel Manning,Bjorn Kjóisdóttir,Darius Grimes,Duncan Wood,Joe Heath,Nathan Banks,Stephen Johnson,Patrick Schmitz,Terence Heaney,Andrew Collins,Aaron Thompson,Macauley McCluskey,Shane Harris,Bryan Washington,Aaron Doyle,Conor Lee,Aidan Reardon,Frank Miller,Luis Arranz,Juan Bird,Mariusz Machowicz,Michael Sorgatz,William Ortega,Harry Miles,Priit Nõmmik,Dale Howell,Glen Day,Jeremy Freeman,Kevin Hensley,Anders Thomsen,Antanas Žukauskas,Mark Estrada,Kevin Kent,Timo Varis,Gary Allison,Russell Warner,David Morris,Oliver Smith,Ethan Cox,Travis Callahan,Stephen Schwartz,Kaur Tamm,Pavel Čermák,David Garcia,Kenneth Stokes,Daniel Whitaker,Leslie Moore,Josh Boyce,Kyle Morales,Danny Taylor,Jesse West,Randall Miller,Martin Simmons,Constantin Albu,Adam Franco,Chad Jones,David Johnston,Eric Welch,Karoly Molnár,Juan Gaytán,Huynh Phạm,Brandon Baker,Constantin Stănescu,Joshua Church,Vasile Tomescu,Diogo Freitas,Michael Crawford,Christian Henry,Philip Hall,Anthony Gaines,Daniel Rosario,Michael Russell,Tyler Maughan,Jose Lucero,Abdul Shaw,Charles Leonard,Peter Steiger,Elliott Phillips,Joseph Brady,Andreas Weinhage,Lewis Glazier,Terry Nguyen,Dieter Köster,Michael Davis,Edward Riley,Milan Paľovčík,Damon Peterson,Sean Taylor,Jorge Barnes,Shaun Burns,Tomas Brožová,David Munoz,Jason Clark,Derek Wade,Johnny Neal,Timothy Hamilton,Marc Marks,Jeffery Williams,Keith Williams,Ryan Hubbard,Billy Williams,Anthony Reid,Luke Clark,Eric Blake,Victor Jennings,John Krause,Seth Stephens,Zachary Patel,Darrell Baker,Jonathan Flores,Christian Henry,Craig Smith,Michael Jäkel,Michael Hall,Trevor Booker,Francisco Guajardo,Mark Perry,Steven Keller,Kevin Rowe,Matthew Parks,Peter Miller,Michael Johnson,Juan Prieto,Craig Jackson,Callum Davison,Charlie Renehan,Derrick Snyder,John Strickland,Michel Auger,Yuto Matsumoto,Ronald Wilcox,Henry Kelly,Michael Gordon,Tyrone Payne,Evan Dasey,Giuseppe Bernardini,Max Cartwright,Simon Taylor,Daniel Jordan,Mikael Selin,Cory Davis,Patrick Watts,Brian Robertson,Tony Olson,Joshua Stokes,Hugh Middleton
9_21,Standard Invitational #10,Standard Invitational #10,James Jennings,Anthony Gaines,Anders Thomsen,Tyler Maughan,Bjorn Kjóisdóttir,Leslie Moore,Craig Smith,Shane Harris,Evan Dasey,Ronald Wilcox,Karoly Molnár,James Dennis,Zachary Patel,Peter Steiger,Michael Jäkel,Luke Clark,Andreas Weinhage,Steven Keller,Martin Simmons,Andrew Collins,Russell Warner,Stephen Schwartz,Aidan Reardon,David Morris,Damon Peterson,Jose Lucero,Adam Franco,Dennis Lyons,Kevin Kent,Constantin Albu,Daniel Jordan,William Ortega,Timo Varis,Luis Arranz,Daniel Whitaker,Patrick Schmitz,Joseph Brady,Billy Williams,Ryan Hubbard,Oliver Smith,Jeffery Williams,Danny Taylor,Abdul Shaw,Anthony Reid,Juan Bird,Darius Grimes,Stephen Johnson,Craig Jackson,Brian Robertson,Charlie Renehan,Ethan Cox,Vasile Tomescu,Philip Hall,Constantin Stănescu,Michael Davis,Juan Gaytán,Joshua Church,Mark Perry,Seth Stephens,Shaun Burns,Jesse West,John Strickland,Charles Leonard,Dale Howell,Jeremy Freeman,Joe Heath,Mariusz Machowicz,Christian Henry,Simon Taylor,Jason Clark,Kaur Tamm,Josh Boyce,Milan Paľovčík,Patrick Watts,David Munoz,Daniel Rosario,David Johnston,Michael Sorgatz,Derek Wade,Mark Estrada,Harry Miles,Juan Prieto,Terry Nguyen,Randall Miller,Antanas Žukauskas,Darrell Baker,Brandon Baker,Michael Crawford,Manuel Manning,Kyle Morales,Adam Milmo,Glen Day,Aaron Doyle,Tyrone Payne,Travis Callahan,Michael Gordon,Victor Jennings,Eric Welch,Duncan Wood,Bryan Washington,Aaron Thompson,Sean Taylor,Diogo Freitas,Huynh Phạm,Kevin Hensley,Joshua Stokes,Tomas Brožová,Frank Miller,Yuto Matsumoto,Callum Davison,Pavel Čermák,Conor Lee,Timothy Hamilton,Marc Marks,Johnny Neal,Dieter Köster,Giuseppe Bernardini,Elliott Phillips,Michael Johnson,Nathan Banks,Chad Jones,Christian Henry,Kevin Rowe,David Garcia,Michael Russell,Derrick Snyder,Keith Williams,Trevor Booker,Jorge Barnes,John Krause,Michael Hall,Francisco Guajardo,Edward Riley,Priit Nõmmik,Terence Heaney,Macauley McCluskey,Michel Auger,Henry Kelly,Gary Allison,Kenneth Stokes,Peter Miller,Max Cartwright,Mikael Selin,Cory Davis,Lewis Glazier,Tony Olson,Matthew Parks,Jonathan Flores,Eric Blake,Hugh Middleton
