season_event,event_type,event_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
2_11,Standard Invitational #5,Standard Invitational #5,Randall Miller,Leslie Moore,Aaron Doyle,Constantin Albu,Darius Grimes,Jozsef Horváth,Andrew Collins,Klaus Frühwirth,David Munoz,Travis Callahan,Samuel Gates,Vasile Tomescu,Jose Lucero,Diogo Freitas,Duncan Wood,Tomas Brožová,Trevor Booker,Callum Davison,Aidan Reardon,Bjorn Kjóisdóttir,Christopher Dudley,Jeffery Williams,Josh Boyce,Adam Milmo,Dillon Stanley,Craig Jackson,Kyle Morales,Adam Franco,Kevin Kent,Ryan Hubbard,Malcolm Chambers,Ethan Mann,Tomasz Cegła,Patrick Schmitz,Michael Johnson,Nathan Banks,Milan Paľovčík,Mark Perry,Michael Gordon,Ethan Cox,Mark Estrada,James Jennings,Andre White,Michael Davis,Zachary Patel,Gareth Saunders,Erik Gonzalez,Reuben Comber,Jeremy Freeman,Ante Jerič,Frank Cole,James Dyer,Tyler Maughan,Klaus Reindl,Dylan Edwards,Casey Gutierrez,Jonathan Thompson,Luke Clark,Kevin Roberts,Tony Allen,Charles Leonard,Timothy Best,Luis Fuertes,Harry Miles,Robert Jones,Timothy Hamilton,Stephen Robinson,Elliott Phillips,Joe Heath,Feargal Hanley,Jordan Powers,William Williams,Francisco Guajardo,Daniel Townsend,Ferenc Kiss,Dennis Lyons,David Arreola,Anthony Reid,Luis Arranz,Michael Griffith,Charles Wilson,Kaur Tamm,Geoffrey Miller,Terence Heaney,James Frazier,Chad Jones,Robert Lee,Widodo Ramadan,Damon Peterson,Sean Taylor,Karoly Molnár,Austin Love,Jermaine Foster,Erik Palmer,Charles Smith,Peter Cook,Michael Nash,Martin Simmons,Kieran Day,Jesse West,Logan Odonnell,Marc Rodriguez,Nuno Antunes,Manuel Manning,Steven Acosta,Deaglan Brannelly,Mati Soosaar,Steven Keller,Duane Wood,Daniel Whitaker,James Dennis,David Johnston,Francois Landry,Erik Brandt,Gavin Potter,Edgars Turiņš,Nicholas Taylor,William Ortega,Cole Smith,Jay Montoya,Mike Harris,Thomas Rogers,Richard Wilkins,David Ruiz,Raivo Rosin,Timo Varis,Lewis Jones,Michael Crawford,Daniel Wagner,Francois Lebon,Billy Williams,Hans Otto,Edwin Mercer,Peter Heß,Gary Jacobson,Dieter Mentzel,David Kennedy,Francisco Silva,Peteris Krēsliņa,Mark Hanson,Dragan Orlić,Pedro Fuller,Anthony Evans,Hans Rogge,Matthew Bond,Jonathan King,Roger Garner,Timothy Kaiser,George Stokes,Blake West
2_12,Standard Event #12,Standard Event #12,Darius Grimes,Kevin Kent,Luis Arranz,Andrew Collins,Leslie Moore,Constantin Albu,Aaron Doyle,Casey Gutierrez,Mark Perry,Trevor Booker,Charles Leonard,Zachary Patel,Edgars Turiņš,Duncan Wood,Patrick Schmitz,Elliott Phillips,Anthony Reid,Widodo Ramadan,Diogo Freitas,Kaur Tamm,Sean Taylor,Jozsef Horváth,Ryan Hubbard,Gareth Saunders,Timothy Best,Adam Franco,James Dennis,David Munoz,Logan Odonnell,Nicholas Taylor,Michael Crawford,Ethan Cox,Tyler Maughan,Luke Clark,Chad Jones,David Kennedy,Timo Varis,Harry Miles,Jose Lucero,Robert Jones,Martin Simmons,Michael Gordon,Karoly Molnár,Tomasz Cegła,David Ruiz,Vasile Tomescu,James Dyer,Aidan Reardon,Deaglan Brannelly,Austin Love,Adam Milmo,Reuben Comber,Samuel Gates,James Frazier,Nathan Banks,Klaus Reindl,Robert Lee,Ethan Mann,David Johnston,Randall Miller,Thomas Rogers,Jesse West,Kevin Roberts,Feargal Hanley,Dillon Stanley,Manuel Manning,Travis Callahan,Michael Davis,Dennis Lyons,Dylan Edwards,Ante Jerič,Richard Wilkins,Timothy Hamilton,Gary Jacobson,Josh Boyce,Erik Palmer,Daniel Townsend,Craig Jackson,Peter Cook,Erik Brandt,William Ortega,Bjorn Kjóisdóttir,Michael Johnson,Michael Griffith,Francois Landry,Charles Wilson,Jonathan Thompson,Mark Hanson,Mark Estrada,Anthony Evans,Kyle Morales,Ferenc Kiss,Jeffery Williams,Geoffrey Miller,Terence Heaney,Jeremy Freeman,Christopher Dudley,Francisco Guajardo,Francois Lebon,Joe Heath,Kieran Day,Charles Smith,William Williams,David Arreola,Tomas Brožová,Duane Wood,Luis Fuertes,Andre White,Klaus Frühwirth,Gavin Potter,Michael Nash,Callum Davison,Jonathan King,Cole Smith,Jay Montoya,Frank Cole,Daniel Whitaker,Nuno Antunes,Damon Peterson,Lewis Jones,Milan Paľovčík,Steven Keller,James Jennings,Malcolm Chambers,Edwin Mercer,Daniel Wagner,Tony Allen,Erik Gonzalez,Dragan Orlić,Peter Heß,Dieter Mentzel,Billy Williams,Raivo Rosin,Marc Rodriguez,Mati Soosaar,Francisco Silva,Jordan Powers,Stephen Robinson,Peteris Krēsliņa,Hans Otto,Matthew Bond,Mike Harris,Pedro Fuller,Steven Acosta,Jermaine Foster,Roger Garner,George Stokes,Blake West,Hans Rogge,Timothy Kaiser
2_13,Standard Invitational #6,Standard Invitational #6,Kevin Kent,Kyle Morales,Darius Grimes,Elliott Phillips,James Dennis,Leslie Moore,Adam Franco,Jeffery Williams,Luke Clark,Tomas Brožová,Manuel Manning,Aidan Reardon,Michael Gordon,Thomas Rogers,David Munoz,Christopher Dudley,Constantin Albu,Bjorn Kjóisdóttir,Chad Jones,Trevor Booker,David Ruiz,Klaus Frühwirth,Samuel Gates,Edgars Turiņš,Joe Heath,Mark Perry,Patrick Schmitz,Diogo Freitas,Michael Davis,Callum Davison,Deaglan Brannelly,Randall Miller,Austin Love,Ethan Cox,Francisco Guajardo,Kevin Roberts,Nathan Banks,Klaus Reindl,Robert Lee,Sean Taylor,Anthony Reid,Kaur Tamm,Richard Wilkins,Luis Arranz,Dillon Stanley,Timothy Best,David Johnston,Jay Montoya,Michael Crawford,Jonathan Thompson,Feargal Hanley,Andrew Collins,Adam Milmo,Malcolm Chambers,Mark Estrada,Logan Odonnell,Daniel Whitaker,Vasile Tomescu,Marc Rodriguez,Terence Heaney,Zachary Patel,Steven Acosta,Nicholas Taylor,Mati Soosaar,Daniel Wagner,Dylan Edwards,Ethan Mann,Harry Miles,William Ortega,Timo Varis,Billy Williams,Aaron Doyle,Duncan Wood,Milan Paľovčík,Nuno Antunes,Erik Palmer,Jesse West,Jordan Powers,Reuben Comber,Martin Simmons,Craig Jackson,Erik Gonzalez,David Kennedy,Michael Nash,Frank Cole,Michael Johnson,Tyler Maughan,Charles Leonard,Charles Smith,Mike Harris,Damon Peterson,Peter Cook,Karoly Molnár,Tony Allen,Timothy Hamilton,Jozsef Horváth,Ante Jerič,Casey Gutierrez,Andre White,Daniel Townsend,Mark Hanson,Peter Heß,Josh Boyce,Ryan Hubbard,Francois Landry,James Dyer,Widodo Ramadan,David Arreola,Jose Lucero,Travis Callahan,Dragan Orlić,Jeremy Freeman,Edwin Mercer,Kieran Day,Jermaine Foster,Anthony Evans,Cole Smith,Luis Fuertes,Steven Keller,Raivo Rosin,Dennis Lyons,James Jennings,William Williams,Erik Brandt,Gareth Saunders,Robert Jones,Francois Lebon,Tomasz Cegła,Michael Griffith,Geoffrey Miller,James Frazier,Gary Jacobson,Lewis Jones,Stephen Robinson,Duane Wood,Jonathan King,Ferenc Kiss,Timothy Kaiser,Charles Wilson,Peteris Krēsliņa,Gavin Potter,Pedro Fuller,Francisco Silva,Dieter Mentzel,Hans Otto,Matthew Bond,Roger Garner,George Stokes,Hans Rogge,Blake West
2_14,Standard Event #14,Standard Event #14,Darius Grimes,Andrew Collins,Constantin Albu,Kevin Kent,Aaron Doyle,Diogo Freitas,Luis Arranz,Manuel Manning,Leslie Moore,Christopher Dudley,Travis Callahan,Mark Estrada,Samuel Gates,Milan Paľovčík,Patrick Schmitz,Mark Perry,Tyler Maughan,Casey Gutierrez,Michael Davis,Kyle Morales,David Munoz,Damon Peterson,Ethan Cox,Jeremy Freeman,Michael Crawford,Erik Gonzalez,Jesse West,Edgars Turiņš,Martin Simmons,Thomas Rogers,Adam Milmo,Nathan Banks,Jordan Powers,Michael Johnson,Chad Jones,Dennis Lyons,Terence Heaney,David Johnston,Luke Clark,Callum Davison,David Ruiz,Klaus Frühwirth,Luis Fuertes,Joe Heath,Duane Wood,Gareth Saunders,Nicholas Taylor,Charles Leonard,Daniel Wagner,Michael Nash,Timothy Hamilton,Adam Franco,Randall Miller,Francisco Guajardo,Kaur Tamm,Nuno Antunes,Elliott Phillips,Austin Love,Tony Allen,Zachary Patel,Karoly Molnár,Robert Jones,Michael Griffith,Harry Miles,Reuben Comber,Jonathan Thompson,Josh Boyce,Mati Soosaar,Gavin Potter,David Arreola,Ethan Mann,Timothy Best,Dylan Edwards,Widodo Ramadan,Bjorn Kjóisdóttir,Duncan Wood,William Ortega,Richard Wilkins,Charles Smith,Vasile Tomescu,Trevor Booker,Kieran Day,Kevin Roberts,Jozsef Horváth,James Dennis,Tomasz Cegła,David Kennedy,Jeffery Williams,Daniel Townsend,Sean Taylor,Jermaine Foster,Deaglan Brannelly,Dillon Stanley,Anthony Reid,James Dyer,Steven Keller,Ante Jerič,Marc Rodriguez,Daniel Whitaker,Dragan Orlić,Feargal Hanley,Logan Odonnell,Aidan Reardon,Hans Otto,Malcolm Chambers,Tomas Brožová,Cole Smith,Gary Jacobson,Frank Cole,Peter Cook,Stephen Robinson,Jay Montoya,William Williams,Peter Heß,Ryan Hubbard,Andre White,Craig Jackson,Geoffrey Miller,Jose Lucero,Michael Gordon,Dieter Mentzel,Francois Lebon,James Jennings,Robert Lee,Raivo Rosin,Charles Wilson,Timo Varis,Ferenc Kiss,Lewis Jones,Billy Williams,Klaus Reindl,Erik Brandt,Timothy Kaiser,Edwin Mercer,Roger Garner,Mike Harris,James Frazier,Pedro Fuller,Anthony Evans,Francisco Silva,Jonathan King,Steven Acosta,Erik Palmer,Blake West,Mark Hanson,Francois Landry,Peteris Krēsliņa,George Stokes,Hans Rogge,Matthew Bond
2_15,Major #1,Sovereign Tournament,Kevin Kent,Luis Arranz,Constantin Albu,Aaron Doyle,Leslie Moore,James Dennis,Vasile Tomescu,Mark Perry,Nicholas Taylor,Luke Clark,Robert Jones,Darius Grimes,Milan Paľovčík,Christopher Dudley,William Ortega,Adam Franco,Sean Taylor,Jeffery Williams,Karoly Molnár,Damon Peterson,Chad Jones,Michael Nash,Michael Davis,Tomasz Cegła,Joe Heath,Jozsef Horváth,Martin Simmons,Jose Lucero,Randall Miller,Daniel Whitaker,Tomas Brožová,Casey Gutierrez,Samuel Gates,Nuno Antunes,Luis Fuertes,Jeremy Freeman,Andrew Collins,Bjorn Kjóisdóttir,Erik Gonzalez,Terence Heaney,Elliott Phillips,Harry Miles,David Munoz,Craig Jackson,Aidan Reardon,Travis Callahan,Diogo Freitas,Billy Williams,Timothy Hamilton,Timothy Best,Patrick Schmitz,Richard Wilkins,Ante Jerič,Kieran Day,Duane Wood,Michael Crawford,Adam Milmo,Ethan Mann,Robert Lee,Jesse West,Kaur Tamm,Josh Boyce,Dennis Lyons,Klaus Reindl,Gary Jacobson,Callum Davison,Reuben Comber,Erik Brandt,James Jennings,Erik Palmer,Thomas Rogers,David Arreola,Frank Cole,Ethan Cox,Peter Heß,Peter Cook,Logan Odonnell,Michael Gordon,Francois Lebon,Trevor Booker,Gareth Saunders,James Dyer,Mike Harris,David Kennedy,Kevin Roberts,Michael Johnson,Edgars Turiņš,Tony Allen,Mark Estrada,Kyle Morales,Mark Hanson,Charles Wilson,Dylan Edwards,Steven Keller,Francisco Guajardo,Widodo Ramadan,Charles Leonard,Gavin Potter,Timo Varis,Dillon Stanley,Duncan Wood,Ryan Hubbard,David Johnston,Malcolm Chambers,Edwin Mercer,Charles Smith,Manuel Manning,Klaus Frühwirth,William Williams,Stephen Robinson,Peteris Krēsliņa,David Ruiz,Marc Rodriguez,Zachary Patel,Deaglan Brannelly,Jay Montoya,Jermaine Foster,Nathan Banks,Tyler Maughan,Ferenc Kiss,Jordan Powers,Andre White,Roger Garner,Cole Smith,Lewis Jones,Austin Love,Anthony Reid,Mati Soosaar,Francois Landry,Michael Griffith,Jonathan Thompson,Anthony Evans,Jonathan King,Francisco Silva,Geoffrey Miller,Pedro Fuller,Daniel Wagner,Steven Acosta,Feargal Hanley,Dieter Mentzel,Timothy Kaiser,Daniel Townsend,Hans Otto,James Frazier,Raivo Rosin,Dragan Orlić,Matthew Bond,George Stokes,Blake West,Hans Rogge
2_16,Standard Event #16,Standard Event #16,Andrew Collins,Kevin Kent,Luis Arranz,Darius Grimes,Patrick Schmitz,Vasile Tomescu,Leslie Moore,Aaron Doyle,Jozsef Horváth,Nicholas Taylor,Harry Miles,Robert Lee,Jesse West,Randall Miller,Diogo Freitas,Chad Jones,Tomas Brožová,William Ortega,Jeffery Williams,Joe Heath,James Dennis,Tyler Maughan,Michael Davis,David Munoz,Klaus Frühwirth,Dillon Stanley,Adam Milmo,Francisco Guajardo,Mark Perry,Terence Heaney,Duncan Wood,Luke Clark,Kyle Morales,Jordan Powers,Timo Varis,Duane Wood,Tomasz Cegła,Samuel Gates,Elliott Phillips,Michael Nash,Michael Gordon,Thomas Rogers,Frank Cole,Peter Cook,Travis Callahan,David Johnston,Timothy Hamilton,Ethan Cox,Francois Lebon,Manuel Manning,Nathan Banks,Ryan Hubbard,Luis Fuertes,Mati Soosaar,Gary Jacobson,Feargal Hanley,Richard Wilkins,David Kennedy,Kieran Day,Zachary Patel,Erik Brandt,David Arreola,Jose Lucero,Bjorn Kjóisdóttir,Craig Jackson,Charles Smith,Constantin Albu,Billy Williams,Deaglan Brannelly,Christopher Dudley,Hans Otto,Stephen Robinson,Dylan Edwards,Charles Wilson,Mark Estrada,Erik Gonzalez,Milan Paľovčík,Adam Franco,Edgars Turiņš,Trevor Booker,Raivo Rosin,Cole Smith,Steven Acosta,William Williams,Austin Love,Kaur Tamm,Klaus Reindl,Mark Hanson,Andre White,Michael Johnson,David Ruiz,Steven Keller,Dieter Mentzel,Michael Griffith,Sean Taylor,Karoly Molnár,Tony Allen,Ethan Mann,Francisco Silva,Jonathan Thompson,Ante Jerič,Marc Rodriguez,Aidan Reardon,Jeremy Freeman,James Frazier,Dennis Lyons,James Jennings,Jermaine Foster,Anthony Reid,Martin Simmons,Dragan Orlić,Robert Jones,Widodo Ramadan,Casey Gutierrez,James Dyer,Reuben Comber,Francois Landry,Daniel Wagner,Charles Leonard,Roger Garner,Logan Odonnell,Michael Crawford,Nuno Antunes,Daniel Whitaker,Edwin Mercer,Timothy Best,Malcolm Chambers,Peter Heß,Gavin Potter,Josh Boyce,Ferenc Kiss,Gareth Saunders,Callum Davison,Damon Peterson,Kevin Roberts,Mike Harris,Peteris Krēsliņa,Matthew Bond,Anthony Evans,Jay Montoya,Timothy Kaiser,Jonathan King,Erik Palmer,Lewis Jones,Geoffrey Miller,Pedro Fuller,Daniel Townsend,George Stokes,Blake West,Hans Rogge
2_17,Standard Invitational #8,Standard Invitational #8,Darius Grimes,Luis Arranz,Randall Miller,Kyle Morales,Mark Perry,Kevin Kent,Kaur Tamm,Constantin Albu,Anthony Reid,Jeffery Williams,Terence Heaney,Casey Gutierrez,Klaus Frühwirth,Robert Jones,Dennis Lyons,Michael Crawford,Charles Leonard,Reuben Comber,Dillon Stanley,Tomas Brožová,Bjorn Kjóisdóttir,Jose Lucero,Timo Varis,Frank Cole,Tyler Maughan,Martin Simmons,Josh Boyce,Harry Miles,David Ruiz,Leslie Moore,Elliott Phillips,Adam Milmo,Samuel Gates,Chad Jones,Jonathan Thompson,Malcolm Chambers,Travis Callahan,James Dyer,Timothy Hamilton,William Ortega,Adam Franco,Luis Fuertes,Sean Taylor,Luke Clark,Aaron Doyle,Nuno Antunes,Patrick Schmitz,Kieran Day,Dragan Orlić,Duncan Wood,Peter Cook,Andrew Collins,Michael Griffith,Milan Paľovčík,Jordan Powers,Austin Love,Steven Keller,Tony Allen,Erik Gonzalez,Duane Wood,Vasile Tomescu,Andre White,Jermaine Foster,Zachary Patel,Aidan Reardon,Jeremy Freeman,Mati Soosaar,Christopher Dudley,Damon Peterson,David Johnston,Craig Jackson,Diogo Freitas,Ethan Cox,Francois Lebon,Dylan Edwards,Erik Brandt,Jozsef Horváth,Daniel Whitaker,Jesse West,Tomasz Cegła,Kevin Roberts,Charles Smith,Manuel Manning,Thomas Rogers,Deaglan Brannelly,Peter Heß,Richard Wilkins,Karoly Molnár,Francisco Silva,James Dennis,Geoffrey Miller,Edgars Turiņš,Ryan Hubbard,Mark Estrada,Ante Jerič,Michael Davis,Mark Hanson,Michael Gordon,Hans Otto,Nicholas Taylor,David Munoz,Charles Wilson,Robert Lee,Trevor Booker,Feargal Hanley,Marc Rodriguez,Joe Heath,Gareth Saunders,Francisco Guajardo,Gavin Potter,Mike Harris,Widodo Ramadan,David Kennedy,Gary Jacobson,Raivo Rosin,Billy Williams,Nathan Banks,James Jennings,Ferenc Kiss,William Williams,Michael Johnson,Callum Davison,Cole Smith,Logan Odonnell,Jonathan King,Stephen Robinson,Michael Nash,Daniel Wagner,Pedro Fuller,Lewis Jones,Klaus Reindl,Francois Landry,Timothy Best,Jay Montoya,Steven Acosta,David Arreola,Erik Palmer,Anthony Evans,Timothy Kaiser,Dieter Mentzel,Ethan Mann,Matthew Bond,George Stokes,James Frazier,Peteris Krēsliņa,Roger Garner,Daniel Townsend,Edwin Mercer,Blake West,Hans Rogge
2_18,Standard Event #18,Standard Event #18,Patrick Schmitz,Leslie Moore,Constantin Albu,Luis Arranz,Kevin Kent,Jeffery Williams,Jozsef Horváth,Darius Grimes,Randall Miller,James Dennis,Nuno Antunes,Bjorn Kjóisdóttir,Chad Jones,Michael Gordon,Harry Miles,Nicholas Taylor,Mark Perry,Kaur Tamm,Sean Taylor,Robert Lee,Michael Nash,Ethan Cox,Aidan Reardon,Casey Gutierrez,Nathan Banks,Widodo Ramadan,Klaus Frühwirth,Travis Callahan,William Ortega,Dennis Lyons,Deaglan Brannelly,Andrew Collins,Malcolm Chambers,David Ruiz,James Jennings,Joe Heath,Jermaine Foster,Diogo Freitas,Dillon Stanley,Peter Heß,Robert Jones,Kieran Day,Charles Leonard,Jesse West,Gareth Saunders,David Arreola,Francois Lebon,Peter Cook,Logan Odonnell,Aaron Doyle,James Dyer,Terence Heaney,Mark Estrada,Luis Fuertes,Tony Allen,Reuben Comber,Jeremy Freeman,Kyle Morales,Jonathan Thompson,Luke Clark,Francisco Guajardo,Ethan Mann,Tomasz Cegła,Richard Wilkins,Cole Smith,Duncan Wood,Trevor Booker,Samuel Gates,Steven Keller,Manuel Manning,Craig Jackson,Jose Lucero,Elliott Phillips,Erik Brandt,Martin Simmons,Michael Griffith,James Frazier,Andre White,Christopher Dudley,Marc Rodriguez,David Johnston,Vasile Tomescu,Dieter Mentzel,Kevin Roberts,Stephen Robinson,Feargal Hanley,Milan Paľovčík,Geoffrey Miller,Adam Franco,David Kennedy,Gary Jacobson,Austin Love,Michael Davis,Adam Milmo,Josh Boyce,Francisco Silva,Tomas Brožová,Thomas Rogers,Karoly Molnár,Erik Gonzalez,Jay Montoya,Billy Williams,Ryan Hubbard,Anthony Reid,Edgars Turiņš,Damon Peterson,Duane Wood,Tyler Maughan,Daniel Whitaker,Timo Varis,Frank Cole,Callum Davison,Gavin Potter,Michael Crawford,William Williams,Klaus Reindl,Zachary Patel,Steven Acosta,David Munoz,Michael Johnson,Dylan Edwards,Daniel Wagner,Timothy Hamilton,Roger Garner,Daniel Townsend,Jordan Powers,Francois Landry,Ante Jerič,Mike Harris,Lewis Jones,Raivo Rosin,Anthony Evans,Hans Otto,Ferenc Kiss,George Stokes,Mark Hanson,Dragan Orlić,Edwin Mercer,Peteris Krēsliņa,Timothy Best,Mati Soosaar,Jonathan King,Erik Palmer,Charles Smith,Pedro Fuller,Charles Wilson,Timothy Kaiser,Blake West,Matthew Bond,Hans Rogge
2_19,Standard Invitational #9,Standard Invitational #9,Constantin Albu,Kevin Kent,Leslie Moore,Bjorn Kjóisdóttir,Luis Arranz,Nicholas Taylor,Mark Estrada,Luke Clark,James Dennis,Elliott Phillips,Darius Grimes,Martin Simmons,Kaur Tamm,Terence Heaney,Chad Jones,Thomas Rogers,Kyle Morales,Aidan Reardon,William Ortega,Ryan Hubbard,Casey Gutierrez,Craig Jackson,Zachary Patel,Francisco Guajardo,Sean Taylor,Tyler Maughan,Patrick Schmitz,Gareth Saunders,Dillon Stanley,Michael Crawford,Robert Lee,Peter Cook,Ethan Cox,Trevor Booker,Harry Miles,Steven Keller,Anthony Reid,Dylan Edwards,Frank Cole,Vasile Tomescu,Stephen Robinson,Jordan Powers,Duane Wood,James Jennings,Andrew Collins,Logan Odonnell,David Ruiz,Tony Allen,Aaron Doyle,Klaus Reindl,Karoly Molnár,Duncan Wood,Jose Lucero,Samuel Gates,Francois Lebon,Adam Milmo,Jermaine Foster,Jozsef Horváth,Andre White,Steven Acosta,Dragan Orlić,Jesse West,Edgars Turiņš,Kieran Day,Milan Paľovčík,Travis Callahan,Roger Garner,Erik Brandt,Josh Boyce,Michael Johnson,Tomas Brožová,Luis Fuertes,Manuel Manning,Randall Miller,Austin Love,Reuben Comber,David Johnston,Diogo Freitas,Deaglan Brannelly,Gary Jacobson,Jeffery Williams,Klaus Frühwirth,Michael Davis,Gavin Potter,Francois Landry,Damon Peterson,Timothy Best,Michael Gordon,Mark Perry,Mike Harris,Christopher Dudley,Callum Davison,Dennis Lyons,Edwin Mercer,Daniel Wagner,James Frazier,Jay Montoya,Jonathan Thompson,Nuno Antunes,Ante Jerič,Ferenc Kiss,Tomasz Cegła,Billy Williams,Charles Leonard,Geoffrey Miller,Joe Heath,Ethan Mann,Adam Franco,Pedro Fuller,Feargal Hanley,Michael Nash,Timo Varis,Nathan Banks,Malcolm Chambers,Robert Jones,Jeremy Freeman,Marc Rodriguez,Erik Gonzalez,Mati Soosaar,Charles Smith,Daniel Whitaker,David Kennedy,James Dyer,Peter Heß,Widodo Ramadan,Timothy Hamilton,Raivo Rosin,Cole Smith,Michael Griffith,David Munoz,Hans Otto,Charles Wilson,Richard Wilkins,David Arreola,Kevin Roberts,Dieter Mentzel,William Williams,Mark Hanson,Jonathan King,Peteris Krēsliņa,Francisco Silva,Timothy Kaiser,Blake West,Anthony Evans,Erik Palmer,Matthew Bond,Lewis Jones,Daniel Townsend,Hans Rogge,George Stokes
2_20,Major #2,AGA Championship,Kyle Morales,Randall Miller,Patrick Schmitz,Frank Cole,Jozsef Horváth,Darius Grimes,Karoly Molnár,James Dennis,David Ruiz,Leslie Moore,Joe Heath,Nuno Antunes,Duncan Wood,Adam Franco,Constantin Albu,James Jennings,Dennis Lyons,Thomas Rogers,Tomas Brožová,Kaur Tamm,Andrew Collins,Robert Jones,Vasile Tomescu,Kevin Kent,William Ortega,Ante Jerič,Terence Heaney,Ryan Hubbard,Kieran Day,Jeremy Freeman,Samuel Gates,Michael Davis,Erik Gonzalez,Nicholas Taylor,Jermaine Foster,Manuel Manning,Dillon Stanley,Anthony Reid,Austin Love,Francisco Guajardo,Deaglan Brannelly,Michael Crawford,Klaus Reindl,Nathan Banks,Kevin Roberts,Edgars Turiņš,Mark Perry,Jordan Powers,Mark Estrada,Mati Soosaar,Jeffery Williams,Timo Varis,Trevor Booker,Cole Smith,Harry Miles,Zachary Patel,Travis Callahan,Andre White,Feargal Hanley,Francisco Silva,Aidan Reardon,Christopher Dudley,Charles Smith,Michael Gordon,Luis Fuertes,David Kennedy,Francois Landry,Steven Acosta,Bjorn Kjóisdóttir,Reuben Comber,David Munoz,Logan Odonnell,Peter Cook,Michael Nash,Luis Arranz,Mike Harris,Charles Leonard,Dylan Edwards,Jose Lucero,Michael Johnson,Aaron Doyle,Elliott Phillips,Ethan Cox,Jonathan Thompson,Steven Keller,Jesse West,Sean Taylor,Callum Davison,Casey Gutierrez,Klaus Frühwirth,Martin Simmons,Francois Lebon,Dragan Orlić,Luke Clark,James Dyer,Adam Milmo,Ethan Mann,Tyler Maughan,Geoffrey Miller,Diogo Freitas,Chad Jones,Daniel Townsend,Charles Wilson,Erik Brandt,Widodo Ramadan,Damon Peterson,Lewis Jones,Josh Boyce,Milan Paľovčík,Daniel Wagner,Marc Rodriguez,Robert Lee,Billy Williams,Michael Griffith,Gary Jacobson,Dieter Mentzel,Gareth Saunders,Edwin Mercer,Peter Heß,Tomasz Cegła,Craig Jackson,David Johnston,Timothy Hamilton,Daniel Whitaker,Anthony Evans,Gavin Potter,Hans Otto,David Arreola,Stephen Robinson,Raivo Rosin,Malcolm Chambers,Peteris Krēsliņa,Jay Montoya,Tony Allen,Duane Wood,Ferenc Kiss,James Frazier,Blake West,Timothy Best,Erik Palmer,Mark Hanson,George Stokes,Richard Wilkins,Timothy Kaiser,Roger Garner,Pedro Fuller,William Williams,Jonathan King,Hans Rogge,Matthew Bond
