event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
SIG7,9,Vasile Tomescu,Sean Taylor,Peter Steiger,Constantin Stănescu,Adam Milmo,Luis Arranz,Darius Grimes,Joe Heath,Patrick Schmitz,Michael Jäkel
SIG7,10,Michael Davis,Diogo Freitas,Vasile Tomescu,Michael Johnson,Darius Grimes,Tyler Maughan,Oliver Smith,Ronald Wilcox,Philip Hall,Christian Henry
MAJ1,1,Kaur Tamm,Mark Estrada,Tomas Brožová,Randall Miller,Nicholas Taylor,David Johnston,Kyle Morales,Kevin Roberts,James Dyer,Dennis Lyons
MAJ1,2,Kevin Kent,Luis Arranz,Constantin Albu,Aaron Doyle,Leslie Moore,James Dennis,Vasile Tomescu,Mark Perry,Nicholas Taylor,Luke Clark
MAJ1,3,Karoly Molnár,Mark Estrada,Travis Callahan,Sean Taylor,Kevin Kent,William Ortega,Austin Love,Ryan Hubbard,Kyle Morales,Adam Franco
MAJ1,4,Austin Love,Christian Henry,Timo Varis,Vasile Tomescu,Brian Bush,Peter Cook,Sean Taylor,Randall Miller,Diogo Freitas,David Ruiz
MAJ1,5,Sean Taylor,Ryan Hubbard,Daniel Whitaker,Vasile Tomescu,James Dennis,Pavel Čermák,Adam Milmo,David Munoz,Charles Leonard,Christopher Ward
MAJ1,6,Martin Simmons,Michael Crawford,Jesse West,Pavel Čermák,James Baker,Luis Arranz,Anders Thomsen,Kevin Kent,Peter Steiger,Russell Warner
MAJ1,7,Kyle Morales,Constantin Albu,Abdul Shaw,Bjorn Kjóisdóttir,David Morris,Randall Miller,Terry Nguyen,Chad Jones,Rory Sheerin,Adam Franco
MAJ1,8,Jesse West,Kevin Kent,Mark Estrada,Jeffery Williams,Craig Jackson,Bryan Washington,Dillon Stanley,Bjorn Kjóisdóttir,Daniel Whitaker,Luke Clark
MAJ1,9,Dale Howell,Darrell Baker,Mark Estrada,Eric Welch,Philip Hall,David Garcia,Jesse West,Tomas Brožová,Pavel Čermák,Adam Milmo
MAJ1,10,Kevin Kent,Sean Taylor,Constantin Albu,Diogo Freitas,Luis Arranz,Danny Taylor,Pavel Čermák,Darius Grimes,Karoly Molnár,Chad Jones
STA01,1,Patrick Schmitz,Milan Paľovčík,Jozsef Horváth,Joe Heath,Jesse West,Darius Grimes,Nicholas Taylor,Jeffery Williams,Travis Callahan,Karoly Molnár
STA01,2,Kevin Kent,Constantin Albu,Andrew Collins,Randall Miller,Vasile Tomescu,Charles Leonard,Samuel Gates,Chad Jones,Ethan Cox,Kyle Morales
STA01,3,Austin Love,Luke Clark,Constantin Albu,David Munoz,Mark Perry,Mark Estrada,Darius Grimes,Karoly Molnár,Michael Johnson,Jeffery Williams
STA01,4,Travis Callahan,Josh Boyce,Sean Taylor,Jeffery Williams,Darius Grimes,Michael Davis,Mark Perry,Austin Love,Pavel Čermák,Martin Simmons
STA01,5,Conor Lee,Timothy Hamilton,Kevin Roberts,David Johnston,James Jennings,James Dennis,Joe Heath,Scott Young,Darius Grimes,Jeffery Williams
STA01,6,Anders Thomsen,Kevin Kent,Christopher Ward,Michael Gordon,Aidan Reardon,Patrick Bennett,Brandon Keith,Patrick Schmitz,Elliott Phillips,Daniel Rios
STA01,7,Juan Gaytán,Mark Estrada,Michael Davis,Zachary Patel,Michael Johnson,Russell Warner,Martin Simmons,Patrick Bennett,Luke Clark,Christian Jacques
STA01,8,Christian Henry,Aidan Reardon,Kaur Tamm,Kevin Kent,Juan Bird,David Munoz,Luis Arranz,Elliot Holmes,Randall Miller,Eric Welch
STA01,9,Diogo Freitas,Luke Clark,Mark Estrada,Eric Welch,Michael Gordon,Brandon Baker,Jesse West,Leslie Moore,Conor Lee,Charles Leonard
STA01,10,Charles Leonard,Luis Arranz,Bjorn Kjóisdóttir,Michael Russell,Mariusz Machowicz,Huynh Phạm,Luke Clark,Sean Taylor,Danny Taylor,Michael Davis
STA10,1,Sean Taylor,Andrew Collins,Nicholas Taylor,Mark Estrada,Steven Keller,Jeffery Williams,Jose Lucero,Randall Miller,Martin Simmons,Jesse West
STA10,2,Kevin Kent,Patrick Schmitz,Elliott Phillips,Luis Arranz,Mark Perry,Leslie Moore,Bjorn Kjóisdóttir,Kyle Morales,Constantin Albu,Andrew Collins
STA10,3,Karoly Molnár,Travis Callahan,Ethan Cox,David Munoz,Jose Lucero,Sean Taylor,Zachary Patel,Aaron Doyle,William Ortega,Martin Simmons
STA10,4,Randall Miller,Mark Estrada,Ante Jerič,Michael Davis,Jose Lucero,Mark Johnson,Darrell Baker,Nicholas Taylor,Constantin Albu,Karoly Molnár
STA10,5,Travis Callahan,Aidan Reardon,Jeremy Freeman,Nuno Antunes,Peter Steiger,Jesse West,Krzysztof Kaszkowiak,Callum Davison,Diogo Freitas,Jeffery Williams
STA10,6,Jesse West,Leslie Moore,Constantin Albu,Daniel Whitaker,Tyler Maughan,Kaur Tamm,Charles Leonard,Travis Callahan,Adam Williams,James Jennings
STA10,7,Milan Paľovčík,Christian Henry,Damon Peterson,Constantin Albu,Dennis Lyons,Adam Milmo,Jeffery Williams,Michael Davis,Jose Lucero,Patrick Schmitz
STA10,8,Adam Milmo,Ryan Hubbard,Mark Estrada,Kaur Tamm,Aaron Doyle,Stephen Johnson,Dennis Lyons,Zachary Patel,Jason Clark,Juan Bird
STA10,9,James Jennings,Anthony Gaines,Anders Thomsen,Tyler Maughan,Bjorn Kjóisdóttir,Leslie Moore,Craig Smith,Shane Harris,Evan Dasey,Ronald Wilcox
STA10,10,Patrick Schmitz,Sean Taylor,Vasile Tomescu,Aaron Doyle,Ronald Wilcox,Shane Harris,Aidan Reardon,Mariusz Machowicz,Andrew Collins,Mark Estrada
STA11,1,Kaur Tamm,Francisco Guajardo,Andrew Collins,Sean Taylor,Ethan Cox,Steven Keller,Darius Grimes,Cole Smith,David Munoz,Jeffery Williams
STA11,2,Patrick Schmitz,Bjorn Kjóisdóttir,Luis Arranz,Constantin Albu,Elliott Phillips,Vasile Tomescu,Michael Gordon,Kevin Kent,Kaur Tamm,Kyle Morales
STA11,3,Vasile Tomescu,Karoly Molnár,Leslie Moore,Bjorn Kjóisdóttir,Kyle Morales,David Munoz,William Ortega,Josh Boyce,Adam Milmo,Michael Davis
STA11,4,Damon Peterson,Adam Milmo,Patrick Schmitz,Michael Crawford,Ethan Cox,Mark Perry,Dennis Lyons,Manuel Manning,Randall Miller,Robert Lee
STA11,5,Adam Milmo,Jeffery Williams,Luis Arranz,Bjorn Kjóisdóttir,Constantin Albu,Zachary Patel,Leslie Moore,Billy Williams,Alexander Campbell,Ryan Hubbard
STA11,6,Jesse West,Juan Gaytán,Anthony Gaines,David Ruiz,Russell Warner,Francisco Guajardo,James Jennings,Dennis Lyons,Darius Grimes,Kevin Kent
STA11,7,Aidan Reardon,Manuel Manning,Jeffery Williams,Sean Taylor,Callum Davison,Ryan Hubbard,Patrick Schmitz,Charles Leonard,Jesse West,Constantin Stănescu
STA11,8,Luis Arranz,Peter Steiger,Francisco Guajardo,Terry Nguyen,Manuel Manning,Joe Heath,Mariusz Machowicz,David Munoz,Oliver Smith,Nathan Banks
STA11,9,Patrick Schmitz,William Ortega,Ronald Wilcox,Michael Jäkel,Michael Davis,Oliver Smith,Mark Estrada,Steven Keller,Philip Hall,Randall Miller
STA11,10,Adam Franco,Duncan Wood,Aidan Reardon,Darius Grimes,Tyler Maughan,Kevin Kent,Tomas Brožová,Andreas Weinhage,Stephen Johnson,Karoly Molnár
STA12,1,Zachary Patel,Josh Boyce,Francisco Guajardo,Timo Varis,Jozsef Horváth,Steven Keller,Tom Quinn,Andrew Collins,Joe Heath,Randall Miller
STA12,2,Andrew Collins,Patrick Schmitz,Constantin Albu,Bjorn Kjóisdóttir,Elliott Phillips,Kevin Kent,Joe Heath,Darius Grimes,Kyle Morales,Michael Davis
STA12,3,Vasile Tomescu,Bjorn Kjóisdóttir,Sean Taylor,Leslie Moore,Travis Callahan,Jesse West,Adam Franco,William Ortega,Aidan Reardon,Adam Milmo
STA12,4,Kaur Tamm,Aidan Reardon,Mark Estrada,Jason Clark,Andrew Collins,Bjorn Kjóisdóttir,Kyle Morales,Widodo Ramadan,Travis Callahan,Aaron Doyle
STA12,5,Kyle Morales,Michael Davis,Bjorn Kjóisdóttir,Manuel Manning,Conor Lee,Billy Williams,Ruari Magee,Ante Jerič,Jeffery Williams,Anthony Reid
