city,state,month,month_num,temperature_2m_mean,windspeed_10m_mean,precipitation_sum,relative_humidity_2m_mean,cloudcover_mean
Avondale,AZ,June,6,95.35,15.663333333333332,0.041,18.116666666666667,17.156666666666663
Avondale,AZ,July,7,99.62580645161292,16.806451612903224,0.64,26.458064516129024,19.338709677419352
Avondale,AZ,August,8,96.98387096774194,15.71935483870968,0.149,27.29032258064516,26.206451612903223
Avondale,AZ,September,9,92.00333333333332,13.816666666666668,0.0,19.360000000000003,8.990000000000002
Avondale,AZ,October,10,81.14838709677419,10.035483870967743,0.114,18.922580645161283,9.00967741935484
Avondale,AZ,November,11,60.39333333333333,10.066666666666665,0.04,27.78333333333334,7.583333333333332
Avondale,AZ,December,12,58.33548387096773,7.990322580645163,0.0,27.925806451612903,7.416129032258063
Buckeye,AZ,January,1,53.32258064516128,9.783870967741937,0.416,52.05483870967741,28.04193548387096
Buckeye,AZ,February,2,59.06206896551725,10.79310344827586,1.1150000000000002,51.02413793103448,28.296551724137927
Buckeye,AZ,March,3,63.09032258064515,14.161290322580648,1.008,42.69354838709678,32.58064516129032
Buckeye,AZ,April,4,72.42666666666668,13.046666666666669,0.522,25.73,15.45
Buckeye,AZ,May,5,82.83225806451614,14.070967741935483,0.003,14.322580645161288,11.083870967741936
Buckeye,AZ,June,6,95.49333333333335,15.046666666666669,0.036,18.10666666666667,18.71
Buckeye,AZ,July,7,99.7483870967742,16.238709677419358,0.665,26.548387096774185,22.04516129032258
Buckeye,AZ,August,8,97.03225806451611,15.19032258064516,0.182,27.467741935483875,28.54516129032258
Buckeye,AZ,September,9,92.17333333333336,13.230000000000006,0.0,19.300000000000004,9.93
Buckeye,AZ,October,10,81.36774193548388,9.751612903225809,0.097,18.75161290322581,10.474193548387095
Buckeye,AZ,November,11,60.580000000000005,9.423333333333334,0.036,27.356666666666666,9.9
Buckeye,AZ,December,12,58.516129032258064,7.65483870967742,0.0,27.770967741935483,9.041935483870969
Bella Vista,AR,January,1,31.854838709677413,12.645161290322578,2.604,76.39677419354841,44.66451612903226
Bella Vista,AR,February,2,49.3103448275862,14.582758620689654,1.0929999999999995,60.55862068965517,24.079310344827583
Bella Vista,AR,March,3,54.0032258064516,15.55483870967742,2.366,65.12258064516129,37.7483870967742
Bella Vista,AR,April,4,61.20333333333336,16.453333333333333,4.694,63.20000000000001,37.6
Bella Vista,AR,May,5,69.69354838709675,14.067741935483872,6.715999999999997,78.08387096774194,41.31935483870967
Bella Vista,AR,June,6,77.96666666666668,13.696666666666664,1.91,70.61666666666665,21.80333333333333
Bella Vista,AR,July,7,79.03870967741935,12.016129032258066,2.778,71.84193548387097,26.99032258064516
Bella Vista,AR,August,8,79.33225806451614,12.164516129032258,2.9540000000000006,68.39677419354838,21.55806451612903
Bella Vista,AR,September,9,71.96666666666665,11.216666666666669,0.134,67.82666666666668,27.96
Bella Vista,AR,October,10,66.43548387096774,12.625806451612902,1.32,50.70967741935483,9.935483870967742
Bella Vista,AR,November,11,52.35333333333333,13.783333333333331,7.390999999999999,72.67000000000002,32.14
Bella Vista,AR,December,12,43.90967741935484,13.64193548387097,2.29,73.82258064516128,42.854838709677416
Benton,AR,January,1,31.90967741935484,12.706451612903226,2.482,76.30967741935484,44.52258064516128
Benton,AR,February,2,49.3793103448276,14.803448275862063,1.103,60.62068965517242,24.3
Benton,AR,March,3,54.09354838709676,15.40322580645161,2.319,65.07419354838709,37.93870967741936
Benton,AR,April,4,61.34333333333332,16.563333333333333,4.561,63.00666666666665,37.52666666666666
Benton,AR,May,5,69.87741935483871,14.02258064516129,6.144,77.65161290322581,41.229032258064514
Benton,AR,June,6,78.06333333333333,13.863333333333332,2.262,69.65,21.3
Benton,AR,July,7,79.0967741935484,12.012903225806452,2.71,71.71612903225807,26.85483870967742
Benton,AR,August,8,79.44838709677418,12.206451612903228,2.834,68.29354838709676,21.48064516129032
Benton,AR,September,9,72.15,11.45,0.134,67.50666666666667,27.32
Benton,AR,October,10,66.4709677419355,12.616129032258067,1.061,50.6032258064516,9.587096774193547
Benton,AR,November,11,52.39,13.693333333333335,6.825000000000001,73.18,32.24
Benton,AR,December,12,43.96129032258064,13.63548387096774,2.26,74.17741935483869,42.70645161290322
Anaheim,CA,January,1,56.5032258064516,8.841935483870968,1.334,69.29677419354839,36.29677419354838
Anaheim,CA,February,2,56.87931034482759,9.744827586206895,5.863999999999999,77.43103448275862,55.89310344827586
Anaheim,CA,March,3,58.24838709677419,11.516129032258066,2.642,73.19032258064516,45.31935483870968
Anaheim,CA,April,4,60.74,10.853333333333332,0.328,68.26,41.023333333333326
Anaheim,CA,May,5,63.15806451612904,9.983870967741938,0.1,72.31935483870969,63.664516129032265
Anaheim,CA,June,6,68.99000000000001,9.830000000000002,0.001,72.0,46.09666666666668
Anaheim,CA,July,7,73.01612903225808,9.545161290322582,0.0,71.69677419354839,22.954838709677425
Anaheim,CA,August,8,74.45806451612903,9.71290322580645,0.0,67.93870967741937,15.748387096774191
Anaheim,CA,September,9,72.11666666666666,9.31,0.0,69.04666666666667,35.77333333333333
Anaheim,CA,October,10,66.78064516129034,8.26774193548387,0.0,71.05483870967743,33.68387096774194
Anaheim,CA,November,11,59.830000000000005,8.926666666666666,0.018,60.33333333333333,24.11
Anaheim,CA,December,12,56.67741935483872,7.064516129032258,0.01,52.82903225806451,33.774193548387096
Bakersfield,CA,January,1,50.906451612903226,10.816129032258065,1.5739999999999998,77.53225806451613,38.78064516129032
Bakersfield,CA,February,2,54.23103448275862,10.88620689655172,2.203,73.79655172413791,45.61379310344828
Bakersfield,CA,March,3,56.94516129032258,13.032258064516132,1.1329999999999998,63.22258064516129,36.08709677419355
Bakersfield,CA,April,4,62.58666666666666,14.093333333333334,0.794,55.59333333333334,21.730000000000004
Bakersfield,CA,May,5,72.37741935483872,14.203225806451613,0.109,38.26129032258065,2.851612903225806
Bakersfield,CA,June,6,83.47666666666667,14.456666666666663,0.0,30.53666666666667,0.0533333333333333
Bakersfield,CA,July,7,90.7741935483871,13.76451612903226,0.0,28.76129032258065,0.196774193548387
Bakersfield,CA,August,8,84.14193548387097,13.05483870967742,0.0,33.32258064516129,1.929032258064516
Bakersfield,CA,September,9,80.20666666666666,12.370000000000005,0.0,35.943333333333335,1.11
Bakersfield,CA,October,10,72.22580645161287,10.480645161290322,0.0,39.87741935483872,5.212903225806452
Bakersfield,CA,November,11,54.25666666666666,10.616666666666667,1.129,60.34666666666666,29.52
Bakersfield,CA,December,12,51.06774193548388,10.083870967741934,0.414,76.8161290322581,29.73548387096774
Arvada,CO,January,1,29.503225806451617,10.645161290322582,0.208,54.92903225806453,48.80967741935484
Arvada,CO,February,2,38.50344827586208,12.63103448275862,1.259,52.22413793103449,43.39310344827585
Arvada,CO,March,3,41.45483870967744,12.293548387096775,2.0130000000000003,52.87419354838711,50.27741935483871
Arvada,CO,April,4,50.33999999999999,14.876666666666669,2.48,47.70666666666667,53.19333333333332
Arvada,CO,May,5,56.78064516129032,15.551612903225804,0.7900000000000001,44.53870967741936,44.83548387096774
Arvada,CO,June,6,72.71666666666667,14.97,0.314,41.02666666666666,38.653333333333336
Arvada,CO,July,7,74.98387096774192,13.13548387096774,0.379,34.84838709677419,32.80322580645162
Arvada,CO,August,8,73.85483870967742,13.506451612903223,0.6260000000000001,45.20645161290323,42.79032258064516
Arvada,CO,September,9,68.71333333333335,12.183333333333332,0.61,35.8,26.633333333333336
Arvada,CO,October,10,58.074193548387086,11.470967741935484,0.094,38.33870967741935,33.545161290322575
Arvada,CO,November,11,38.77666666666666,11.876666666666669,1.105,53.69666666666667,44.516666666666666
Arvada,CO,December,12,39.906451612903226,12.032258064516126,0.019,42.37419354838711,37.76451612903226
Aurora,CO,January,1,28.77741935483871,13.00967741935484,0.336,55.02580645161292,61.84193548387096
Aurora,CO,February,2,38.13103448275862,15.420689655172415,1.253,51.537931034482746,56.10689655172413
Aurora,CO,March,3,41.045161290322575,15.551612903225807,2.235,51.27096774193549,61.08709677419356
Aurora,CO,April,4,50.05333333333332,18.016666666666666,2.735,47.43,64.07666666666664
Aurora,CO,May,5,56.480645161290326,18.93225806451613,1.212,46.7483870967742,59.94516129032259
Aurora,CO,June,6,72.86999999999999,19.370000000000005,0.195,41.17999999999999,58.37666666666666
Aurora,CO,July,7,74.86774193548385,17.493548387096773,0.737,35.86774193548386,48.3709677419355
Aurora,CO,August,8,74.25806451612901,18.89032258064516,1.0679999999999998,45.129032258064505,61.20967741935485
Aurora,CO,September,9,68.94333333333333,16.500000000000004,1.173,35.72,40.48000000000001
Aurora,CO,October,10,58.45806451612904,15.167741935483871,0.128,36.48709677419354,44.99354838709678
Aurora,CO,November,11,38.44333333333335,16.236666666666668,1.774,53.650000000000006,55.470000000000006
Aurora,CO,December,12,39.57096774193549,14.825806451612904,0.026,41.71290322580645,53.309677419354834
Bridgeport,CT,January,1,34.6741935483871,16.44193548387097,5.617999999999999,70.18709677419355,62.27741935483871
Bridgeport,CT,February,2,36.7551724137931,15.258620689655173,1.7620000000000002,64.18275862068965,32.58275862068966
Bridgeport,CT,March,3,44.87096774193548,17.896774193548392,9.809,63.7741935483871,50.4032258064516
Bridgeport,CT,April,4,50.41666666666666,17.829999999999995,2.736,66.42333333333332,52.430000000000014
Bridgeport,CT,May,5,61.39032258064514,13.93870967741935,3.938,75.84193548387096,48.04193548387098
Bridgeport,CT,June,6,71.92666666666668,14.416666666666664,3.0,68.11999999999999,29.34
Bridgeport,CT,July,7,76.78709677419354,12.73225806451613,3.826,74.47096774193548,36.19677419354839
Bridgeport,CT,August,8,73.48387096774194,14.33225806451613,4.891000000000001,74.36451612903225,39.6032258064516
Bridgeport,CT,September,9,67.01,13.026666666666667,0.658,71.86666666666665,37.24000000000001
Bridgeport,CT,October,10,58.05483870967743,13.561290322580644,0.116,64.3258064516129,21.23870967741936
Bridgeport,CT,November,11,49.74666666666667,16.916666666666668,2.702,58.786666666666655,26.23333333333333
Bridgeport,CT,December,12,36.15161290322581,15.512903225806454,4.638,68.35161290322583,43.93548387096774
Bristol,CT,January,1,32.38709677419355,11.69032258064516,6.863,70.19677419354839,63.90322580645162
Bristol,CT,February,2,34.47241379310345,12.824137931034482,1.775,63.86896551724136,35.42758620689656
Bristol,CT,March,3,43.20967741935483,14.296774193548384,8.056999999999999,62.69354838709678,54.53870967741936
Bristol,CT,April,4,49.81,13.583333333333332,4.889,62.27,54.36666666666666
Bristol,CT,May,5,61.61612903225806,11.28709677419355,5.02,72.32580645161293,54.75483870967742
Bristol,CT,June,6,70.92333333333333,11.6,2.312,67.47,34.973333333333336
Bristol,CT,July,7,75.48387096774195,10.50322580645161,3.266,74.18709677419353,45.46129032258065
Bristol,CT,August,8,70.74193548387093,9.712903225806452,4.34,76.95806451612904,47.23225806451613
Bristol,CT,September,9,64.64,8.956666666666669,0.522,73.23666666666666,42.35333333333333
Bristol,CT,October,10,55.193548387096776,11.13548387096774,0.3470000000000001,65.46774193548386,27.493548387096773
Bristol,CT,November,11,47.220000000000006,12.390000000000004,2.336,59.23333333333333,32.20666666666667
Bristol,CT,December,12,33.49354838709677,10.461290322580645,4.561,67.45483870967743,45.6741935483871
Camden,DE,January,1,38.493548387096766,16.235483870967744,5.018000000000001,70.93548387096774,54.854838709677416
Camden,DE,February,2,41.14137931034482,15.351724137931033,1.223,65.18275862068967,29.806896551724137
Camden,DE,March,3,49.08387096774194,17.309677419354838,5.165000000000001,62.33870967741937,44.27741935483871
Camden,DE,April,4,56.7,16.21,3.168,64.78666666666668,45.15666666666667
Camden,DE,May,5,65.38064516129032,13.209677419354838,2.102,75.2548387096774,48.56774193548386
Camden,DE,June,6,76.88333333333331,15.579999999999997,1.99,62.180000000000014,26.456666666666656
Camden,DE,July,7,79.56129032258065,13.216129032258063,3.533,72.8258064516129,29.48064516129033
Camden,DE,August,8,76.03870967741933,12.816129032258068,0.6220000000000001,72.15483870967742,33.622580645161285
Camden,DE,September,9,69.77666666666667,13.350000000000003,0.714,75.23333333333333,44.24
Camden,DE,October,10,60.30967741935483,13.900000000000002,0.114,61.19032258064516,13.738709677419356
Camden,DE,November,11,52.443333333333335,15.936666666666666,1.512,63.96333333333335,28.26666666666667
Camden,DE,December,12,40.08387096774194,16.019354838709678,2.305,65.7,46.751612903225805
Clayton,DE,January,1,37.69032258064516,15.206451612903225,5.276,71.68064516129031,55.951612903225815
Clayton,DE,February,2,40.42068965517242,14.110344827586207,1.376,65.17931034482758,29.772413793103457
Clayton,DE,March,3,48.50967741935485,16.654838709677417,5.864,62.52903225806452,44.66129032258065
Clayton,DE,April,4,56.126666666666665,15.439999999999998,3.503,65.24333333333334,45.93666666666666
Clayton,DE,May,5,65.09677419354838,12.46774193548387,2.1820000000000004,75.37419354838708,50.02258064516128
Clayton,DE,June,6,76.20333333333333,14.320000000000002,2.922,62.903333333333336,26.226666666666656
Clayton,DE,July,7,79.2225806451613,11.88709677419355,3.198,72.81612903225808,28.816129032258065
Clayton,DE,August,8,75.54516129032258,11.91935483870968,1.948,72.6,34.57741935483871
Clayton,DE,September,9,69.26666666666665,12.523333333333332,0.6020000000000001,74.82,44.97
Clayton,DE,October,10,59.587096774193554,12.80322580645161,0.079,61.40322580645161,14.419354838709678
Clayton,DE,November,11,51.866666666666674,15.06,1.873,63.83333333333333,28.32333333333333
Clayton,DE,December,12,39.38387096774194,14.612903225806454,2.471,65.7,46.82903225806451
Cape Coral,FL,January,1,65.37741935483871,14.37741935483871,3.346,78.48709677419355,48.63548387096775
Cape Coral,FL,February,2,65.11379310344829,13.913793103448278,2.115,72.13793103448276,26.16896551724138
Cape Coral,FL,March,3,72.86774193548386,13.303225806451616,2.776,76.0032258064516,28.609677419354835
Cape Coral,FL,April,4,74.06,15.033333333333337,0.7909999999999999,66.17333333333335,19.556666666666665
Cape Coral,FL,May,5,82.24193548387096,14.412903225806453,3.698,69.91935483870968,22.10645161290323
Cape Coral,FL,June,6,82.22333333333334,13.863333333333332,17.764,75.59333333333335,31.56
Cape Coral,FL,July,7,83.18387096774194,11.70967741935484,8.935,78.36129032258064,24.43870967741936
Cape Coral,FL,August,8,83.12580645161289,13.167741935483871,9.893,78.17419354838708,28.016129032258068
Cape Coral,FL,September,9,82.92333333333335,13.27,8.352,78.07666666666667,29.69
Cape Coral,FL,October,10,77.1516129032258,15.916129032258068,6.087999999999999,75.04193548387096,38.91935483870968
Cape Coral,FL,November,11,72.88666666666668,13.473333333333334,1.831,72.43333333333334,29.516666666666666
Cape Coral,FL,December,12,66.15483870967742,13.303225806451614,1.367,73.64516129032256,24.84516129032258
Clearwater,FL,January,1,59.82903225806452,13.325806451612904,2.401,75.66129032258063,42.64516129032258
Clearwater,FL,February,2,60.937931034482745,11.675862068965518,3.1,71.6896551724138,27.6
Clearwater,FL,March,3,69.01290322580647,12.161290322580644,2.436,74.19677419354838,32.300000000000004
Clearwater,FL,April,4,71.45333333333335,12.87,1.5699999999999998,65.22999999999999,15.606666666666667
Clearwater,FL,May,5,80.15161290322577,11.651612903225807,0.6629999999999999,70.00645161290322,23.1258064516129
Clearwater,FL,June,6,81.89999999999999,10.716666666666669,5.262,72.69666666666666,35.379999999999995
Clearwater,FL,July,7,82.77741935483871,9.003225806451614,5.857,76.20645161290322,28.06774193548387
Clearwater,FL,August,8,82.4967741935484,11.46129032258064,9.372000000000002,77.05806451612904,34.89032258064516
Clearwater,FL,September,9,81.33,10.719999999999995,5.953,78.88333333333334,39.11666666666667
Clearwater,FL,October,10,74.83225806451613,14.40322580645161,11.467,73.43225806451613,31.93870967741936
Clearwater,FL,November,11,71.11666666666669,10.853333333333335,0.321,71.48666666666668,30.39
Clearwater,FL,December,12,62.19354838709678,9.738709677419356,0.351,74.41935483870967,29.203225806451613
Albany,GA,January,1,48.81290322580645,14.025806451612905,3.609,70.21935483870965,31.854838709677423
Albany,GA,February,2,54.03793103448274,14.18965517241379,3.774000000000001,66.27931034482756,28.937931034482755
Albany,GA,March,3,61.21612903225807,12.961290322580645,6.997999999999998,68.61290322580643,40.01935483870968
Albany,GA,April,4,67.43666666666668,13.263333333333332,3.749,64.35333333333332,21.66333333333333
Albany,GA,May,5,75.76451612903227,12.854838709677423,6.195000000000001,70.81290322580645,31.735483870967748
Albany,GA,June,6,82.17666666666668,12.55666666666667,2.099,64.40333333333332,27.02
Albany,GA,July,7,82.1967741935484,10.296774193548384,4.585000000000001,76.7258064516129,29.2516129032258
Albany,GA,August,8,83.14193548387098,13.241935483870968,0.826,67.2,25.077419354838707
Albany,GA,September,9,77.33666666666667,13.666666666666668,11.27,76.23666666666665,53.63333333333333
Albany,GA,October,10,68.52903225806452,11.238709677419358,0.349,66.90322580645162,14.861290322580649
Albany,GA,November,11,64.21333333333332,11.45,1.681,75.13333333333331,45.623333333333335
Albany,GA,December,12,51.8709677419355,11.861290322580643,1.665,70.64838709677417,38.332258064516125
Alpharetta,GA,January,1,41.44516129032258,12.83548387096774,6.509,69.14838709677417,45.25806451612903
Alpharetta,GA,February,2,50.41724137931035,11.83103448275862,3.523,58.393103448275866,33.11034482758621
Alpharetta,GA,March,3,56.47419354838709,12.480645161290322,6.348,63.81612903225806,41.80967741935485
Alpharetta,GA,April,4,63.17,12.849999999999996,2.032,64.34,39.69666666666667
Alpharetta,GA,May,5,71.85161290322581,10.964516129032257,2.135,71.11935483870967,39.238709677419365
Alpharetta,GA,June,6,79.05666666666666,10.213333333333336,0.812,62.21,33.14333333333333
Alpharetta,GA,July,7,79.55806451612904,9.825806451612904,6.921,75.56451612903226,47.61290322580645
Alpharetta,GA,August,8,79.19354838709677,9.645161290322578,1.829,66.64193548387097,24.97741935483871
Alpharetta,GA,September,9,73.33666666666666,10.449999999999998,8.979,71.87666666666668,49.42333333333333
Alpharetta,GA,October,10,63.83548387096775,8.603225806451613,0.0,69.64838709677419,16.958064516129035
Alpharetta,GA,November,11,56.85666666666668,11.286666666666669,2.92,76.33666666666666,44.94333333333332
Alpharetta,GA,December,12,45.40645161290322,11.558064516129033,2.873,68.52258064516128,40.129032258064505
East Honolulu,HI,January,1,75.74193548387099,14.4516129032258,2.745,72.41935483870968,54.92258064516129
East Honolulu,HI,February,2,74.68620689655171,16.131034482758622,0.913,63.26551724137932,63.52758620689655
East Honolulu,HI,March,3,75.7258064516129,15.725806451612902,1.133,63.9516129032258,60.93870967741936
East Honolulu,HI,April,4,76.97333333333334,16.21,2.081,66.88000000000001,64.46333333333334
East Honolulu,HI,May,5,78.0741935483871,14.664516129032258,7.314,70.45483870967742,68.46129032258065
East Honolulu,HI,June,6,80.40333333333334,15.686666666666667,0.4620000000000001,66.64333333333333,59.03
East Honolulu,HI,July,7,81.24516129032257,15.803225806451612,0.655,63.32580645161289,61.39354838709677
East Honolulu,HI,August,8,82.46129032258064,15.387096774193552,0.962,64.84838709677419,61.3516129032258
East Honolulu,HI,September,9,82.69333333333334,14.523333333333332,0.5680000000000001,63.02,49.53333333333335
East Honolulu,HI,October,10,81.96451612903225,14.106451612903223,1.192,64.40645161290323,52.72580645161291
East Honolulu,HI,November,11,78.75333333333334,15.366666666666664,0.9410000000000004,65.68666666666668,50.64
East Honolulu,HI,December,12,76.78709677419354,13.361290322580649,0.665,70.3451612903226,41.28064516129032
Ewa Beach,HI,January,1,73.51290322580644,14.041935483870972,2.848,76.37096774193549,50.30322580645161
Ewa Beach,HI,February,2,72.53793103448275,15.213793103448278,0.501,65.68620689655171,52.13793103448275
Ewa Beach,HI,March,3,73.74838709677418,14.648387096774194,0.291,65.19677419354838,47.41290322580644
Ewa Beach,HI,April,4,74.76999999999998,15.34,2.25,69.81666666666666,50.76999999999999
Ewa Beach,HI,May,5,75.47741935483872,14.0741935483871,4.496,73.99032258064517,52.53548387096775
Ewa Beach,HI,June,6,77.21999999999998,15.106666666666664,0.037,68.44,46.11666666666668
Ewa Beach,HI,July,7,77.68064516129029,15.193548387096776,0.106,67.64193548387097,47.44838709677419
Ewa Beach,HI,August,8,81.2290322580645,14.867741935483869,0.533,64.8,49.68387096774193
Ewa Beach,HI,September,9,81.12666666666668,14.413333333333332,0.056,63.58,35.970000000000006
Ewa Beach,HI,October,10,80.10967741935481,14.451612903225806,0.365,66.21935483870966,34.15161290322581
Ewa Beach,HI,November,11,76.97,13.37,0.8800000000000001,68.15666666666667,37.82333333333332
Ewa Beach,HI,December,12,75.90967741935485,12.78064516129032,0.103,71.38709677419355,34.36774193548387
Ammon,ID,January,1,25.416129032258063,14.087096774193544,0.573,80.30967741935486,70.10645161290323
Ammon,ID,February,2,33.37241379310345,15.92758620689655,1.1999999999999995,74.64827586206897,66.49310344827586
Ammon,ID,March,3,34.190322580645166,16.587096774193547,1.871,71.2290322580645,48.44516129032259
Ammon,ID,April,4,46.41333333333335,19.023333333333333,0.684,54.25333333333334,36.99666666666666
Ammon,ID,May,5,52.18064516129032,21.022580645161288,0.8720000000000001,50.16129032258065,34.03548387096774
Ammon,ID,June,6,67.34333333333333,20.556666666666665,0.205,43.53333333333333,8.88
Ammon,ID,July,7,71.72258064516129,16.548387096774192,0.54,48.516129032258064,6.251612903225805
Ammon,ID,August,8,68.99677419354839,17.919354838709676,0.325,47.14516129032258,7.761290322580645
Ammon,ID,September,9,62.13,15.990000000000002,0.912,50.59000000000001,13.403333333333336
Ammon,ID,October,10,50.7258064516129,15.803225806451618,0.3389999999999999,54.00645161290322,17.93548387096774
Ammon,ID,November,11,33.39666666666667,14.480000000000002,0.355,69.40666666666667,49.82333333333334
Ammon,ID,December,12,29.46451612903225,13.658064516129036,0.8900000000000001,78.71290322580644,51.89032258064516
Boise,ID,January,1,32.90322580645161,12.803225806451618,2.034,77.72903225806452,65.63870967741937
Boise,ID,February,2,41.5551724137931,15.903448275862072,2.144,66.19655172413795,55.69655172413793
Boise,ID,March,3,44.12580645161292,15.377419354838713,1.961,59.92258064516128,43.983870967741936
Boise,ID,April,4,52.24,16.046666666666663,2.0940000000000003,49.45,28.343333333333337
Boise,ID,May,5,58.49032258064516,16.82903225806452,1.321,44.96451612903226,26.03548387096775
Boise,ID,June,6,72.64666666666668,14.93,0.469,34.733333333333334,10.003333333333336
Boise,ID,July,7,83.08709677419354,13.316129032258068,0.0689999999999999,26.945161290322577,4.312903225806452
Boise,ID,August,8,77.59999999999998,13.35483870967742,0.027,29.677419354838705,5.006451612903224
Boise,ID,September,9,69.37333333333332,14.076666666666664,0.421,39.056666666666665,8.630000000000003
Boise,ID,October,10,55.629032258064505,13.387096774193546,0.197,45.91612903225806,12.993548387096771
Boise,ID,November,11,40.243333333333325,15.273333333333335,1.2360000000000002,65.49000000000002,48.35999999999999
Boise,ID,December,12,34.97096774193548,12.922580645161291,2.52,80.71935483870966,62.48064516129033
Arlington Heights,IL,January,1,26.38387096774193,14.161290322580642,2.7059999999999995,79.97741935483873,79.24838709677421
Arlington Heights,IL,February,2,38.25862068965517,15.093103448275864,0.6769999999999999,65.74827586206895,33.3551724137931
Arlington Heights,IL,March,3,42.90967741935484,17.048387096774196,3.33,63.82903225806452,53.83548387096775
Arlington Heights,IL,April,4,52.39666666666667,16.93,2.982,63.60666666666668,48.99333333333333
Arlington Heights,IL,May,5,63.79354838709678,15.109677419354838,3.859000000000001,64.21290322580644,39.76451612903226
Arlington Heights,IL,June,6,73.23333333333333,15.366666666666667,3.685,63.93666666666668,38.49333333333333
Arlington Heights,IL,July,7,74.02258064516128,11.59677419354839,5.034999999999999,71.29032258064517,35.95483870967742
Arlington Heights,IL,August,8,73.83870967741937,12.7,1.973,69.27419354838709,36.36129032258065
Arlington Heights,IL,September,9,69.3,12.096666666666668,0.896,66.04666666666668,26.883333333333333
Arlington Heights,IL,October,10,58.39032258064516,15.709677419354838,1.242,57.867741935483885,22.11612903225807
Arlington Heights,IL,November,11,45.99333333333335,14.976666666666665,3.236,74.31333333333332,67.39
Arlington Heights,IL,December,12,32.693548387096776,14.754838709677417,1.333,72.26129032258065,61.46129032258064
Aurora,IL,January,1,24.277419354838703,15.193548387096772,2.144999999999999,84.66774193548386,76.89032258064515
Aurora,IL,February,2,36.79310344827587,15.786206896551723,0.558,69.49310344827587,27.18620689655173
Aurora,IL,March,3,42.76451612903226,18.490322580645167,3.964,66.2741935483871,50.0967741935484
Aurora,IL,April,4,51.95333333333333,18.343333333333337,3.2380000000000004,66.19333333333333,44.42333333333333
Aurora,IL,May,5,64.46129032258065,16.767741935483873,2.877,63.90645161290323,32.30645161290323
Aurora,IL,June,6,73.3533333333333,15.23,5.051,65.10333333333332,31.723333333333333
Aurora,IL,July,7,72.80967741935487,11.05161290322581,4.018000000000001,75.04516129032258,31.851612903225803
Aurora,IL,August,8,71.85483870967744,11.164516129032258,2.527,74.98387096774192,27.935483870967747
Aurora,IL,September,9,67.26666666666667,11.75,0.854,67.78666666666668,20.093333333333337
